51,2018-10-09,1017,885,6,190,20,1489.40002442,1055.029,11.2455
52,2018-09-27,296,885,6,190,80,5957.60009768,2809.603,149.512
53,2018-12-27,658,885,6,190,219,16308.930267399,1399.977,179.3945
54,2017-02-10,921,885,6,190,370,27553.90045177,1399.977,303.0865
55,2017-09-05,921,1143,10,191,1,56.919998169,931.046,0.359
56,2017-04-22,658,1143,10,191,1,56.919998169,931.046,0.359
57,2017-06-19,1190,1143,10,191,21,1195.319961549,1302.238,11.98
58,2018-09-13,1099,1143,10,191,176,10017.919677744,740.271,44.106
59,2017-02-15,697,1143,10,191,1207,68702.437789983,1604.717,896.3725
60,2018-06-09,1190,1143,10,191,58,3301.359893802,1302.238,33.0875
61,2018-10-30,1017,1143,10,191,1512,86063.037231528,1160.633,740.687
62,2018-07-31,658,1140,9,192,10,277.80000687,1286.069,2.7395
63,2018-08-20,1163,1140,9,192,46,1277.880031602,983.71,8.737
64,2017-03-21,1099,1140,9,192,114,3166.920078318,1007.392,22.4025
65,2018-01-10,658,1140,9,192,593,16473.540407391,1286.069,162.4405
66,2017-02-06,1122,1140,9,192,443,12306.540304341,1249.985,116.9105
67,2017-12-19,658,885,6,193,3,67.709999085,1399.977,0.745
68,2017-07-06,658,885,6,193,1,22.569999695,1399.977,0.2485
69,2018-01-09,921,885,6,193,1,22.569999695,1399.977,0.2485
70,2018-06-02,296,885,6,193,2,45.13999939,2809.603,1.133
71,2017-01-31,697,885,6,193,24,541.67999268,1507.544,6.541
72,2018-03-04,658,885,6,193,1948,43966.35940586,1399.977,483.62
73,2017-04-21,1163,885,6,193,2865,64663.049126175,1151.659,550.7085
74,2017-05-29,621,1143,10,194,1,85.449996948,2968.23,2.28
75,2018-07-31,621,1143,10,194,2,170.899993896,2968.23,4.56
76,2018-04-25,1017,1143,10,194,58,4956.099822984,1160.633,42.654
77,2018-01-30,621,1143,10,194,53,4528.849838244,2968.23,120.84
78,2017-06-21,697,1143,10,194,1237,105701.646224676,1604.717,1379.1075
79,2017-10-11,658,156,1,195,1,82.470001221,192.15,0
80,2017-07-29,621,156,1,195,29,2391.630035409,3768.006,82.942
81,2018-01-23,921,156,1,195,2,164.940002442,192.15,0
82,2018-01-20,1163,156,1,195,116,9566.520141636,119.526,0
83,2018-11-12,296,156,1,195,144,11875.680175824,3964.332,435.1645
84,2018-02-08,1017,156,1,195,127,10473.690155067,1317.175,106.536
85,2018-01-15,1017,156,1,195,133,10968.510162393,1317.175,111.569
86,2017-08-14,1190,156,1,195,2709,223411.233307689,1825.573,3408.3015
87,2017-07-13,621,156,1,195,655,54017.850799755,3768.006,1873.3425
88,2017-09-25,697,156,1,195,42,3463.740051282,1629.392,46.0465
89,2018-12-04,1122,156,1,195,1508,124364.761841268,163.336,0
90,2017-06-02,1122,1140,9,196,14,1300.600021364,1249.985,12.3555
91,2017-01-02,658,1140,9,196,5,464.50000763,1286.069,4.5805
92,2018-09-13,621,1140,9,196,6,557.400009156,3526.241,17.983
93,2018-07-10,1190,1140,9,196,1,92.900001526,910.907,0.5675
94,2018-04-21,1099,1140,9,196,13,1207.700019838,1007.392,8.543
95,2017-04-02,1163,1140,9,196,1,92.900001526,983.71,0.635
96,2018-03-15,658,1140,9,196,159,14771.100242634,1286.069,145.653
97,2017-09-04,921,1140,9,196,24,2229.600036624,1286.069,21.9855
98,2018-07-10,1163,1140,9,196,1447,134426.302208122,983.71,919.086
99,2017-05-27,621,1140,9,196,1733,160995.702644558,3526.241,5194.1095
100,2017-06-10,697,988,7,197,1,93.199996948,1519.695,1.137
101,2018-02-07,658,988,7,197,2,186.399993896,1242.832,1.7575
102,2017-01-30,1163,988,7,197,2,186.399993896,1003.069,1.3105
103,2017-07-23,658,988,7,197,1,93.199996948,1242.832,0.8785
104,2018-08-30,658,988,7,197,26,2423.199920648,1242.832,22.8465
105,2017-07-23,1017,988,7,197,12,1118.399963376,1062.915,8.5325
106,2017-11-30,921,988,7,197,33,3075.599899284,1242.832,28.9975
107,2018-05-29,658,988,7,197,27,2516.399917596,1242.832,23.7255
108,2017-02-13,697,988,7,197,13,1211.599960324,1519.695,14.778
109,2017-05-03,658,988,7,197,12,1118.399963376,1242.832,10.5445
110,2018-11-19,1163,988,7,197,81,7549.199752788,1003.069,53.076
111,2017-05-12,1099,988,7,197,550,51259.9983214,1022.713,370.4625
112,2018-04-03,658,574,4,198,9,673.379997255,538.616,1.607
113,2017-06-09,1017,574,4,198,10,748.19999695,1014.178,5.3435
114,2017-12-21,1017,574,4,198,1,74.819999695,1014.178,0.5345
115,2017-01-07,921,574,4,198,16,1197.11999512,538.616,2.8565
116,2018-08-08,697,574,4,198,78,5835.95997621,1378.117,62.9185
117,2017-12-07,621,574,4,198,69,5162.579978955,3509.227,165.679
118,2017-09-23,1099,574,4,198,388,29030.15988166,262.365,0
119,2018-10-07,1163,885,6,199,3,299.370002748,1151.659,2.5495
120,2018-09-27,697,885,6,199,1,99.790000916,1507.544,1.205
121,2017-02-23,296,885,6,199,1,99.790000916,2809.603,2.5045
122,2018-01-31,1122,885,6,199,6,598.740005496,1398.573,6.5775
123,2017-02-08,1190,885,6,199,3,299.370002748,905.54,1.813
124,2018-02-28,621,885,6,199,24,2394.960021984,2624.581,55.673
125,2018-08-17,1099,885,6,199,64,6386.560058624,1172.198,55.7035
126,2017-07-19,921,885,6,199,58,5787.820053128,1399.977,63.6645
127,2018-05-19,1017,885,6,199,694,69254.260635704,1055.029,522.8895
128,2018-03-09,921,885,6,199,3544,353655.763246304,1399.977,3890.132
129,2017-10-07,658,210,2,200,2,105.040000916,1986.411,1.7715
130,2017-06-10,1190,210,2,200,1,52.520000458,1083.586,0.4115
131,2017-04-23,658,210,2,200,14,735.280006412,1986.411,12.4
132,2018-12-23,921,210,2,200,11,577.720005038,1986.411,9.7425
133,2018-06-12,621,210,2,200,153,8035.560070074,3917.426,290.6805
134,2018-03-04,1163,210,2,200,771,40492.920353118,1704.785,568.8385
135,2018-08-25,921,988,7,101,1,97.819999695,1242.832,0.9225
136,2017-08-16,1122,988,7,101,3,293.459999085,1243.139,2.7675
137,2017-04-03,621,988,7,101,22,2152.03999329,2735.125,52.405
138,2018-10-10,1190,988,7,101,3,293.459999085,1024.691,2.1265
139,2017-10-31,296,988,7,101,68,6651.75997926,2923.677,174.5205
140,2017-09-16,658,988,7,101,738,72191.15977491,1242.832,680.6415
141,2018-12-16,1122,988,7,101,1703,166587.459480585,1243.139,1571.1515
142,2018-06-12,621,1114,8,2,4,285.200012208,2363.331,5.8845
143,2017-08-25,1190,1114,8,2,3,213.900009156,472.298,0.3685
144,2018-09-16,658,1114,8,2,1,71.300003052,2214.882,1.3655
145,2017-04-16,658,1114,8,2,12,855.600036624,2214.882,16.3835
146,2018-12-23,1190,1114,8,2,263,18751.900802676,472.298,32.309
147,2017-10-01,1190,1114,8,2,262,18680.600799624,472.298,32.1865
148,2018-08-05,621,1114,8,2,131,9340.300399812,2363.331,192.7215
149,2018-06-03,697,1114,8,2,897,63956.102737644,1507.493,772.2655
150,2017-06-27,621,1114,8,2,369,26309.701126188,2363.331,542.856
151,2017-11-20,697,210,2,3,1,27.270000458,174.483,0
152,2017-02-18,1163,210,2,3,1,27.270000458,1704.785,0.383
153,2018-12-20,1190,210,2,3,5,136.35000229,1083.586,1.0685
154,2017-11-04,1099,210,2,3,16,436.320007328,1726.107,6.2225
155,2017-07-07,296,210,2,3,29,790.830013282,4065.09,29.7755
156,2017-12-10,697,210,2,3,82,2236.140037556,174.483,0
157,2017-02-28,1017,210,2,3,89,2427.030040762,606.454,7.4375
158,2017-05-17,296,210,2,3,68,1854.360031144,4065.09,69.8185
159,2018-12-13,697,658,5,4,1,17.430000305,1812.974,0.2635
160,2018-01-15,1099,658,5,4,1,17.430000305,284.278,0
161,2017-01-10,296,658,5,4,7,122.010002135,4053.836,4.58
162,2017-02-23,1099,658,5,4,8,139.44000244,284.278,0
163,2017-01-30,621,658,5,4,3,52.290000915,3855.221,1.859
164,2017-06-26,1122,658,5,4,3,52.290000915,50.987,0
165,2017-12-12,658,658,5,4,29,505.470008845,0,0
166,2017-12-17,621,658,5,4,43,749.490013115,3855.221,26.646
167,2017-11-16,1163,658,5,4,654,11399.22019947,309.219,1.051
168,2018-03-14,1017,658,5,4,270,4706.10008235,1508.701,56.8825
169,2017-04-23,658,658,5,4,1343,23408.490409615,0,0
170,2018-02-10,1190,210,2,5,4,198,1083.586,1.5515
171,2018-12-21,1190,210,2,5,12,594,1083.586,4.6545
172,2017-06-01,1099,210,2,5,2,99,1726.107,1.412
173,2017-05-21,697,210,2,5,9,445.5,174.483,0
174,2017-11-15,921,210,2,5,20,990,1986.411,16.6955
175,2017-07-08,1163,210,2,5,35,1732.5,1704.785,24.338
176,2018-02-13,1190,210,2,5,291,14404.5,1083.586,112.8715
177,2018-08-15,1190,210,2,5,63,3118.5,1083.586,24.436
178,2018-02-08,1163,210,2,5,126,6237,1704.785,87.6165
179,2017-12-28,658,210,2,5,288,14256,1986.411,240.415
180,2017-11-01,1122,210,2,5,27,1336.5,1943.444,21.9645
181,2018-05-16,921,210,2,5,1094,54153,1986.411,913.242
182,2017-05-19,621,210,2,5,771,38164.5,3917.426,1380.5725
183,2017-09-27,621,1114,8,6,1,55.38999939,2363.331,1.143
184,2018-11-29,621,1114,8,6,13,720.06999207,2363.331,14.8575
185,2018-09-27,1017,1114,8,6,12,664.67999268,1200.378,5.9845
186,2018-05-25,921,1114,8,6,36,1994.03997804,2214.882,38.1835
187,2017-07-28,1190,1114,8,6,12,664.67999268,472.298,1.145
188,2018-08-03,1163,1114,8,6,19,1052.40998841,1929.724,17.1515
189,2017-12-20,621,1114,8,6,6,332.33999634,2363.331,6.8575
190,2017-08-16,1122,1114,8,6,6,332.33999634,2203.02,6.3245
191,2017-09-16,697,1114,8,6,40,2215.5999756,1507.493,26.753
192,2017-08-06,697,1114,8,6,495,27418.04969805,1507.493,331.071
193,2017-05-22,621,1114,8,6,103,5705.16993717,2363.331,117.7165
194,2017-07-18,621,1114,8,6,48,2658.71997072,2363.331,54.858
195,2018-10-28,621,1114,8,6,370,20494.2997743,2363.331,422.865
196,2017-06-04,1017,156,1,7,3,180.299995422,1317.175,1.834
197,2018-08-15,1190,156,1,7,2,120.199996948,1825.573,1.8335
198,2018-04-22,658,156,1,7,12,721.199981688,192.15,0
199,2018-08-16,921,156,1,7,3,180.299995422,192.15,0
200,2017-07-14,1163,156,1,7,88,5288.799865712,119.526,0
201,2017-10-23,1190,156,1,7,74,4447.399887076,1825.573,67.8485
202,2017-02-04,658,156,1,7,72,4327.199890128,192.15,0
203,2018-04-21,1122,156,1,7,187,11238.699714638,163.336,0
204,2017-06-27,658,156,1,7,328,19712.799499472,192.15,0
205,2018-01-11,1099,156,1,7,1989,119538.896964786,94.52,0
206,2018-06-23,1190,885,6,8,1,20,905.54,0.121
207,2018-03-27,1099,885,6,8,1,20,1172.198,0.1745
208,2018-08-07,1190,885,6,8,8,160,905.54,0.969
209,2017-05-04,921,885,6,8,3,60,1399.977,0.66
210,2018-01-19,921,885,6,8,7,140,1399.977,1.54
211,2018-10-17,658,885,6,8,5,100,1399.977,1.1
212,2017-01-15,296,885,6,8,16,320,2809.603,8.0305
213,2017-09-22,1190,885,6,8,1786,35720,905.54,216.299
214,2017-12-12,1122,885,6,8,1210,24200,1398.573,265.8545
215,2018-02-14,1017,885,6,8,477,9540,1055.029,72.03
216,2017-11-05,1163,885,6,8,1589,31780,1151.659,270.657
217,2017-04-23,1099,885,6,8,2858,57160,1172.198,498.5485
218,2018-04-24,1163,885,6,9,1,90.309997559,1151.659,0.769
219,2017-07-04,697,885,6,9,1,90.309997559,1507.544,1.0905
220,2018-10-28,296,885,6,9,1,90.309997559,2809.603,2.2665
221,2017-06-18,1163,885,6,9,60,5418.59985354,1151.659,46.148
222,2017-02-04,296,885,6,9,254,22938.739379986,2809.603,575.6715
223,2017-10-31,697,885,6,9,442,39917.018921078,1507.544,482.0155
224,2018-09-13,1017,885,6,9,3364,303802.831788476,1055.029,2293.7995
225,2018-09-05,1017,156,1,10,2,43.020000458,1317.175,0.4375
226,2018-01-30,1099,156,1,10,8,172.080001832,94.52,0
227,2018-06-08,921,156,1,10,7,150.570001603,192.15,0
228,2018-12-19,1017,156,1,10,17,365.670003893,1317.175,3.7195
229,2018-05-05,921,156,1,10,10,215.10000229,192.15,0
230,2018-05-14,658,156,1,10,72,1548.720016488,192.15,0
231,2018-10-26,1190,156,1,10,19,408.690004351,1825.573,6.235
232,2018-08-31,621,156,1,10,166,3570.660038014,3768.006,123.8305
233,2017-12-07,296,156,1,10,178,3828.780040762,3964.332,140.299
234,2018-04-19,1017,156,1,10,324,6969.240074196,1317.175,70.8895
235,2018-06-20,1163,156,1,10,789,16971.390180681,119.526,0
236,2018-08-30,1099,988,7,11,2,48.240001678,1022.713,0.3485
237,2018-08-18,1099,988,7,11,5,120.600004195,1022.713,0.8715
238,2017-04-03,296,988,7,11,3,72.360002517,2923.677,1.8985
239,2018-11-12,1190,988,7,11,7,168.840005873,1024.691,1.2235
240,2017-05-16,1017,988,7,11,14,337.680011746,1062.915,2.576
241,2017-03-04,658,988,7,11,3,72.360002517,1242.832,0.682
242,2018-10-31,296,988,7,11,148,3569.760124172,2923.677,93.659
243,2017-05-18,1017,988,7,11,2623,63266.762200697,1062.915,482.6715
244,2017-12-30,1099,658,5,12,1,3.539999962,284.278,0
245,2017-08-04,1190,658,5,12,1,3.539999962,2010.436,0.0605
246,2017-04-10,658,658,5,12,3,10.619999886,0,0
247,2017-12-10,921,658,5,12,58,205.319997796,0,0
248,2018-08-26,1122,658,5,12,702,2485.079973324,50.987,0
249,2018-07-12,1190,658,5,12,113,400.019995706,2010.436,6.842
250,2018-05-05,697,658,5,12,2541,8995.139903442,1812.974,136.094
251,2017-03-23,1099,658,5,12,1138,4028.519956756,284.278,0
252,2018-07-23,1190,156,1,13,2,184.520004272,1825.573,2.815
253,2018-11-15,658,156,1,13,7,645.820014952,192.15,0
254,2018-11-10,1017,156,1,13,6,553.560012816,1317.175,5.6305
255,2017-11-06,1163,156,1,13,5,461.30001068,119.526,0
256,2017-10-18,1190,156,1,13,122,11255.720260592,1825.573,171.714
257,2018-01-17,1122,156,1,13,7,645.820014952,163.336,0
258,2018-10-09,296,156,1,13,378,34874.280807408,3964.332,1277.9095
259,2017-02-11,1122,156,1,13,568,52403.681213248,163.336,0
260,2017-11-22,1099,156,1,13,94,8672.440200784,94.52,0
261,2018-05-28,1190,156,1,13,3510,323832.60749736,1825.573,4940.3025
262,2017-12-27,1122,156,1,14,1,55.599998474,163.336,0
263,2018-10-01,1017,156,1,14,12,667.199981688,1317.175,6.7865
264,2018-03-29,621,156,1,14,2,111.199996948,3768.006,3.8565
265,2018-03-27,1163,156,1,14,8,444.799987792,119.526,0
266,2017-03-23,658,156,1,14,4,222.399993896,192.15,0
267,2018-11-28,658,156,1,14,151,8395.599769574,192.15,0
268,2017-08-07,1122,156,1,15,1,92.809997559,163.336,0
269,2018-04-02,1163,156,1,15,4,371.239990236,119.526,0
270,2017-11-11,1099,156,1,15,13,1206.529968267,94.52,0
271,2017-10-25,1099,156,1,15,2,185.619995118,94.52,0
272,2017-05-14,697,156,1,15,10,928.09997559,1629.392,12.338
273,2018-02-26,697,156,1,15,36,3341.159912124,1629.392,44.417
274,2017-03-30,1163,156,1,15,175,16241.749572825,119.526,0
275,2018-09-07,1163,156,1,15,111,10301.909729049,119.526,0
276,2018-01-11,658,156,1,15,276,25615.559326284,192.15,0
277,2018-09-17,658,156,1,15,425,39444.248962575,192.15,0
278,2017-01-15,1122,156,1,15,166,15406.459594794,163.336,0
279,2017-11-09,1017,156,1,15,3129,290402.482362111,1317.175,2953.9015
280,2018-12-22,621,156,1,15,585,54293.848572015,3768.006,1882.914
281,2017-03-16,921,988,7,16,1,53.509998322,1242.832,0.5045
282,2018-08-23,697,988,7,16,1,53.509998322,1519.695,0.6525
283,2017-08-22,621,988,7,16,33,1765.829944626,2735.125,43
284,2018-02-22,1017,988,7,16,57,3050.069904354,1062.915,23.2695
285,2017-12-15,697,988,7,16,157,8401.069736554,1519.695,102.4675
286,2018-12-14,697,988,7,16,582,31142.819023404,1519.695,379.8475
287,2018-01-09,1122,988,7,16,445,23811.94925329,1243.139,224.58
288,2018-08-02,1099,542,3,17,1,2.349999905,1169.634,0.0205
289,2018-04-22,296,542,3,17,4,9.39999962,2782.34,0.2335
290,2017-03-23,697,542,3,17,2816,6617.59973248,1578.713,84.62
291,2018-01-27,658,542,3,17,1383,3250.049868615,1386.663,35.317
292,2018-02-19,296,156,1,18,2,46.86000061,3964.332,1.717
293,2017-11-27,1099,156,1,18,1,23.430000305,94.52,0
294,2017-12-15,296,156,1,18,2,46.86000061,3964.332,1.717
295,2017-10-11,1017,156,1,18,1,23.430000305,1317.175,0.2385
296,2017-05-09,921,156,1,18,20,468.6000061,192.15,0
297,2018-02-23,1017,156,1,18,52,1218.36001586,1317.175,12.393
298,2017-09-18,1163,156,1,18,32,749.76000976,119.526,0
299,2017-01-09,921,156,1,18,61,1429.230018605,192.15,0
300,2018-10-18,621,156,1,18,27,632.610008235,3768.006,21.939
301,2017-06-05,296,156,1,18,12,281.16000366,3964.332,10.3025
302,2017-02-25,1190,156,1,18,175,4100.250053375,1825.573,62.5525
303,2017-06-03,921,988,7,19,1,26.809999466,1242.832,0.253
304,2017-04-23,296,988,7,19,1,26.809999466,2923.677,0.7035
305,2018-12-01,1163,988,7,19,1,26.809999466,1003.069,0.1885
306,2018-12-13,697,988,7,19,15,402.14999199,1519.695,4.905
307,2017-02-16,658,988,7,19,13,348.529993058,1242.832,3.286
308,2018-08-28,621,988,7,19,34,911.539981844,2735.125,22.197
309,2018-07-07,296,988,7,19,56,1501.359970096,2923.677,39.391
310,2017-07-02,621,988,7,19,179,4798.989904414,2735.125,116.8615
311,2017-05-24,1099,988,7,19,986,26434.659473476,1022.713,191.0465
312,2018-06-11,296,988,7,19,37,991.969980242,2923.677,26.026
313,2018-05-04,296,988,7,19,8,214.479995728,2923.677,5.6275
314,2017-08-01,697,988,7,19,2272,60912.318786752,1519.695,742.9445
315,2018-05-21,1122,1143,10,20,211,14257.269935645,937.077,90.83
316,2017-11-02,697,1143,10,20,3,202.709999085,1604.717,2.645
317,2018-10-06,697,1143,10,20,63,4256.909980785,1604.717,55.5405
318,2017-10-05,697,1143,10,20,341,23041.369895995,1604.717,300.6245
319,2018-11-30,921,1143,10,20,1825,123315.249443375,931.046,778.176
320,2018-12-15,296,1143,10,20,4313,291429.408684535,3162.44,8341.992
321,2017-01-07,1163,156,1,21,1,29.350000381,119.526,0
322,2017-07-17,1122,156,1,21,3,88.050001143,163.336,0
323,2017-01-26,1163,156,1,21,20,587.00000762,119.526,0
324,2018-02-10,697,156,1,21,64,1878.400024384,1629.392,24.9715
325,2017-05-27,697,156,1,21,644,18901.400245364,1629.392,251.2735
326,2018-11-19,296,156,1,21,747,21924.450284607,3964.332,803.3845
327,2017-02-05,697,156,1,21,374,10976.900142494,1629.392,145.926
328,2017-06-23,1017,1143,10,22,1,30.200000763,1160.633,0.26
329,2017-02-13,1163,1143,10,22,36,1087.200027468,724.235,4.6125
330,2017-11-14,658,1143,10,22,496,14979.200378448,931.046,94.5255
331,2017-09-15,1190,1143,10,22,26,785.200019838,1302.238,7.8695
332,2018-06-08,1017,1143,10,22,2,60.400001526,1160.633,0.52
333,2018-07-14,621,1143,10,22,702,21200.400535626,2968.23,565.6755
334,2017-01-01,1122,1143,10,22,926,27965.200706538,937.077,178.16
335,2018-12-27,621,1143,10,22,242,7308.400184646,2968.23,195.005
336,2017-11-10,1017,658,5,23,25,1500,1508.701,18.1305
337,2018-08-23,1017,658,5,23,1470,88200,1508.701,1066.0745
338,2018-12-12,921,658,5,23,314,18840,0,0
339,2017-06-27,1163,885,6,24,2,149.259994506,1151.659,1.271
340,2017-05-19,1099,885,6,24,1,74.629997253,1172.198,0.651
341,2018-10-23,921,885,6,24,139,10373.569618167,1399.977,114.107
342,2017-09-09,1190,885,6,24,277,20672.509239081,905.54,125.1805
343,2018-06-25,621,885,6,24,108,8060.039703324,2624.581,187.362
344,2017-11-12,921,885,6,24,114,8507.819686842,1399.977,93.584
345,2017-08-07,1017,885,6,24,623,46494.488288619,1055.029,351.047
346,2017-05-04,1163,988,7,25,1,46.650001526,1003.069,0.328
347,2018-01-12,1099,988,7,25,1,46.650001526,1022.713,0.337
348,2017-07-12,621,988,7,25,7,326.550010682,2735.125,7.952
349,2018-04-22,1017,988,7,25,20,933.00003052,1062.915,7.118
350,2017-03-08,658,988,7,25,27,1259.550041202,1242.832,11.8755
351,2018-04-19,1163,988,7,25,632,29482.800964432,1003.069,207.2845
352,2017-07-11,697,988,7,25,61,2845.650093086,1519.695,34.7085
353,2017-03-27,1099,988,7,25,660,30789.00100716,1022.713,222.516
354,2017-05-06,697,542,3,26,1,50.979999542,1578.713,0.652
355,2017-10-27,921,542,3,26,4,203.919998168,1386.663,2.216
356,2018-09-30,296,542,3,26,1,50.979999542,2782.34,1.2655
357,2017-09-13,1017,542,3,26,1,50.979999542,1124.778,0.4205
358,2018-04-21,1099,542,3,26,19,968.619991298,1169.634,8.4235
359,2017-11-11,921,542,3,26,194,9890.119911148,1386.663,107.4725
360,2018-11-15,658,542,3,26,276,14070.479873592,1386.663,152.8985
361,2017-08-18,1163,542,3,26,1147,58474.059474674,1150.106,497.0915
362,2018-05-31,697,542,3,26,82,4180.359962444,1578.713,53.455
363,2017-11-05,1017,542,3,26,128,6525.439941376,1124.778,53.8205
364,2018-09-08,658,542,3,26,690,35176.19968398,1386.663,382.247
365,2018-02-20,658,542,3,26,311,15854.779857562,1386.663,172.288
366,2017-09-14,658,1114,8,27,1,64.459999084,2214.882,1.2345
367,2017-08-13,697,1114,8,27,3,193.379997252,1507.493,2.335
368,2017-09-25,1190,1114,8,27,35,2256.09996794,472.298,3.887
369,2017-02-15,1163,1114,8,27,185,11925.09983054,1929.724,194.346
370,2018-03-30,296,1143,10,28,2,108.77999878,3162.44,3.114
371,2018-03-12,296,1143,10,28,18,979.01998902,3162.44,28.024
372,2017-07-12,296,1143,10,28,11,598.28999329,3162.44,17.1255
373,2017-03-04,1122,1143,10,28,79,4296.80995181,937.077,27.374
374,2018-03-16,1017,1143,10,28,392,21320.87976088,1160.633,183.4945
375,2017-05-07,658,1143,10,28,225,12237.74986275,931.046,77.226
376,2018-10-22,1190,1143,10,28,279,15174.80982981,1302.238,152.0875
377,2018-12-19,921,1143,10,28,928,50473.91943392,931.046,318.5135
378,2018-03-09,1122,1143,10,28,189,10279.70988471,937.077,65.4895
379,2018-08-15,621,574,4,29,1,91.599998474,3509.227,2.9395
380,2018-10-11,697,574,4,29,2,183.199996948,1378.117,1.975
381,2018-01-22,1017,574,4,29,12,1099.199981688,1014.178,7.85
382,2017-10-12,1099,574,4,29,2,183.199996948,262.365,0
383,2018-03-13,921,574,4,29,8,732.799987792,538.616,1.7485
384,2018-07-25,658,574,4,29,33,3022.799949642,538.616,7.213
385,2018-01-14,621,1140,9,30,1,31.690000534,3526.241,1.0225
386,2017-03-12,296,1140,9,30,3,95.070001602,3697.589,3.23
387,2018-01-24,697,1140,9,30,40,1267.60002136,606.271,3.8825
388,2018-01-26,1163,1140,9,30,3,95.070001602,983.71,0.65
389,2018-04-27,697,1140,9,30,12,380.280006408,606.271,1.1645
390,2017-04-10,658,1140,9,30,23,728.870012282,1286.069,7.187
391,2018-06-19,296,1140,9,30,3538,112119.221889292,3697.589,3809.3505
392,2017-04-13,621,1140,9,30,1498,47471.620799932,3526.241,1531.549
393,2018-05-13,621,1140,9,31,1,68.300003052,3526.241,2.2035
394,2017-11-20,697,1140,9,31,1,68.300003052,606.271,0.209
395,2017-07-25,1122,1140,9,31,156,10654.800476112,1249.985,101.219
396,2017-07-10,296,1140,9,31,1620,110646.00494424,3697.589,3759.2965
397,2017-01-17,1190,1140,9,31,1080,73764.00329616,910.907,450.6295
398,2018-06-05,1163,210,2,32,1,75.489997864,1704.785,1.0605
399,2017-05-09,296,210,2,32,2,150.979995728,4065.09,5.6845
400,2017-12-07,658,210,2,32,1,75.489997864,1986.411,1.273
