1819,2130,40.577880859,-73.959579468,5475 Matthew Flats Apt. 509,Brighton Beach,US,America,New_York
1820,2323,44.27804184,-88.27204895,978 Matthews Key Suite 167,Kaukauna,US,America,Chicago
1821,2109,39.729431152,-104.831916809,6027 Stephanie Highway,Aurora,US,America,Denver
1822,1693,40.605381012,-73.755126953,20074 Chandler Brooks,Far Rockaway,US,America,New_York
1823,1823,33.410118103,-91.061767578,78883 Jeffrey Branch,Greenville,US,America,Chicago
1824,1533,40.586540222,-122.391677856,28266 Mike Key,Redding,US,America,Los_Angeles
1825,1232,41.900100708,-71.089767456,80351 Molly Key Apt. 344,Taunton,US,America,New_York
1826,1424,34.14250946,-118.255081177,212 Thompson Glens Suite 586,Glendale,US,America,Los_Angeles
1827,1359,39.091121674,-94.415512085,564 Kaufman Trafficway Suite 174,Independence,US,America,Chicago
1828,1803,30.542699814,-97.546669006,046 Bridges Cape,Hutto,US,America,Chicago
1829,2001,33.544281006,-84.233810425,198 Stephanie Isle Apt. 429,Stockbridge,US,America,New_York
1830,2397,39.091121674,-94.415512085,87489 Robinson Street,Independence,US,America,Chicago
1831,2188,41.753379822,-86.110839844,8747 Chavez Bridge Apt. 749,Granger,US,America,Indiana/Indianapolis
1832,2017,38.963718414,-76.99080658,64319 Ashley Glens,Chillum,US,America,New_York
1833,2034,42.425098419,-71.066162109,6636 Thomas Trace,Malden,US,America,New_York
1834,1306,44.990119934,-123.02620697,6807 Ann Crossroad Apt. 921,Keizer,US,America,Los_Angeles
1835,1270,33.036991119,-117.291976929,37658 Daniel Ranch,Encinitas,US,America,Los_Angeles
1836,1333,39.575820923,-105.112213135,3975 Joseph Keys,Ken Caryl,US,America,Denver
1837,2208,33.410118103,-91.061767578,803 Smith Squares,Greenville,US,America,Chicago
1838,1652,33.08013916,-83.23210144,3145 Clifford Mill Apt. 077,Milledgeville,US,America,New_York
1839,1944,41.66394043,-83.555206299,941 Brown Fall,Toledo,US,America,New_York
1840,1355,32.500701904,-94.740493774,8021 Christopher Mountain,Longview,US,America,Chicago
1841,1401,34.096679688,-117.719779968,184 Bell Shores,Claremont,US,America,Los_Angeles
1842,2229,47.380931854,-122.234840393,601 Lucero Station,Kent,US,America,Los_Angeles
1843,2366,41.676399231,-91.580451965,31602 Becker Highway,Coralville,US,America,Chicago
1844,1229,39.334270477,-76.439407349,602 Tracy Crossroad Suite 556,Middle River,US,America,New_York
1845,2327,26.217300415,-80.225883484,67309 Jackson Pine Suite 534,North Lauderdale,US,America,New_York
1846,1985,39.08367157,-84.508552551,44235 Ann Way Apt. 759,Covington,US,America,New_York
1847,1856,34.096679688,-117.719779968,1724 Frank Passage,Claremont,US,America,Los_Angeles
1848,1813,38.544910431,-121.740516663,697 Harris Land,Davis,US,America,Los_Angeles
1849,1363,41.00510025,-73.784576416,298 Adrian Wall,Scarsdale,US,America,New_York
1850,1675,33.352828979,-111.789031982,409 Kenneth Light Apt. 951,Gilbert,US,America,Phoenix
1851,1451,34.216388702,-119.037597656,454 Jacob Forges Suite 505,Camarillo,US,America,Los_Angeles
1852,1670,39.717338562,-74.969329834,7857 Denise Fords Suite 757,Sicklerville,US,America,New_York
1853,1289,47.380931854,-122.234840393,14562 William Canyon,Kent,US,America,Los_Angeles
1854,1876,30.177459717,-81.387580872,2098 Carter Court Apt. 746,Palm Valley,US,America,New_York
1855,2002,34.256278992,-78.044708252,847 Harvey Square,Leland,US,America,New_York
1856,1268,36.065231323,-119.016769409,0824 Megan Prairie Suite 711,Porterville,US,America,Los_Angeles
1857,1798,42.5834198,-71.8022995,3009 Kara Ranch Apt. 395,Fitchburg,US,America,New_York
1858,2227,38.544910431,-121.740516663,739 Carroll Parks Apt. 143,Davis,US,America,Los_Angeles
1859,1674,29.538850784,-95.447441101,901 Hopkins Walks,Fresno,US,America,Chicago
1860,1602,41.900100708,-71.089767456,1090 Henson Causeway Apt. 104,Taunton,US,America,New_York
1861,1815,41.481990814,-81.798187256,03992 Pierce Harbors,Lakewood,US,America,New_York
1862,2093,33.352828979,-111.789031982,89812 Russell Canyon,Gilbert,US,America,Phoenix
1863,2027,44.7394104,-93.125770569,61958 Elliott Row,Rosemount,US,America,Chicago
1864,2396,45.494281769,-122.867050171,290 Daniel Course,Aloha,US,America,Los_Angeles
1865,2278,41.558380127,-81.569290161,0703 Ford Corners Apt. 859,Collinwood,US,America,New_York
1866,1943,33.352828979,-111.789031982,12556 Michael Circles Suite 952,Gilbert,US,America,Phoenix
1867,2275,31.762119293,-95.63079071,26113 Baker Springs Suite 726,Palestine,US,America,Chicago
1868,2033,40.677051544,-73.89125061,52159 Stacy Light Apt. 132,Cypress Hills,US,America,New_York
1869,1427,40.655380249,-74.38986969,8799 Stuart Key,Scotch Plains,US,America,New_York
1870,2112,45.539291382,-122.387306213,036 Joseph Village,Troutdale,US,America,Los_Angeles
1871,1544,40.633159637,-74.136528015,3484 Gonzalez Summit,Port Richmond,US,America,New_York
1872,1501,34.256278992,-78.044708252,720 Anna Brook,Leland,US,America,New_York
1873,1429,41.720588684,-87.701721191,43245 George Flats Apt. 640,Evergreen Park,US,America,Chicago
1874,1753,33.036991119,-117.291976929,043 Jordan Mission,Encinitas,US,America,Los_Angeles
1875,1324,28.900539398,-81.263671875,238 Lindsey Walks,Deltona,US,America,New_York
1876,1595,39.322879791,-76.728027344,717 Ryan Ferry,Woodlawn,US,America,New_York
1877,1573,45.160240173,-93.088829041,067 Mary Flats,Lino Lakes,US,America,Chicago
1878,2251,44.27804184,-88.27204895,54472 Vincent Greens,Kaukauna,US,America,Chicago
1879,2163,41.167041779,-73.204826355,6651 Joseph Valley Apt. 969,Bridgeport,US,America,New_York
1880,2011,43.100898743,-75.232658386,60072 Amanda Mission Suite 962,Utica,US,America,New_York
1881,1472,34.14250946,-118.255081177,660 Scott Heights Apt. 839,Glendale,US,America,Los_Angeles
1882,1907,43.610618591,-72.972610474,44618 Watson Court Apt. 243,Rutland,US,America,New_York
1883,1736,43.610618591,-72.972610474,4945 Diane Bridge Suite 207,Rutland,US,America,New_York
1884,2056,32.525150299,-93.750183105,4957 Nancy Mews Apt. 556,Shreveport,US,America,Chicago
1885,1321,42.553081512,-87.933410645,300 Heather Gateway,Pleasant Prairie,US,America,Chicago
1886,2123,32.351261139,-95.301063538,8675 Reyes Vista Suite 747,Tyler,US,America,Chicago
1887,1250,40.633159637,-74.136528015,14189 Laura Mission,Port Richmond,US,America,New_York
1888,1406,35.614521027,-88.813949585,158 Robles Hollow Suite 025,Jackson,US,America,Chicago
1889,1929,33.950149536,-118.039169312,8290 Heidi Stream Suite 118,South Whittier,US,America,Los_Angeles
1890,1301,36.910228729,-121.756889343,550 James Creek,Watsonville,US,America,Los_Angeles
1891,2318,32.351261139,-95.301063538,3717 Angela Ports,Tyler,US,America,Chicago
1892,1223,34.14250946,-118.255081177,719 Alicia Knolls,Glendale,US,America,Los_Angeles
1893,2045,35.614521027,-88.813949585,3923 James Union,Jackson,US,America,Chicago
1894,2089,38.918170929,-78.194442749,486 Kelly Alley Apt. 511,Front Royal,US,America,New_York
1895,1887,35.614521027,-88.813949585,827 Jared Lake Suite 964,Jackson,US,America,Chicago
1896,1467,32.525150299,-93.750183105,29229 Carlos Harbors,Shreveport,US,America,Chicago
1897,2206,33.410118103,-91.061767578,4529 Sarah Mill Apt. 513,Greenville,US,America,Chicago
1898,2048,39.334270477,-76.439407349,99111 Sheila Forge Suite 385,Middle River,US,America,New_York
1899,1352,34.639148712,-120.457939148,14029 Nicholas Ports Suite 368,Lompoc,US,America,Los_Angeles
1900,1447,41.481990814,-81.798187256,750 Christina Village,Lakewood,US,America,New_York
1901,2191,39.322879791,-76.728027344,5961 Sarah Key Suite 616,Woodlawn,US,America,New_York
1902,2132,34.953029633,-120.435722351,9419 Ashley Prairie Apt. 286,Santa Maria,US,America,Los_Angeles
1903,1309,41.242549896,-82.615730286,2962 Brenda Creek Apt. 741,Norwalk,US,America,New_York
1904,2101,47.762321472,-122.20539856,0480 Hall Stravenue Suite 819,Bothell,US,America,Los_Angeles
1905,1504,36.910228729,-121.756889343,1908 Mary Throughway,Watsonville,US,America,Los_Angeles
1906,1891,41.66394043,-83.555206299,61141 Pope Curve,Toledo,US,America,New_York
1907,1983,43.610618591,-72.972610474,675 Duncan Cove,Rutland,US,America,New_York
1908,1339,26.917560577,-82.078422546,97436 Reese Junction Apt. 941,Punta Gorda Isles,US,America,New_York
1909,1776,34.096111298,-118.105827332,378 Brian Ferry,San Gabriel,US,America,Los_Angeles
1910,1327,34.096111298,-118.105827332,1227 Patricia Lake,San Gabriel,US,America,Los_Angeles
1911,1626,40.655380249,-74.38986969,377 Crystal Shores Suite 887,Scotch Plains,US,America,New_York
1912,1720,32.540439606,-82.903747559,055 Lucero Roads Suite 981,Dublin,US,America,New_York
1913,1859,30.177459717,-81.387580872,986 Nicholas Well,Palm Valley,US,America,New_York
1914,2265,46.323738098,-120.008651733,88763 Laura Street Suite 953,Sunnyside,US,America,Los_Angeles
1915,1809,29.845760345,-90.106742859,13895 Frank Turnpike Suite 150,Estelle,US,America,Chicago
1916,2358,47.380931854,-122.234840393,5345 Benjamin Parkways Suite 793,Kent,US,America,Los_Angeles
1917,1810,36.610328674,-88.314758301,990 Jeffrey Lodge Suite 449,Murray,US,America,Chicago
1918,2201,36.610328674,-88.314758301,9588 Christopher Dale Suite 974,Murray,US,America,Chicago
1919,1307,34.258071899,-88.70464325,216 Brandon Loop Apt. 096,Tupelo,US,America,Chicago
1920,1628,39.334270477,-76.439407349,385 Hansen Ways,Middle River,US,America,New_York
1921,1825,37.717151642,-122.404327393,193 Parker Forges Suite 235,Visitacion Valley,US,America,Los_Angeles
1922,1455,38.70734024,-77.023033142,0101 Hardy Inlet Apt. 841,Fort Washington,US,America,New_York
1923,1604,41.00510025,-73.784576416,85352 Mark Ways Suite 189,Scarsdale,US,America,New_York
1924,1249,33.451221466,-86.996658325,2375 Michael Roads Apt. 734,Hueytown,US,America,Chicago
1925,1873,40.655380249,-74.38986969,50246 Brown Skyway,Scotch Plains,US,America,New_York
1926,1404,41.807529449,-87.656440735,98575 Valenzuela Shore,New City,US,America,Chicago
1927,1517,39.435340881,-84.202987671,66194 Barron Valley,Lebanon,US,America,New_York
1928,2290,20.889530182,-156.474319458,98890 Emily Village Apt. 706,Kahului,US,America,Honolulu
1929,1928,42.970859528,-82.424911499,011 Kayla Ridge,Port Huron,US,America,Detroit
1930,1499,41.676399231,-91.580451965,171 Graham River,Coralville,US,America,Chicago
1931,2391,46.323738098,-120.008651733,1595 Gonzalez Well Apt. 528,Sunnyside,US,America,Los_Angeles
1932,1543,42.168079376,-88.428138733,4509 Rodriguez Square Apt. 267,Huntley,US,America,Chicago
1933,1374,43.100898743,-75.232658386,5945 Leah Walk,Utica,US,America,New_York
1934,1258,33.522529602,-117.707550049,16116 Jessica Burgs Suite 660,Laguna Niguel,US,America,Los_Angeles
1935,1458,32.525150299,-93.750183105,5911 Anderson Bridge Suite 736,Shreveport,US,America,Chicago
1936,2385,42.970859528,-82.424911499,3033 Brady Throughway Suite 892,Port Huron,US,America,Detroit
1937,2282,36.025058746,-86.779167175,795 George Haven,Brentwood Estates,US,America,Chicago
1938,1500,33.722549438,-116.376968384,978 Hall Parkway Apt. 655,Palm Desert,US,America,Los_Angeles
1939,1216,41.153759003,-87.887542725,9197 Christina Canyon,Bourbonnais,US,America,Chicago
1940,1457,36.2082901,-115.983909607,492 Ramirez Crossing,Pahrump,US,America,Los_Angeles
1941,1466,42.241130829,-88.316200256,496 Jeanette Divide Suite 055,Crystal Lake,US,America,Chicago
1,1,38.918170929,-78.194442749,0487 Hull Village Suite 759,Front Royal,US,America,New_York
2,2,35.052661896,-78.878356934,450 Wells Pike,Fayetteville,US,America,New_York
3,3,38.174919128,-122.260803223,40704 Kathryn Lights Suite 609,American Canyon,US,America,Los_Angeles
4,4,40.728160858,-74.077636719,132 Mclean Meadow Suite 446,Jersey City,US,America,New_York
5,5,41.146759033,-73.494842529,342 Miller Mission,New Canaan,US,America,New_York
6,6,28.549440384,-81.772850037,7086 Rachel Lake Apt. 357,Clermont,US,America,New_York
7,7,34.774528503,-96.678337097,8885 Lee Tunnel Suite 208,Ada,US,America,Chicago
8,8,26.684509277,-80.667556763,896 Baker Haven,Belle Glade,US,America,New_York
9,9,35.747879028,-95.369689941,86428 Bryan Route,Muskogee,US,America,Chicago
10,10,42.241130829,-88.316200256,90725 Stacy Neck,Crystal Lake,US,America,Chicago
11,11,40.273700714,-76.884422302,5445 Patton Rapid,Harrisburg,US,America,New_York
12,12,27.099779129,-82.45426178,19539 Martin Ways Apt. 509,Venice,US,America,New_York
13,13,44.7394104,-93.125770569,0040 Becker Prairie Suite 388,Rosemount,US,America,Chicago
14,14,39.091121674,-94.415512085,48487 Kendra Ports Suite 076,Independence,US,America,Chicago
15,15,41.807529449,-87.656440735,07154 Stephen Parkways Suite 265,New City,US,America,Chicago
16,16,41.153759003,-87.887542725,9197 Christina Canyon,Bourbonnais,US,America,Chicago
17,17,31.845680237,-102.367637634,53230 Julia Villages,Odessa,US,America,Chicago
18,18,47.805271149,-122.240638733,8870 Robert Loaf Apt. 082,Bothell West,US,America,Los_Angeles
19,19,40.605381012,-73.755126953,05623 Graham Knolls Suite 256,Far Rockaway,US,America,New_York
20,20,26.684509277,-80.667556763,802 Johnson Road Apt. 030,Belle Glade,US,America,New_York
21,21,42.527870178,-70.928657532,0305 Matthew Mill Apt. 452,Peabody,US,America,New_York
22,22,29.538850784,-95.447441101,38277 Padilla Common Suite 296,Fresno,US,America,Chicago
23,23,34.14250946,-118.255081177,719 Alicia Knolls,Glendale,US,America,Los_Angeles
24,24,40.723709106,-73.950973511,37933 Lisa Trace,Greenpoint,US,America,New_York
25,25,32.448738098,-99.733139038,9220 Richardson Roads Apt. 262,Abilene,US,America,Chicago
26,26,41.276210785,-72.868431091,95384 Jodi Garden Apt. 845,East Haven,US,America,New_York
27,27,40.723709106,-73.950973511,63340 Trevino Crossing,Greenpoint,US,America,New_York
28,28,39.091121674,-94.415512085,834 Palmer Mountain Suite 430,Independence,US,America,Chicago
29,29,39.334270477,-76.439407349,602 Tracy Crossroad Suite 556,Middle River,US,America,New_York
30,30,40.810001373,-73.962501526,7111 Corey Track Apt. 637,Morningside Heights,US,America,New_York
31,31,27.718090057,-82.351760864,7530 Villa Cliffs Apt. 777,Sun City Center,US,America,New_York
32,32,41.900100708,-71.089767456,80351 Molly Key Apt. 344,Taunton,US,America,New_York
33,33,41.167041779,-73.204826355,373 Franklin Rest Apt. 558,Bridgeport,US,America,New_York
34,34,37.608760834,-77.373306274,25040 Bryce Meadow,Mechanicsville,US,America,New_York
35,35,41.854198456,-87.665611267,6708 Carpenter Overpass Suite 735,Lower West Side,US,America,Chicago
36,36,33.722549438,-116.376968384,239 Salazar Squares,Palm Desert,US,America,Los_Angeles
37,37,31.124059677,-97.903083801,73906 Jim Corner,Copperas Cove,US,America,Chicago
38,38,34.14250946,-118.255081177,285 Jason Ferry Suite 566,Glendale,US,America,Los_Angeles
39,39,40.245368958,-75.649627686,7562 Fisher Spur,Pottstown,US,America,New_York
40,40,41.753379822,-86.110839844,044 Donald Ports,Granger,US,America,Indiana/Indianapolis
41,41,40.822319031,-74.159866333,93057 Oneal Branch Apt. 160,Nutley,US,America,New_York
42,42,35.882640839,-80.081993103,637 Neal Island Suite 074,Thomasville,US,America,New_York
43,43,42.5834198,-71.8022995,166 Taylor Skyway,Fitchburg,US,America,New_York
44,44,34.256278992,-78.044708252,8644 Watson Road,Leland,US,America,New_York
45,45,32.351261139,-95.301063538,16448 Audrey Road,Tyler,US,America,Chicago
46,46,44.7394104,-93.125770569,1454 Caitlin Camp Apt. 448,Rosemount,US,America,Chicago
47,47,34.096111298,-118.105827332,73864 David Skyway Apt. 046,San Gabriel,US,America,Los_Angeles
48,48,41.242549896,-82.615730286,703 Wilson Roads Suite 892,Norwalk,US,America,New_York
49,49,33.451221466,-86.996658325,2375 Michael Roads Apt. 734,Hueytown,US,America,Chicago
50,50,40.633159637,-74.136528015,14189 Laura Mission,Port Richmond,US,America,New_York
51,51,42.358428955,-71.059768677,580 Ortiz Mall Suite 735,Boston,US,America,New_York
52,52,39.08367157,-84.508552551,64862 Evans Knoll,Covington,US,America,New_York
53,53,39.785041809,-85.769416809,24560 Carolyn Lock,Greenfield,US,America,Indiana/Indianapolis
54,54,39.006221771,-77.428596497,942 Hurst Crossroad,Sterling,US,America,New_York
55,55,47.762321472,-122.20539856,4203 Rogers Highway Suite 852,Bothell,US,America,Los_Angeles
56,56,41.167041779,-73.204826355,10450 Michele Ferry,Bridgeport,US,America,New_York
57,57,35.882640839,-80.081993103,51150 Bailey Branch Apt. 519,Thomasville,US,America,New_York
58,58,33.522529602,-117.707550049,16116 Jessica Burgs Suite 660,Laguna Niguel,US,America,Los_Angeles
59,59,39.717338562,-74.969329834,0899 Jerry Trail Suite 841,Sicklerville,US,America,New_York
60,60,26.917560577,-82.078422546,67537 Clarke Club,Punta Gorda Isles,US,America,New_York
61,61,37.951431274,-91.771270752,1097 Santos Springs Suite 264,Rolla,US,America,Chicago
62,62,47.925258636,-97.032852173,7017 Andrew Rapid Apt. 518,Grand Forks,US,America,Chicago
63,63,26.217300415,-80.225883484,500 Butler Overpass Apt. 256,North Lauderdale,US,America,New_York
64,64,33.410118103,-91.061767578,4466 Brown Row,Greenville,US,America,Chicago
65,65,42.241130829,-88.316200256,6993 Diane Alley Apt. 489,Crystal Lake,US,America,Chicago
66,66,33.764461517,-117.793937683,8688 Audrey Springs Apt. 634,North Tustin,US,America,Los_Angeles
67,67,39.435340881,-84.202987671,20407 Atkins Union,Lebanon,US,America,New_York
68,68,36.065231323,-119.016769409,0824 Megan Prairie Suite 711,Porterville,US,America,Los_Angeles
69,69,35.250640869,-91.736251831,687 Bass Parks Apt. 893,Searcy,US,America,Chicago
70,70,33.036991119,-117.291976929,37658 Daniel Ranch,Encinitas,US,America,Los_Angeles
71,71,30.177459717,-81.387580872,731 Sanders Fords,Palm Valley,US,America,New_York
72,72,33.08013916,-83.23210144,3492 Lee Crescent,Milledgeville,US,America,New_York
73,73,38.918170929,-78.194442749,8847 Kramer Station,Front Royal,US,America,New_York
74,74,40.723709106,-73.950973511,96111 Kara Circle,Greenpoint,US,America,New_York
75,75,45.040798187,-93.263000488,18775 Martinez Crescent Suite 604,Columbia Heights,US,America,Chicago
76,76,42.739200592,-84.620811462,3042 Kevin Village,Waverly,US,America,Detroit
77,77,34.258071899,-88.70464325,1590 Joseph Drive Suite 568,Tupelo,US,America,Chicago
78,78,41.807529449,-87.656440735,765 Jared Radial Suite 022,New City,US,America,Chicago
79,79,20.889530182,-156.474319458,24000 Erin Point Suite 590,Kahului,US,America,Honolulu
80,80,35.052661896,-78.878356934,217 Burton Brooks Suite 714,Fayetteville,US,America,New_York
81,81,32.500701904,-94.740493774,891 David Run,Longview,US,America,Chicago
82,82,26.684509277,-80.667556763,63812 Richard Springs Suite 503,Belle Glade,US,America,New_York
83,83,42.970859528,-82.424911499,8789 Nicole Park,Port Huron,US,America,Detroit
84,84,33.08013916,-83.23210144,33769 Johnson Well Suite 027,Milledgeville,US,America,New_York
85,85,30.542699814,-97.546669006,599 Jennifer Loaf Suite 109,Hutto,US,America,Chicago
86,86,38.544910431,-121.740516663,1508 Taylor Track,Davis,US,America,Los_Angeles
87,87,34.774528503,-96.678337097,207 Mccullough Well Suite 564,Ada,US,America,Chicago
88,88,41.153759003,-87.887542725,45792 Tammy Centers Apt. 258,Bourbonnais,US,America,Chicago
89,89,47.380931854,-122.234840393,14562 William Canyon,Kent,US,America,Los_Angeles
90,90,38.963718414,-76.99080658,21730 Amy River,Chillum,US,America,New_York
91,91,39.322879791,-76.728027344,13991 Davis Village,Woodlawn,US,America,New_York
92,92,37.608760834,-77.373306274,2560 Krista Walk,Mechanicsville,US,America,New_York
93,93,41.807529449,-87.656440735,7515 Tom Roads Suite 330,New City,US,America,Chicago
94,94,40.349121094,-111.904663086,86848 Melissa Springs,Saratoga Springs,US,America,Denver
95,95,34.258071899,-88.70464325,2320 Alvarez Corners,Tupelo,US,America,Chicago
96,96,40.723709106,-73.950973511,185 Tamara Rapids Suite 719,Greenpoint,US,America,New_York
97,97,39.334270477,-76.439407349,28711 Golden Overpass,Middle River,US,America,New_York
98,98,33.08013916,-83.23210144,60975 Jessica Squares,Milledgeville,US,America,New_York
99,99,32.540439606,-82.903747559,8156 Carr Ford Suite 784,Dublin,US,America,New_York
100,100,38.588939667,-89.990379333,2194 Kyle Stream,Fairview Heights,US,America,Chicago
101,101,36.910228729,-121.756889343,550 James Creek,Watsonville,US,America,Los_Angeles
102,102,40.723709106,-73.950973511,26852 Douglas Bypass,Greenpoint,US,America,New_York
103,103,32.420669556,-104.228843689,778 Christopher Mill Suite 687,Carlsbad,US,America,Denver
104,104,41.153759003,-87.887542725,50525 Christopher Fords,Bourbonnais,US,America,Chicago
105,105,35.882640839,-80.081993103,4360 Alexandra Tunnel Apt. 042,Thomasville,US,America,New_York
106,106,44.990119934,-123.02620697,6807 Ann Crossroad Apt. 921,Keizer,US,America,Los_Angeles
107,107,34.258071899,-88.70464325,216 Brandon Loop Apt. 096,Tupelo,US,America,Chicago
108,108,38.544910431,-121.740516663,58810 Cathy Trail Apt. 166,Davis,US,America,Los_Angeles
109,109,41.242549896,-82.615730286,2962 Brenda Creek Apt. 741,Norwalk,US,America,New_York
110,110,41.00510025,-73.784576416,541 Brock Estate Apt. 848,Scarsdale,US,America,New_York
111,111,40.567539215,-89.640663147,052 Werner Shoals,Pekin,US,America,Chicago
112,112,37.717151642,-122.404327393,9028 Robert Isle,Visitacion Valley,US,America,Los_Angeles
113,113,39.45621109,-77.963890076,72998 Willis Wall,Martinsburg,US,America,New_York
114,114,32.500701904,-94.740493774,09845 Monica Lights,Longview,US,America,Chicago
115,115,40.273700714,-76.884422302,00924 Phillip Parks Suite 519,Harrisburg,US,America,New_York
116,116,40.822319031,-74.159866333,0329 Rebecca Shore,Nutley,US,America,New_York
117,117,31.762119293,-95.63079071,4647 Kristine Fields Suite 710,Palestine,US,America,Chicago
118,118,34.256278992,-78.044708252,9684 Jacob Forge Suite 828,Leland,US,America,New_York
119,119,42.933689117,-72.278137207,07396 Wells Mill Apt. 745,Keene,US,America,New_York
120,120,40.655380249,-74.38986969,840 Michael Knolls,Scotch Plains,US,America,New_York
121,121,42.553081512,-87.933410645,300 Heather Gateway,Pleasant Prairie,US,America,Chicago
122,122,39.785041809,-85.769416809,36746 Stanley Green,Greenfield,US,America,Indiana/Indianapolis
123,123,33.950149536,-118.039169312,06268 Lewis Place Suite 121,South Whittier,US,America,Los_Angeles
124,124,28.900539398,-81.263671875,238 Lindsey Walks,Deltona,US,America,New_York
125,125,35.747879028,-95.369689941,32342 Andrea Glen Apt. 236,Muskogee,US,America,Chicago
126,126,34.06634903,-84.678367615,374 Powell Mountains,Acworth,US,America,New_York
127,127,34.096111298,-118.105827332,1227 Patricia Lake,San Gabriel,US,America,Los_Angeles
128,128,25.679269791,-80.317268372,771 Brooks Pike Apt. 376,Kendall,US,America,New_York
129,129,39.006221771,-77.428596497,8403 Jordan Centers Suite 649,Sterling,US,America,New_York
130,130,41.854198456,-87.665611267,19752 Allen Mews Suite 000,Lower West Side,US,America,Chicago
131,131,34.639148712,-120.457939148,19041 Jennifer Flats Suite 716,Lompoc,US,America,Los_Angeles
132,132,42.970859528,-82.424911499,5248 Christopher Viaduct,Port Huron,US,America,Detroit
133,133,39.575820923,-105.112213135,3975 Joseph Keys,Ken Caryl,US,America,Denver
134,134,38.918170929,-78.194442749,0835 Angela Station,Front Royal,US,America,New_York
135,135,37.736038208,-120.935493469,1986 John Cove,Riverbank,US,America,Los_Angeles
136,136,41.720588684,-87.701721191,9388 Matthew Plaza Apt. 270,Evergreen Park,US,America,Chicago
137,137,39.322879791,-76.728027344,220 Janice Gateway Apt. 446,Woodlawn,US,America,New_York
138,138,29.651630402,-82.324829102,997 Stephanie Pine Suite 656,Gainesville,US,America,New_York
139,139,26.917560577,-82.078422546,97436 Reese Junction Apt. 941,Punta Gorda Isles,US,America,New_York
140,140,34.774528503,-96.678337097,541 Katrina Garden Apt. 985,Ada,US,America,Chicago
141,141,26.684509277,-80.667556763,302 Parker Plains Apt. 197,Belle Glade,US,America,New_York
142,142,36.610328674,-88.314758301,67835 Andrew Fords,Murray,US,America,Chicago
143,143,39.717338562,-74.969329834,3258 Robbins Lock Suite 571,Sicklerville,US,America,New_York
144,144,41.753379822,-86.110839844,79318 Middleton Roads,Granger,US,America,Indiana/Indianapolis
145,145,26.917560577,-82.078422546,97939 Johnson Oval Suite 830,Punta Gorda Isles,US,America,New_York
146,146,47.380931854,-122.234840393,60583 White Plains,Kent,US,America,Los_Angeles
147,147,40.931209564,-73.898750305,102 Johnson Ways Apt. 763,Yonkers,US,America,New_York
148,148,36.610328674,-88.314758301,47723 Campbell Shoal Suite 928,Murray,US,America,Chicago
149,149,44.27804184,-88.27204895,7607 Andrea Track,Kaukauna,US,America,Chicago
150,150,41.276210785,-72.868431091,4619 Wilkins Wall,East Haven,US,America,New_York
151,151,39.575820923,-105.112213135,718 Harrison Motorway,Ken Caryl,US,America,Denver
