59,59,ClotherDarkGray44343,Clother,34648,14.359999657,1
60,60,LampYellow54001,Lamp,40302,51.36000061,1
61,61,WatchLightGray53142,Watch,16882,86.160003662,1
62,62,JewelryHotPink31545,Jewelry,46963,25.780000687,1
63,63,WatchOrangeRed2051,Watch,19775,57.520000458,1
64,64,MattressMediumTurquoise16587,Mattress,42338,89.830001831,1
65,65,PhoneYellowGreen15648,Phone,21031,70.949996948,1
66,66,LampChartreuse24608,Lamp,19229,63.459999084,1
67,67,WatchLightCyan35320,Watch,25411,73.660003662,1
68,68,MattressOldLace11567,Mattress,23635,3.809999943,1
69,69,JewelrySeaGreen13473,Jewelry,59247,54.520000458,1
70,70,LampPurple23260,Lamp,53127,84.930000305,1
71,71,ClotherMintCream10725,Clother,49861,54.099998474,1
72,72,MattressSlateBlue53379,Mattress,17867,93.529998779,1
73,73,BikeLightPink14555,Bike,25618,61.459999084,1
74,74,LaptopDodgerBlue8948,Laptop,55795,27.440000534,1
75,75,WatchBlue26161,Watch,18817,71.86000061,1
76,76,PhoneGhostWhite55442,Phone,43620,81.849998474,1
77,77,StickerGreen33874,Sticker,15922,87.300003052,1
78,78,LaptopMintCream41070,Laptop,51814,28.600000381,1
79,79,MattressLime37067,Mattress,58741,1.690000057,1
80,80,ClotherRoyalBlue20549,Clother,59830,30.670000076,1
81,81,PhoneOrchid30293,Phone,25687,97.819999695,1
82,82,JewelryCyan53282,Jewelry,34387,85.870002747,1
83,83,PhoneFuchsia24289,Phone,50608,68.13999939,1
84,84,StickerLightGreen19245,Sticker,33517,91.099998474,1
85,85,LampLightPink3611,Lamp,57850,97.779998779,1
86,86,ClotherCornflowerBlue20096,Clother,42014,61.549999237,1
87,87,ClotherDodgerBlue33943,Clother,54051,32.290000916,1
88,88,WatchIndigo16978,Watch,12024,86.790000916,1
89,89,MattressBlanchedAlmond27375,Mattress,18943,80.61000061,1
90,90,StickerSteelBlue27395,Sticker,59023,21.420000076,1
91,91,WatchSpringGreen55675,Watch,17491,56.869998932,1
92,92,PhoneNavajoWhite43745,Phone,25785,20.809999466,1
93,93,ClotherPaleGoldenRod20003,Clother,16999,45.560001373,1
94,94,BikeSkyBlue30764,Bike,36539,88.470001221,1
95,95,MattressMediumTurquoise25666,Mattress,19572,47.349998474,1
96,96,JewelryBlue21653,Jewelry,47256,81.879997253,1
97,97,JewelryDarkMagenta26756,Jewelry,38701,9.890000343,1
98,98,MattressTomato10372,Mattress,56373,19.270000458,1
99,99,LaptopLightYellow8109,Laptop,33460,41.400001526,1
100,100,LampDarkRed29117,Lamp,26023,66.379997253,1
101,101,StickerForestGreen52615,Sticker,37184,97.819999695,1
102,102,MattressPaleTurquoise44403,Mattress,12382,11.590000153,1
103,103,LampBeige27946,Lamp,18922,97.349998474,1
104,104,StickerSkyBlue40384,Sticker,40283,49.669998169,1
105,105,PhoneOlive34283,Phone,11002,9.329999924,1
106,106,LaptopMediumAquaMarine43550,Laptop,21163,31.409999847,1
107,107,JewelryNavajoWhite51911,Jewelry,21879,87.220001221,1
108,108,LaptopPink41744,Laptop,24179,79.879997253,1
109,109,PhoneLightYellow19567,Phone,31367,48.180000305,1
110,110,JewelryLightYellow25822,Jewelry,26611,37.63999939,1
111,111,StickerRosyBrown25822,Sticker,43221,69.169998169,1
112,112,MattressDeepPink5535,Mattress,17986,11.699999809,1
113,113,BikeDarkRed22927,Bike,11155,92.120002747,1
114,114,PhoneBurlyWood27781,Phone,48709,3.869999886,1
115,115,WatchGreenYellow44574,Watch,47697,91.180000305,1
116,116,MattressNavajoWhite28484,Mattress,38629,94.790000916,1
117,117,LampIndigo42055,Lamp,53025,62.36000061,1
118,118,JewelryMediumSpringGreen23345,Jewelry,55104,64.489997864,1
119,119,ClotherDarkGoldenRod12464,Clother,28352,28.879999161,1
120,120,PhoneAquamarine16484,Phone,48638,82.580001831,1
121,121,BikeThistle33143,Bike,57104,56.229999542,1
122,122,MattressDarkSalmon39422,Mattress,16263,24.350000381,1
123,123,PhoneSalmon3713,Phone,19428,52.319999695,1
124,124,JewelryLightSteelBlue44844,Jewelry,41504,91.809997559,1
125,125,JewelryLightSeaGreen38645,Jewelry,26467,58.880001068,1
126,126,BikeMediumAquaMarine19177,Bike,13065,36.689998627,1
127,127,ClotherWhiteSmoke50610,Clother,10598,11.109999657,1
128,128,LaptopLightSalmon10723,Laptop,51403,35.380001068,1
129,129,BikeLawnGreen7284,Bike,31202,63.430000305,1
130,130,LampNavy36512,Lamp,55744,38.669998169,1
131,131,BikeGold23709,Bike,48309,80.400001526,1
132,132,PhoneLightSteelBlue10303,Phone,14663,62.900001526,1
133,133,PhoneSeaShell6916,Phone,43910,39.529998779,1
134,134,BikeSandyBrown16119,Bike,47862,13.539999962,1
135,135,MattressCornflowerBlue38450,Mattress,18124,27.299999237,1
136,136,PhoneSnow17147,Phone,52861,25.690000534,1
137,137,MattressSienna29148,Mattress,58860,96.510002136,1
138,138,JewelryPink46448,Jewelry,53873,65.25,1
139,139,WatchPapayaWhip22638,Watch,21934,86,1
140,140,WatchGold40229,Watch,30275,32.380001068,1
141,141,PhoneLightPink42162,Phone,40862,63.790000916,1
142,142,JewelryMaroon7481,Jewelry,19046,41.799999237,1
143,143,ClotherFuchsia34490,Clother,23724,42.63999939,1
144,144,LaptopLightCyan10234,Laptop,53290,24.879999161,1
145,145,BikeGoldenRod37175,Bike,53063,96.459999084,1
146,146,LampLightCyan45469,Lamp,51366,10.170000076,1
147,147,LaptopSnow56661,Laptop,26797,18.549999237,1
148,148,MattressAquamarine9444,Mattress,22958,38.180000305,1
149,149,StickerSandyBrown43015,Sticker,19214,38.729999542,1
150,150,BikeAzure449,Bike,49373,74.970001221,1
151,151,JewelryLime29911,Jewelry,20701,33.650001526,1
152,152,JewelryIvory30280,Jewelry,40705,7.670000076,1
153,153,JewelryOldLace43322,Jewelry,56789,15.590000153,1
154,154,MattressMediumBlue28655,Mattress,16578,57.36000061,1
155,155,StickerOldLace39972,Sticker,59456,42.529998779,1
156,156,PhoneDimGray17500,Phone,17302,38.689998627,1
157,157,LaptopTan2648,Laptop,48705,9.279999733,1
158,158,MattressMaroon993,Mattress,34258,82.519996643,1
159,159,BikeOrchid42072,Bike,20947,58.909999847,1
160,160,LampIndigo37469,Lamp,38167,61.790000916,1
161,161,LampLime42557,Lamp,53651,43.169998169,1
162,162,PhoneDarkKhaki48128,Phone,58387,73.730003357,1
163,163,BikeOliveDrab35233,Bike,24688,1.799999952,1
164,164,LaptopForestGreen15793,Laptop,48194,89.599998474,1
165,165,LampWheat45564,Lamp,47187,46.740001678,1
166,166,BikeBurlyWood36937,Bike,30867,24.5,1
167,167,BikeGainsboro40049,Bike,48628,52.240001678,1
168,168,LampDarkOrange3375,Lamp,53001,96.849998474,1
169,169,ClotherMediumAquaMarine8682,Clother,18613,66.800003052,1
170,170,BikeGreen51647,Bike,29802,51.869998932,1
171,171,BikeDarkGreen41866,Bike,27390,17.440000534,1
172,172,JewelryGreenYellow17881,Jewelry,21436,45.240001678,1
173,173,PhoneMediumAquaMarine7595,Phone,33181,98.319999695,1
174,174,StickerPaleTurquoise54972,Sticker,26480,17.430000305,1
175,175,ClotherBeige54109,Clother,54470,97.980003357,1
176,176,LaptopOldLace49765,Laptop,36732,97.470001221,1
177,177,PhoneHotPink23738,Phone,58978,95.86000061,1
178,178,PhoneDarkCyan44058,Phone,17146,95.870002747,1
179,179,PhoneViolet5289,Phone,58648,50.740001678,1
180,180,WatchYellowGreen34925,Watch,54130,37.380001068,1
181,181,LaptopPaleGreen53779,Laptop,48775,80.419998169,1
182,182,LampPaleVioletRed1454,Lamp,22637,59.599998474,1
183,183,WatchTurquoise23611,Watch,26111,6.679999828,1
184,184,BikeDarkGray39453,Bike,36937,83.470001221,1
185,185,PhoneMediumPurple9659,Phone,30809,0.850000024,1
186,186,MattressPaleVioletRed37008,Mattress,47820,98.569999695,1
187,187,MattressTeal28049,Mattress,48330,28.690000534,1
188,188,BikeBlanchedAlmond23920,Bike,15751,31.850000381,1
189,189,PhoneCornflowerBlue23787,Phone,29824,3.160000086,1
190,190,BikeLightSlateGray8823,Bike,18345,74.470001221,1
191,191,MattressMediumTurquoise30301,Mattress,44219,56.919998169,1
192,192,LaptopRoyalBlue21176,Laptop,30120,27.780000687,1
193,193,BikeGreen43140,Bike,29259,22.569999695,1
194,194,LampLightCoral13388,Lamp,13020,85.449996948,1
195,195,MattressLightSlateGray46062,Mattress,10571,82.470001221,1
196,196,ClotherLightCoral37215,Clother,20437,92.900001526,1
197,197,BikeGreenYellow22455,Bike,38316,93.199996948,1
198,198,PhoneDarkGreen15424,Phone,51558,74.819999695,1
199,199,StickerNavy18141,Sticker,18250,99.790000916,1
200,200,PhoneSienna6785,Phone,33681,52.520000458,1
201,201,WatchMediumTurquoise22922,Watch,24889,48.169998169,1
202,202,BikeOrangeRed18509,Bike,19958,38.709999084,1
203,203,ClotherRosyBrown39299,Clother,58045,64.830001831,1
204,204,BikeHotPink16760,Bike,17504,49.409999847,1
205,205,ClotherLightPink51376,Clother,49017,6.28000021,1
206,206,BikeRosyBrown10957,Bike,36743,60.430000305,1
207,207,PhoneSpringGreen39717,Phone,54795,56.900001526,1
208,208,StickerPeru54066,Sticker,46954,13.319999695,1
209,209,StickerGold51670,Sticker,45170,37.099998474,1
210,210,StickerPapayaWhip53364,Sticker,42677,46.490001678,1
211,211,LaptopBeige16130,Laptop,49022,97.199996948,1
212,212,StickerCadetBlue37171,Sticker,21938,7.329999924,1
213,213,LampSienna21501,Lamp,11772,37.299999237,1
214,214,LampCyan52080,Lamp,54811,26.299999237,1
215,215,StickerLimeGreen23142,Sticker,27326,57.630001068,1
216,216,LaptopSienna4746,Laptop,35303,80.400001526,1
217,217,LampPapayaWhip5907,Lamp,40367,12.140000343,1
218,218,LaptopPurple31061,Laptop,49637,99.239997864,1
219,219,PhoneMagenta47686,Phone,49351,15.220000267,1
220,220,JewelryDarkOliveGreen24274,Jewelry,26021,44.869998932,1
221,221,MattressDarkSeaGreen3365,Mattress,33014,95.980003357,1
222,222,LaptopTeal1358,Laptop,54357,86.300003052,1
223,223,ClotherPlum35012,Clother,18590,40.369998932,1
224,224,ClotherDeepSkyBlue48520,Clother,44755,23.760000229,1
225,225,StickerAntiqueWhite37651,Sticker,16217,47.099998474,1
226,226,BikeDarkSlateGray31288,Bike,39268,97.930000305,1
227,227,BikeFireBrick38769,Bike,31339,6.639999866,1
228,228,ClotherLightGray33873,Clother,59530,77.900001526,1
229,229,JewelryAntiqueWhite17403,Jewelry,58958,95.720001221,1
230,230,BikeBrown50744,Bike,36888,71.900001526,1
231,231,JewelryDodgerBlue40052,Jewelry,40175,90.220001221,1
232,232,BikePaleGoldenRod48138,Bike,45897,30.399999619,1
233,233,ClotherMediumOrchid38965,Clother,37626,96.930000305,1
234,234,BikeLawnGreen13240,Bike,40762,87.650001526,1
235,235,ClotherBlack39618,Clother,16805,70.459999084,1
236,236,BikeLightCyan2125,Bike,30333,46.930000305,1
237,237,StickerDarkKhaki15126,Sticker,30908,62.409999847,1
238,238,StickerAquamarine8941,Sticker,27306,9.68999958,1
239,239,MattressLightGray54084,Mattress,29225,46.700000763,1
240,240,WatchKhaki56635,Watch,49833,21.149999619,1
241,241,BikeFloralWhite45596,Bike,12016,31.450000763,1
242,242,WatchLime40726,Watch,22270,19.5,1
243,243,StickerWhiteSmoke27180,Sticker,34635,33.900001526,1
244,244,MattressLime769,Mattress,26357,36.310001373,1
245,245,StickerOldLace38082,Sticker,19680,8.600000381,1
246,246,MattressDarkSalmon33189,Mattress,15405,53.349998474,1
247,247,StickerGray35351,Sticker,44424,17.159999847,1
248,248,LaptopLightGoldenRodYellow30387,Laptop,58318,39.549999237,1
249,249,BikeWheat4926,Bike,44340,63.130001068,1
250,250,LampGreen27401,Lamp,30627,16.940000534,1
251,251,MattressMediumOrchid21267,Mattress,55121,4.420000076,1
252,252,LampSnow16132,Lamp,26552,78.120002747,1
253,253,LaptopOldLace46500,Laptop,54604,93.690002441,1
254,254,LampLawnGreen36312,Lamp,33838,73.400001526,1
255,255,MattressPurple11895,Mattress,58333,38.700000763,1
256,256,PhoneMediumSlateBlue40909,Phone,26419,36.369998932,1
257,257,PhoneBlueViolet5207,Phone,46281,48.979999542,1
258,258,ClotherLightGray48719,Clother,11110,14.279999733,1
259,259,JewelryForestGreen6073,Jewelry,20488,2.829999924,1
260,260,WatchDarkBlue28559,Watch,45439,36.75,1
261,261,MattressAqua54639,Mattress,35063,20.479999542,1
262,262,MattressGainsboro20003,Mattress,18349,33.700000763,1
263,263,ClotherDarkGoldenRod4253,Clother,19165,24.299999237,1
264,264,LampDarkRed41725,Lamp,21352,96.440002441,1
265,265,MattressDarkOliveGreen21516,Mattress,56707,81.330001831,1
266,266,StickerSpringGreen41981,Sticker,32158,83.5,1
267,267,JewelryAquamarine35934,Jewelry,29301,86.300003052,1
268,268,MattressBlack33308,Mattress,16345,74.75,1
269,269,WatchSandyBrown19497,Watch,57929,99.769996643,1
270,270,ClotherLavender12666,Clother,27875,55.509998322,1
271,271,WatchSnow54228,Watch,55346,18.700000763,1
272,272,ClotherLightYellow37030,Clother,53574,99.290000916,1
273,273,JewelryDarkOliveGreen26332,Jewelry,47572,35.810001373,1
274,274,MattressMediumPurple39224,Mattress,58621,87.300003052,1
275,275,LaptopPeachPuff23094,Laptop,31057,90.669998169,1
276,276,LampOrchid23056,Lamp,33659,4.539999962,1
277,277,MattressDimGray3827,Mattress,54132,93.379997253,1
278,278,PhoneBrown20680,Phone,37212,57.919998169,1
279,279,WatchOldLace25225,Watch,27430,87.650001526,1
280,280,PhoneWhiteSmoke51211,Phone,30209,22.159999847,1
281,281,LampBlueViolet38720,Lamp,22007,94.819999695,1
282,282,ClotherDarkTurquoise6831,Clother,28780,79.349998474,1
283,283,LaptopRosyBrown56836,Laptop,27554,4.53000021,1
284,284,WatchViolet34044,Watch,44606,88.239997864,1
285,285,WatchSlateGray22774,Watch,32569,77.410003662,1
286,286,MattressGray16231,Mattress,32121,55.740001678,1
287,287,PhoneIndianRed35878,Phone,17818,92.989997864,1
288,288,StickerMediumVioletRed55137,Sticker,44075,73.86000061,1
289,289,PhoneWhiteSmoke55465,Phone,52315,72.569999695,1
290,290,ClotherSaddleBrown31906,Clother,27880,56.119998932,1
291,291,PhoneLightGray132,Phone,45565,35.349998474,1
292,292,StickerPaleGreen2619,Sticker,34696,61.680000305,1
293,293,BikeDarkMagenta5736,Bike,58382,79.989997864,1
294,294,JewelryAzure15892,Jewelry,31776,0.100000001,1
295,295,JewelryLightGoldenRodYellow40661,Jewelry,21488,5.269999981,1
296,296,WatchLavenderBlush56581,Watch,41559,5.940000057,1
297,297,LampSilver41878,Lamp,42619,0.689999998,1
298,298,BikeSienna34351,Bike,17232,80.519996643,1
299,299,BikeTeal54050,Bike,32038,68.650001526,1
300,300,JewelryLightSkyBlue3285,Jewelry,38706,35.61000061,1
301,301,MattressDarkGreen41146,Mattress,45672,85.349998474,1
302,302,JewelryChocolate887,Jewelry,22215,44.560001373,1
303,303,StickerPaleTurquoise55201,Sticker,21102,89.519996643,1
304,304,BikeViolet12344,Bike,12417,44.950000763,1
305,305,PhoneKhaki51410,Phone,40694,31.88999939,1
306,306,JewelryForestGreen22981,Jewelry,57757,61.330001831,1
307,307,PhoneMagenta52142,Phone,58874,90.239997864,1
308,308,LaptopSilver50399,Laptop,21237,44.869998932,1
309,309,JewelryIndianRed10520,Jewelry,10283,26.979999542,1
310,310,ClotherLightSlateGray27081,Clother,33107,13.619999886,1
311,311,BikeCyan13062,Bike,57418,23.829999924,1
312,312,MattressSlateBlue42823,Mattress,56092,8.270000458,1
313,313,PhoneWhiteSmoke27282,Phone,15549,15.960000038,1
314,314,BikeGhostWhite45418,Bike,22956,56.75,1
315,315,JewelryMediumOrchid1547,Jewelry,13264,5.300000191,1
316,316,LaptopRed47540,Laptop,18669,70.529998779,1
317,317,MattressOrangeRed33447,Mattress,44954,33.189998627,1
318,318,StickerPaleVioletRed21670,Sticker,47227,94.5,1
319,319,JewelryTurquoise1561,Jewelry,26295,90.650001526,1
320,320,LampGreen10360,Lamp,21124,3.5,1
321,321,JewelryLightBlue46325,Jewelry,56212,6.75,1
322,322,WatchBurlyWood38470,Watch,12745,67.959999084,1
323,323,WatchMediumBlue40420,Watch,59106,41.939998627,1
324,324,LampGhostWhite52590,Lamp,15123,32.580001831,1
325,325,ClotherMediumSpringGreen47737,Clother,40618,48.279998779,1
326,326,BikeLightGreen34740,Bike,59146,55.540000916,1
327,327,BikeWheat29157,Bike,25891,98.730003357,1
328,328,BikePeru38705,Bike,17812,96.699996948,1
329,329,LampCyan28473,Lamp,34444,59.729999542,1
330,330,LampNavy47721,Lamp,51846,18.299999237,1
331,331,WatchBrown41187,Watch,51090,37.25,1
332,332,WatchMediumSeaGreen15436,Watch,21454,2.529999971,1
333,333,BikeWhite37234,Bike,49728,82.129997253,1
334,334,PhoneBlack7537,Phone,49573,74.709999084,1
335,335,WatchSandyBrown52208,Watch,47306,67.349998474,1
336,336,JewelryLightSeaGreen35321,Jewelry,29116,26.309999466,1
337,337,MattressSteelBlue42793,Mattress,46138,37.979999542,1
338,338,JewelryBlueViolet1328,Jewelry,38281,22.180000305,1
339,339,LaptopPapayaWhip9818,Laptop,15273,56.770000458,1
340,340,ClotherBrown38346,Clother,58911,89.739997864,1
341,341,BikeForestGreen45527,Bike,21138,6.460000038,1
342,342,BikeLightCyan34787,Bike,59021,13.260000229,1
343,343,MattressMediumSeaGreen24103,Mattress,40989,9.31000042,1
344,344,JewelryChocolate15394,Jewelry,22826,55.979999542,1
345,345,LaptopMistyRose21879,Laptop,49087,40.209999084,1
346,346,MattressIvory51142,Mattress,34278,45.380001068,1
347,347,MattressMediumTurquoise2475,Mattress,25707,26.530000687,1
348,348,JewelrySlateGray1223,Jewelry,54413,15.199999809,1
349,349,LampSaddleBrown26528,Lamp,34553,11,1
350,350,BikeIndianRed44721,Bike,24931,16.420000076,1
351,351,JewelrySpringGreen12356,Jewelry,35151,87.970001221,1
352,352,ClotherDarkOliveGreen16102,Clother,52544,65.849998474,1
353,353,PhoneDarkSlateGray3972,Phone,54647,61.919998169,1
354,354,MattressSeaGreen16432,Mattress,25319,35.950000763,1
355,355,PhoneAliceBlue11298,Phone,40634,91.180000305,1
356,356,ClotherDeepPink33195,Clother,21572,47.700000763,1
357,357,JewelryGhostWhite43936,Jewelry,47580,28.840000153,1
358,358,StickerPaleGreen12706,Sticker,35326,22.329999924,1
359,359,LampMoccasin22592,Lamp,13259,95.349998474,1
360,360,PhoneBeige32764,Phone,32073,56.150001526,1
361,361,WatchHotPink49993,Watch,40172,18.36000061,1
362,362,ClotherDarkSalmon18246,Clother,22604,32.970001221,1
363,363,JewelryOrangeRed16384,Jewelry,25687,4.420000076,1
364,364,BikeLightGreen25069,Bike,54094,19.430000305,1
365,365,LampThistle14927,Lamp,13208,29.540000916,1
366,366,ClotherLightSlateGray22165,Clother,22748,25.799999237,1
367,367,ClotherLinen35349,Clother,40548,14.680000305,1
368,368,StickerOrange44302,Sticker,13969,56.509998322,1
369,369,LaptopIndianRed4366,Laptop,56017,11.699999809,1
370,370,BikeNavajoWhite41322,Bike,51552,24.930000305,1
371,371,JewelryAntiqueWhite18790,Jewelry,32372,30.530000687,1
372,372,ClotherBlack29698,Clother,19482,95.430000305,1
373,373,MattressDarkGoldenRod26977,Mattress,11770,40.400001526,1
374,374,BikeDarkGoldenRod35352,Bike,44224,49.930000305,1
375,375,StickerBlue16111,Sticker,44055,23.979999542,1
376,376,LampLightSteelBlue45550,Lamp,23388,0.01,1
377,377,BikeNavy9153,Bike,46949,64.339996338,1
378,378,StickerLightSkyBlue16020,Sticker,12375,29.329999924,1
379,379,WatchMediumPurple38322,Watch,44860,47.700000763,1
380,380,StickerMidnightBlue18164,Sticker,27604,66.949996948,1
381,381,WatchTan15704,Watch,20922,56.209999084,1
382,382,StickerGoldenRod34534,Sticker,33268,99.459999084,1
383,383,StickerTan40073,Sticker,12453,49.299999237,1
384,384,LaptopPaleGoldenRod14221,Laptop,39717,6.230000019,1
385,385,MattressSienna41829,Mattress,54535,15.550000191,1
386,386,StickerTomato39498,Sticker,16191,43.319999695,1
387,387,StickerChocolate30485,Sticker,44806,56.880001068,1
388,388,LaptopBlueViolet7894,Laptop,10181,26.549999237,1
389,389,MattressMoccasin11235,Mattress,48927,23.399999619,1
390,390,LaptopSalmon7097,Laptop,49594,10.539999962,1
391,391,PhonePaleGreen23562,Phone,19933,28.219999313,1
392,392,LaptopYellow12347,Laptop,25824,20.260000229,1
393,393,StickerDarkGray9164,Sticker,42472,27.399999619,1
394,394,LampAzure5517,Lamp,12046,39.740001678,1
395,395,JewelryLavenderBlush43161,Jewelry,48682,32.470001221,1
396,396,PhoneDarkSlateGray26782,Phone,24889,28.850000381,1
397,397,WatchPlum54161,Watch,52988,13.640000343,1
398,398,StickerLightSeaGreen39009,Sticker,41841,3.329999924,1
399,399,StickerHoneyDew54710,Sticker,19186,82.989997864,1
400,400,MattressSienna26230,Mattress,18853,87.269996643,1
401,401,StickerHoneyDew35559,Sticker,18740,51.369998932,1
402,402,LampBlanchedAlmond22800,Lamp,32108,83.660003662,1
403,403,ClotherPaleTurquoise7066,Clother,59848,1.940000057,1
404,404,StickerSeaGreen50859,Sticker,41146,4.610000134,1
405,405,MattressBeige35368,Mattress,43544,53.880001068,1
406,406,MattressDarkSeaGreen24305,Mattress,42221,51.830001831,1
407,407,MattressCrimson5482,Mattress,52414,81.620002747,1
408,408,ClotherLawnGreen12462,Clother,21561,2.299999952,1
409,409,PhoneSlateGray23770,Phone,28748,18.180000305,1
410,410,MattressLightCoral17190,Mattress,28468,39.970001221,1
411,411,JewelryOrchid43066,Jewelry,25724,45.479999542,1
412,412,PhonePaleVioletRed48804,Phone,42506,77.220001221,1
413,413,JewelryWheat55424,Jewelry,58325,14.859999657,1
414,414,StickerOrchid11055,Sticker,23061,25.149999619,1
415,415,WatchDarkMagenta42369,Watch,51513,34.470001221,1
416,416,MattressCoral49913,Mattress,25093,11.859999657,1
417,417,ClotherSienna487,Clother,51134,95.419998169,1
418,418,MattressCrimson14980,Mattress,55081,84.099998474,1
419,419,WatchSienna27491,Watch,34565,3.180000067,1
420,420,WatchDarkOliveGreen31221,Watch,24410,88.430000305,1
421,421,PhoneTurquoise27301,Phone,26909,17.600000381,1
422,422,MattressLightGray46135,Mattress,35439,81.430000305,1
423,423,LampChocolate31016,Lamp,30925,68.580001831,1
424,424,StickerRoyalBlue8768,Sticker,14133,65.879997253,1
425,425,LampOrchid4095,Lamp,36028,22.540000916,1
426,426,MattressMediumAquaMarine53110,Mattress,28471,7.610000134,1
427,427,BikeLightCoral47210,Bike,38885,64.169998169,1
428,428,JewelryMediumSpringGreen31460,Jewelry,29013,26.190000534,1
429,429,MattressBlanchedAlmond44134,Mattress,36959,10.220000267,1
430,430,LaptopPlum50399,Laptop,20132,37.799999237,1
431,431,JewelryBlueViolet45414,Jewelry,47982,1.960000038,1
432,432,JewelryDarkTurquoise19029,Jewelry,50040,36.380001068,1
433,433,WatchLightGoldenRodYellow23250,Watch,11126,0.200000003,1
434,434,WatchMediumOrchid11256,Watch,46143,74.720001221,1
435,435,StickerGainsboro31629,Sticker,25678,57.330001831,1
436,436,LaptopDarkViolet51672,Laptop,28672,18.239999771,1
437,437,MattressCyan32918,Mattress,59375,99.580001831,1
438,438,WatchDarkOliveGreen4412,Watch,54155,57.150001526,1
439,439,LaptopYellowGreen24193,Laptop,21544,72.660003662,1
440,440,MattressLightCyan56340,Mattress,27672,54.200000763,1
441,441,LampChocolate34544,Lamp,50338,66.199996948,1
442,442,JewelryGoldenRod11105,Jewelry,14297,51.130001068,1
443,443,MattressNavy29854,Mattress,50915,67.300003052,1
444,444,StickerDodgerBlue47613,Sticker,34133,44.830001831,1
445,445,PhoneLightSalmon14514,Phone,22327,98.989997864,1
446,446,MattressMintCream34153,Mattress,23783,61.810001373,1
447,447,ClotherBlue13869,Clother,12864,13.909999847,1
448,448,LampCoral28883,Lamp,37962,3.390000105,1
449,449,LampGoldenRod36094,Lamp,17911,52.740001678,1
