Order_ID,Product_ID,Customer_ID,Product_Values,General_Price,Tax,Total_Cost,Date_Order,Date_Ship,Date_due,Ship_Distance,Ship_Cost
20975,45469,18722,5216.0,430,521.6,6179.928000000001,2017-12-06,2017-12-12,2017-12-11,6768.389,129.368
7147,31674,63745,28498.0,266,2849.8,39933.136000000006,2017-04-28,2017-05-04,2017-05-01,2096.785,35.936
46305,1163,60901,7047.0,121,704.7,8171.536,2017-02-18,2017-02-24,2017-02-22,3674.325,67.486
53376,39254,89794,43496.0,291,4349.6,50463.348,2017-12-25,2017-12-31,2017-12-27,699.377,7.988
52391,31674,24321,28498.0,266,2849.8,32839.789000000004,2017-08-23,2017-08-29,2017-08-30,3654.467,67.089
18851,4821,67181,10879.0,250,1087.9,12963.204,2017-06-22,2017-06-23,2017-06-29,1159.71,17.194
52293,39081,38333,9531.0,356,953.1,11151.27,2017-05-30,2017-06-02,2017-06-05,0.0,0.0
15866,44950,78130,32165.0,51,3216.5,39905.993,2017-04-23,2017-04-25,2017-04-25,1369.65,21.393
53835,24560,22942,41261.0,12,4126.1,53676.328,2017-03-14,2017-03-14,2017-03-21,2151.418,37.028
43034,24915,14599,35891.0,22,3589.1,41277.171,2017-04-11,2017-04-16,2017-04-11,426.062,2.521
5886,45024,37425,26819.0,209,2681.9,37557.704,2017-09-21,2017-09-30,2017-09-22,855.19,11.104
9800,30108,20444,25814.0,57,2581.4,31235.2,2017-12-25,2017-12-25,2017-12-25,312.99,0.26
45830,28819,13692,22596.0,360,2259.6,26236.786,2017-12-25,2017-12-31,2018-01-02,1571.314,25.426
25643,4289,59783,39065.0,28,3906.5,48507.689,2017-11-22,2017-11-30,2017-11-28,3654.467,67.089
18063,33413,67257,6797.0,412,679.7,9088.983,2017-07-22,2017-07-31,2017-07-24,6147.135,116.943
55671,41307,44635,35163.0,123,3516.3,48217.848000000005,2017-03-25,2017-04-02,2017-04-01,2526.918,44.538
54084,26421,35741,47150.0,117,4715.0,55638.447,2017-06-12,2017-06-19,2017-06-15,372.347,1.447
29528,409,18722,1474.0,146,147.4,1761.313,2017-07-11,2017-07-19,2017-07-18,662.644,7.253
45889,12122,28012,32343.0,347,3234.3,43986.48,2017-12-23,2018-01-01,2017-12-27,0.0,0.0
5398,28683,91711,32781.0,67,3278.1,37733.174,2017-05-06,2017-05-13,2017-05-07,2051.176,35.024
31879,38725,40207,29446.0,487,2944.6,39768.284,2017-08-16,2017-08-23,2017-08-20,1109.209,16.184
55383,11624,66475,17807.0,75,1780.7,23472.800000000003,2017-03-15,2017-03-17,2017-03-15,7581.502,145.63
47938,18327,59783,44327.0,173,4432.7,57687.567,2017-04-16,2017-04-17,2017-04-24,3423.343,62.467
14448,35925,67257,13499.0,404,1349.9,19015.543,2017-05-25,2017-06-03,2017-05-27,6147.135,116.943
21793,22770,75015,26209.0,127,2620.9,35947.094000000005,2017-06-15,2017-06-24,2017-06-15,2338.214,40.764
6593,3848,89794,779.0,64,77.9,1076.7420000000002,2017-11-01,2017-11-02,2017-11-09,1944.095,32.882
14337,1130,59783,46068.0,68,4606.8,56726.107,2017-01-18,2017-01-27,2017-01-24,3423.343,62.467
41563,53926,10243,50451.0,491,5045.1,66747.444,2017-12-20,2017-12-26,2017-12-27,7906.216,152.124
44603,10034,95806,44996.0,7,4499.6,59863.992,2017-01-29,2017-01-29,2017-01-30,1265.614,19.312
41615,55745,88163,39911.0,363,3991.1,51202.739,2017-03-15,2017-03-22,2017-03-21,6132.963,116.659
7844,51886,78687,25812.0,143,2581.2,34889.305,2017-06-01,2017-06-02,2017-06-05,2455.243,43.105
54646,24022,54738,19839.0,406,1983.9,24818.614,2017-02-15,2017-02-15,2017-02-22,1293.188,19.864
1417,49012,54738,39830.0,141,3983.0,45922.184,2017-03-17,2017-03-19,2017-03-25,6184.222,117.684
8119,39008,63597,15257.0,155,1525.7,17590.107,2017-07-06,2017-07-08,2017-07-14,2527.834,44.557
52477,8105,91711,21209.0,58,2120.9,25273.734000000004,2017-01-24,2017-02-01,2017-01-24,2051.176,35.024
35667,38925,40613,28188.0,309,2818.8,35545.94300000001,2017-06-15,2017-06-22,2017-06-16,1753.165,29.063
54781,30108,67181,25814.0,57,2581.4,33833.534,2017-04-11,2017-04-11,2017-04-13,1159.71,17.194
4716,31499,30361,31069.0,333,3106.9,37083.676,2017-09-09,2017-09-12,2017-09-13,5878.31,111.566
28578,50581,93085,40709.0,135,4070.9,57022.72,2017-03-12,2017-03-12,2017-03-18,1805.992,30.12
30613,26583,78130,25000.0,308,2500.0,32294.538,2017-01-16,2017-01-23,2017-01-17,2526.918,44.538
45830,12462,24683,5366.0,463,536.6,7213.983,2017-06-01,2017-06-03,2017-06-04,1477.147,23.543
23498,39254,25608,43496.0,291,4349.6,57966.339,2017-12-18,2017-12-26,2017-12-23,6132.963,116.659
54940,19279,14209,4127.0,436,412.7,5739.909,2017-12-17,2017-12-23,2017-12-19,4595.966,85.919
45724,52326,11787,17960.0,117,1796.0,24664.605,2017-09-19,2017-09-21,2017-09-28,3270.274,59.405
3804,39254,61163,43496.0,291,4349.6,54389.312,2017-11-03,2017-11-11,2017-11-04,1265.614,19.312
55405,3848,78130,779.0,64,77.9,1071.958,2017-03-04,2017-03-08,2017-03-10,6768.389,129.368
16429,31481,15773,38472.0,166,3847.2,49245.607,2017-02-15,2017-02-22,2017-02-20,372.347,1.447
43621,22770,38333,26209.0,127,2620.9,31712.890000000003,2017-03-09,2017-03-09,2017-03-14,0.0,0.0
44648,3848,30361,779.0,64,77.9,965.491,2017-06-09,2017-06-15,2017-06-15,1834.548,30.691
20410,16567,91714,26851.0,22,2685.1,33362.199,2017-09-10,2017-09-14,2017-09-14,3647.945,66.959
54896,13004,30933,1618.0,153,161.8,2176.355,2017-09-13,2017-09-16,2017-09-14,3947.728,72.955
36739,55441,78027,31875.0,285,3187.5,44140.311,2017-09-26,2017-09-26,2017-10-01,7940.544,152.811
48599,25530,28012,42308.0,201,4230.8,50490.023,2017-01-31,2017-02-04,2017-02-08,7475.136,143.503
2994,53111,75489,12222.0,204,1222.2,15188.327,2017-07-31,2017-08-03,2017-08-01,1952.345,33.047
15737,29247,36892,36733.0,451,3673.3,47036.84700000001,2017-10-23,2017-10-28,2017-10-27,1230.327,18.607
39985,26583,19844,25000.0,308,2500.0,35044.437,2017-04-22,2017-04-30,2017-04-26,2521.847,44.437
38684,46581,63745,1692.0,58,169.2,2131.122,2017-12-13,2017-12-20,2017-12-20,3644.096,66.882
8673,25409,89712,46083.0,34,4608.3,59495.309,2017-10-05,2017-10-08,2017-10-09,2711.971,48.239
49052,21098,76377,4200.0,187,420.0,5105.543,2017-06-10,2017-06-17,2017-06-10,1477.147,23.543
99,51886,23264,25812.0,143,2581.2,32523.477,2017-08-19,2017-08-21,2017-08-27,317.856,0.357
21915,18484,54738,13044.0,369,1304.4,17121.418999999998,2017-03-04,2017-03-06,2017-03-06,1988.936,33.779
41772,31686,78027,11963.0,147,1196.3,16183.231,2017-06-24,2017-06-28,2017-07-02,7940.544,152.811
44156,45544,30361,22321.0,156,2232.1,26815.891,2017-08-09,2017-08-14,2017-08-09,1834.548,30.691
26362,19306,98262,13001.0,195,1300.1,17729.599000000002,2017-12-05,2017-12-13,2017-12-11,2711.971,48.239
27408,21126,21238,1018.0,365,101.8,1226.171,2017-10-27,2017-11-04,2017-11-04,2055.54,35.111
3065,14150,93085,46716.0,351,4671.6,63600.849,2017-03-06,2017-03-11,2017-03-06,3654.467,67.089
16988,38495,61163,26379.0,418,2637.9,30875.673,2017-09-30,2017-10-01,2017-10-05,912.141,12.243
34575,21098,14599,4200.0,187,420.0,5446.868,2017-12-10,2017-12-15,2017-12-16,3843.419,70.868
39582,25070,41528,30512.0,69,3051.2,36955.678,2017-10-21,2017-10-21,2017-10-21,2107.88,36.158
32412,31686,93085,11963.0,147,1196.3,16212.517,2017-05-07,2017-05-10,2017-05-12,3423.343,62.467
3267,46090,89794,10306.0,80,1030.6,13226.791,2017-11-11,2017-11-20,2017-11-20,2055.54,35.111
27206,19430,91714,11919.0,336,1191.9,15158.049,2017-03-15,2017-03-21,2017-03-22,1345.931,20.919
5470,53926,21238,50451.0,491,5045.1,58558.27099999999,2017-11-22,2017-11-30,2017-11-23,2055.54,35.111
965,53926,94329,50451.0,491,5045.1,60162.086,2017-06-06,2017-06-14,2017-06-11,6569.818,125.396
20720,17568,15773,25820.0,267,2582.0,35951.771,2017-01-02,2017-01-04,2017-01-02,3398.575,61.971
47010,19306,75971,13001.0,195,1300.1,17178.969999999998,2017-10-21,2017-10-21,2017-10-30,7683.016,147.66
44286,8105,37978,21209.0,58,2120.9,27594.529,2017-07-25,2017-08-01,2017-07-26,1441.44,22.829
12481,24653,95315,1765.0,347,176.5,2610.117,2017-02-16,2017-02-23,2017-02-23,7255.867,139.117
13009,3368,57726,38678.0,426,3867.8,49133.41,2017-12-06,2017-12-09,2017-12-09,917.504,12.35
45124,3250,90987,44495.0,139,4449.5,55317.304,2017-03-12,2017-03-13,2017-03-17,7475.204,143.504
55963,47454,40207,20678.0,460,2067.8,27104.364,2017-12-25,2017-12-29,2018-01-01,1109.209,16.184
5331,13709,48713,30001.0,35,3000.1,36976.906,2017-01-09,2017-01-12,2017-01-14,4083.792,75.676
52417,22770,42763,26209.0,127,2620.9,31714.337000000003,2017-11-04,2017-11-05,2017-11-07,372.347,1.447
8743,6949,72655,2164.0,190,216.4,2684.618,2017-09-11,2017-09-17,2017-09-20,2526.918,44.538
42649,18599,11937,6524.0,378,652.4,7734.478,2017-09-08,2017-09-12,2017-09-09,2107.88,36.158
10121,20642,98262,9998.0,477,999.8,11899.058,2017-04-19,2017-04-19,2017-04-19,371.899,1.438
2664,38344,16193,7041.0,142,704.1,9145.502,2017-03-21,2017-03-29,2017-03-24,3430.597,62.612
36592,1758,60901,17325.0,339,1732.5,22766.618,2017-05-03,2017-05-07,2017-05-09,3843.419,70.868
55668,38725,92961,29446.0,487,2944.6,40706.139,2017-01-17,2017-01-26,2017-01-25,3832.946,70.659
39819,22414,68828,28542.0,360,2854.2,34250.4,2017-09-12,2017-09-18,2017-09-20,125.49,0.0
42214,48643,14599,12302.0,300,1230.2,16402.424,2017-12-17,2017-12-22,2017-12-24,2338.214,40.764
28537,1130,17985,46068.0,68,4606.8,64070.47900000001,2017-05-25,2017-05-31,2017-05-27,2097.961,35.959
13621,1532,59783,38943.0,271,3894.3,50773.560000000005,2017-05-26,2017-06-02,2017-05-29,7683.016,147.66
583,28390,91667,7335.0,359,733.5,9233.599,2017-02-23,2017-02-24,2017-02-26,3542.427,64.849
21850,26583,56073,25000.0,308,2500.0,31549.717,2017-05-12,2017-05-21,2017-05-16,2785.847,49.717
47087,13709,62153,30001.0,35,3000.1,37245.778,2017-02-06,2017-02-10,2017-02-15,2526.918,44.538
40667,28683,54678,32781.0,67,3278.1,39375.822,2017-01-14,2017-01-14,2017-01-17,2231.085,38.622
10738,11558,90562,21915.0,5,2191.5,28301.041,2017-02-28,2017-03-07,2017-03-03,1834.548,30.691
23652,55468,23091,20550.0,368,2055.0,24292.072,2017-06-03,2017-06-09,2017-06-04,2453.618,43.072
19228,12357,20444,32338.0,21,3233.8,37223.724,2017-02-14,2017-02-19,2017-02-22,2051.176,35.024
15709,20642,66475,9998.0,477,999.8,11911.784,2017-12-29,2017-12-29,2018-01-01,1008.211,14.164
11769,1163,11787,7047.0,121,704.7,8183.396000000001,2017-11-29,2017-12-05,2017-12-07,4267.309,79.346
4644,55045,67181,9630.0,452,963.0,12535.187,2017-04-28,2017-05-02,2017-05-01,1109.351,16.187
19610,6298,49036,17154.0,433,1715.4,20010.206,2017-06-11,2017-06-12,2017-06-12,5878.31,111.566
36754,28390,75971,7335.0,359,733.5,10123.26,2017-12-19,2017-12-24,2017-12-24,7683.016,147.66
22090,12316,91667,8322.0,479,832.2,11615.819,2017-11-23,2017-12-02,2017-12-02,2711.971,48.239
22521,354,23264,14848.0,118,1484.8,19943.281,2017-02-18,2017-02-23,2017-02-19,2648.066,46.961
45848,12574,23091,27533.0,368,2753.3,33167.29,2017-07-13,2017-07-18,2017-07-13,6684.522,127.69
19785,54037,66475,33353.0,91,3335.3,46506.3,2017-05-11,2017-05-19,2017-05-19,7581.502,145.63
10201,46763,90562,31382.0,288,3138.2,38397.60599999999,2017-12-24,2017-12-26,2017-12-31,5878.31,111.566
36994,12460,67181,45989.0,84,4598.9,53415.118,2017-05-26,2017-06-04,2017-06-02,3693.901,67.878
5696,42712,30361,30259.0,55,3025.9,41786.483,2017-01-26,2017-02-04,2017-01-27,1753.165,29.063
12978,53926,56240,50451.0,491,5045.1,62566.493,2017-10-19,2017-10-21,2017-10-19,662.644,7.253
25219,53926,75489,50451.0,491,5045.1,59532.18,2017-01-04,2017-01-05,2017-01-08,125.49,0.0
36469,354,88163,14848.0,118,1484.8,20903.859,2017-07-21,2017-07-24,2017-07-26,6132.963,116.659
32022,18085,23264,5075.0,274,507.5,6964.789,2017-11-03,2017-11-10,2017-11-11,3439.462,62.789
44518,45702,68828,49288.0,468,4928.8,62180.77100000001,2017-03-26,2017-03-31,2017-03-27,4194.571,77.891
24138,11624,75015,17807.0,75,1780.7,22844.136,2017-03-27,2017-03-30,2017-04-03,2858.793,51.176
50928,38495,95806,26379.0,418,2637.9,31978.045,2017-03-06,2017-03-11,2017-03-08,3272.754,59.455
23495,33413,13692,6797.0,412,679.7,9473.256,2017-02-14,2017-02-14,2017-02-23,1571.314,25.426
56595,26458,75015,46292.0,199,4629.2,53699.914,2017-11-28,2017-12-06,2017-11-28,359.688,1.194
34459,24653,48713,1765.0,347,176.5,2387.172,2017-06-25,2017-07-04,2017-07-03,6698.604,127.972
13217,42712,76377,30259.0,55,3025.9,37043.849,2017-02-16,2017-02-22,2017-02-20,6693.46,127.869
16808,11853,30288,13391.0,217,1339.1,16373.38,2017-03-22,2017-03-29,2017-03-22,2117.991,36.36
52260,38010,92961,46781.0,193,4678.1,57140.385,2017-03-25,2017-04-01,2017-03-26,3678.233,67.565
6857,46857,49036,1845.0,185,184.5,2553.871,2017-03-18,2017-03-23,2017-03-22,1611.044,26.221
23700,25989,20444,22243.0,193,2224.3,28492.176,2017-08-01,2017-08-02,2017-08-02,1356.777,21.136
39075,55206,88298,8594.0,171,859.4,11133.331,2017-07-09,2017-07-10,2017-07-15,2653.57,47.071
26601,36963,40613,38428.0,413,3842.8,51989.366,2017-09-05,2017-09-13,2017-09-10,5878.31,111.566
34159,46763,88275,31382.0,288,3138.2,41172.391,2017-07-12,2017-07-20,2017-07-15,3398.575,61.971
54626,46090,40613,10306.0,80,1030.6,12396.263,2017-07-13,2017-07-19,2017-07-20,1753.165,29.063
43913,1130,10243,46068.0,68,4606.8,62673.47,2017-12-06,2017-12-08,2017-12-12,1349.487,20.99
39961,25989,30288,22243.0,193,2224.3,29605.566,2017-12-28,2017-12-30,2017-12-28,1418.791,22.376
22296,39128,94329,19858.0,31,1985.8,24749.316,2017-10-02,2017-10-11,2017-10-05,6569.818,125.396
53616,30388,94307,44141.0,167,4414.1,60621.491,2017-05-05,2017-05-05,2017-05-11,7716.035,148.321
9723,15056,90677,27413.0,392,2741.3,34317.426,2017-12-06,2017-12-09,2017-12-13,2858.793,51.176
51391,53212,69062,1337.0,212,133.7,1709.094,2017-03-02,2017-03-06,2017-03-09,855.19,11.104
19292,54037,66475,33353.0,91,3335.3,45374.244,2017-10-06,2017-10-14,2017-10-15,1008.211,14.164
30830,34806,60901,35748.0,69,3574.8,41826.35400000001,2017-01-26,2017-02-04,2017-01-27,359.688,1.194
33851,9944,36892,7289.0,255,728.9,9424.203,2017-12-04,2017-12-04,2017-12-04,1369.65,21.393
14751,56503,89712,629.0,356,62.9,882.038,2017-02-20,2017-02-20,2017-02-23,371.899,1.438
1001,54037,93085,33353.0,91,3335.3,41039.318,2017-10-22,2017-10-27,2017-10-26,1056.386,15.128
56485,12462,55116,5366.0,463,536.6,7480.936000000001,2017-03-04,2017-03-13,2017-03-05,1409.787,22.196
42997,54037,22942,33353.0,91,3335.3,45094.533,2017-06-28,2017-07-02,2017-07-04,3699.126,67.983
25049,46763,90677,31382.0,288,3138.2,36443.884,2017-12-16,2017-12-22,2017-12-22,2338.214,40.764
2203,47657,25608,42739.0,286,4273.9,55168.421,2017-08-11,2017-08-12,2017-08-19,2055.54,35.111
52045,3368,59783,38678.0,426,3867.8,50296.528,2017-11-09,2017-11-15,2017-11-18,1056.386,15.128
39330,34216,60901,10148.0,243,1014.8,12381.754,2017-01-30,2017-02-08,2017-02-04,359.688,1.194
49454,1758,90562,17325.0,339,1732.5,20281.354,2017-03-22,2017-03-25,2017-03-28,855.19,11.104
39230,12641,69180,30018.0,5,3001.8,41797.04,2017-06-12,2017-06-17,2017-06-21,3900.999,72.02
25465,28705,25608,16813.0,272,1681.3,20848.12,2017-08-24,2017-08-31,2017-08-26,0.0,0.0
55791,46192,91667,38670.0,431,3867.0,45292.139,2017-12-02,2017-12-11,2017-12-02,2711.971,48.239
43056,28823,19844,15290.0,33,1529.0,18869.312,2017-12-10,2017-12-10,2017-12-18,3430.597,62.612
11925,45125,21225,39428.0,3,3942.8,51275.606,2017-04-28,2017-05-04,2017-05-04,1260.306,19.206
16676,14767,85771,19154.0,399,1915.4,26844.663,2017-05-10,2017-05-10,2017-05-15,1753.165,29.063
56353,15501,61163,44126.0,446,4412.6,54728.483,2017-04-12,2017-04-15,2017-04-21,912.141,12.243
26743,49215,72655,33558.0,235,3355.8,45688.597,2017-05-30,2017-06-08,2017-06-03,2785.847,49.717
4080,55441,63597,31875.0,285,3187.5,42115.074,2017-03-05,2017-03-12,2017-03-06,2303.678,40.074
15659,19306,56240,13001.0,195,1300.1,15210.528,2017-04-22,2017-04-30,2017-04-26,6768.389,129.368
3639,55787,60901,48084.0,290,4808.4,60175.868,2017-01-14,2017-01-19,2017-01-19,3843.419,70.868
9234,38344,20444,7041.0,142,704.1,8978.228,2017-07-11,2017-07-18,2017-07-19,2107.88,36.158
5349,26458,88298,46292.0,199,4629.2,59848.509,2017-09-19,2017-09-27,2017-09-20,6891.451,131.829
53103,2595,37425,22574.0,376,2257.4,26071.666,2017-05-18,2017-05-22,2017-05-18,5878.31,111.566
40093,1163,21229,7047.0,121,704.7,9758.639,2017-07-01,2017-07-05,2017-07-06,1988.936,33.779
3082,31686,93085,11963.0,147,1196.3,16571.407,2017-02-09,2017-02-14,2017-02-18,3423.343,62.467
9920,25989,90677,22243.0,193,2224.3,28473.561,2017-01-08,2017-01-08,2017-01-15,426.062,2.521
40461,46763,21238,31382.0,288,3138.2,38716.519,2017-02-21,2017-02-28,2017-02-24,6132.963,116.659
6900,30398,95937,32610.0,387,3261.0,44495.23,2017-09-29,2017-10-05,2017-10-06,7581.502,145.63
22719,30398,75015,32610.0,387,3261.0,39134.521,2017-03-17,2017-03-21,2017-03-26,426.062,2.521
50883,14150,71444,46716.0,351,4671.6,54190.56,2017-10-29,2017-11-03,2017-10-30,267.802,0.0
3942,28501,54714,39148.0,247,3914.8,46708.884000000005,2017-08-25,2017-09-02,2017-08-30,6438.202,122.764
40260,28921,38333,47777.0,141,4777.7,61644.71799999999,2017-09-03,2017-09-07,2017-09-10,919.42,12.388
8147,6949,11787,2164.0,190,216.4,2793.007,2017-09-23,2017-10-01,2017-09-30,372.347,1.447
19423,6298,62446,17154.0,433,1715.4,21099.42,2017-11-03,2017-11-04,2017-11-07,0.0,0.0
52385,1532,89712,38943.0,271,3894.3,45247.85400000001,2017-04-25,2017-05-04,2017-05-03,3998.721,73.974
53100,45125,63597,39428.0,3,3942.8,49680.215,2017-02-17,2017-02-23,2017-02-26,346.74,0.935
12394,31499,31726,31069.0,333,3106.9,39609.192,2017-01-15,2017-01-24,2017-01-19,7878.098,151.562
29135,1758,49036,17325.0,339,1732.5,22706.854,2017-05-25,2017-06-03,2017-05-27,855.19,11.104
29849,48643,36892,12302.0,300,1230.2,14191.838000000002,2017-05-19,2017-05-28,2017-05-26,2526.918,44.538
4937,31674,37425,28498.0,266,2849.8,37358.601,2017-01-18,2017-01-18,2017-01-23,1611.044,26.221
16736,26458,67181,46292.0,199,4629.2,58858.71799999999,2017-12-16,2017-12-16,2017-12-22,3693.901,67.878
43680,47657,36892,42739.0,286,4273.9,53858.393,2017-08-10,2017-08-16,2017-08-12,662.644,7.253
15050,30108,87471,25814.0,57,2581.4,30479.521,2017-02-06,2017-02-15,2017-02-15,1250.066,19.001
41119,54894,10243,20245.0,2,2024.5,26795.652,2017-10-30,2017-11-05,2017-11-07,3912.594,72.252
34321,47657,13692,42739.0,286,4273.9,50440.327000000005,2017-06-13,2017-06-19,2017-06-16,715.37,8.307
7434,48643,91711,12302.0,300,1230.2,14879.343,2017-02-26,2017-03-03,2017-03-04,6147.135,116.943
27659,22770,67181,26209.0,127,2620.9,30208.228000000003,2017-12-25,2017-12-26,2017-12-26,3693.901,67.878
27239,28819,95806,22596.0,360,2259.6,31467.895,2017-01-25,2017-01-26,2017-01-30,3272.754,59.455
50712,37859,21238,25319.0,212,2531.9,29897.286000000004,2017-03-02,2017-03-10,2017-03-02,1343.284,20.866
51861,44950,54714,32165.0,51,3216.5,44510.464,2017-06-23,2017-06-28,2017-07-01,6438.202,122.764
27329,12462,52069,5366.0,463,536.6,6892.9890000000005,2017-01-12,2017-01-18,2017-01-15,6891.451,131.829
47352,42712,25608,30259.0,55,3025.9,40579.942,2017-04-09,2017-04-09,2017-04-13,1944.095,32.882
4609,16567,17985,26851.0,22,2685.1,34175.806,2017-02-17,2017-02-21,2017-02-25,4051.776,75.036
1925,46857,62153,1845.0,185,184.5,2235.393,2017-05-15,2017-05-19,2017-05-17,1369.65,21.393
653,48643,90445,12302.0,300,1230.2,15143.848000000002,2017-11-19,2017-11-21,2017-11-28,919.42,12.388
23973,37859,37978,25319.0,212,2531.9,34709.487,2017-01-28,2017-02-04,2017-01-29,1422.836,22.457
13630,24470,51568,24560.0,212,2456.0,31232.364,2017-01-02,2017-01-04,2017-01-09,2358.187,41.164
44155,48690,71444,43397.0,2,4339.7,53378.31,2017-10-12,2017-10-13,2017-10-21,267.802,0.0
470,56503,25608,629.0,356,62.9,808.781,2017-04-24,2017-04-28,2017-05-02,2055.54,35.111
1615,21126,22940,1018.0,365,101.8,1427.279,2017-12-29,2018-01-05,2017-12-31,1421.973,22.439
56306,8856,61163,11581.0,354,1158.1,14767.325,2017-02-25,2017-02-27,2017-03-02,3272.754,59.455
7365,53926,13692,50451.0,491,5045.1,65611.72600000001,2017-07-05,2017-07-09,2017-07-13,1571.314,25.426
16922,13568,72655,37925.0,489,3792.5,50489.967,2017-02-20,2017-02-20,2017-02-22,2785.847,49.717
23739,28823,54714,15290.0,33,1529.0,18351.218,2017-05-11,2017-05-16,2017-05-14,460.899,3.218
19421,22414,85771,28542.0,360,2854.2,36930.746,2017-12-30,2018-01-05,2018-01-06,5878.31,111.566
21429,34216,87471,10148.0,243,1014.8,13414.361,2017-03-13,2017-03-20,2017-03-13,1250.066,19.001
6722,13920,90562,1840.0,249,184.0,2384.263,2017-07-27,2017-08-03,2017-07-30,1753.165,29.063
10250,39128,54738,19858.0,31,1985.8,24461.448,2017-05-27,2017-05-28,2017-05-28,2105.394,36.108
52716,15124,30288,47956.0,197,4795.6,65767.004,2017-03-28,2017-03-31,2017-04-03,3664.216,67.284
15914,42712,66475,30259.0,55,3025.9,39667.411,2017-04-02,2017-04-11,2017-04-04,1706.073,28.121
19074,7497,56240,31944.0,467,3194.4,38696.778,2017-05-25,2017-05-30,2017-06-02,2526.918,44.538
3031,39452,66475,41774.0,138,4177.4,51813.924,2017-12-01,2017-12-02,2017-12-08,1008.211,14.164
1346,25409,22900,46083.0,34,4608.3,53931.274,2017-06-02,2017-06-02,2017-06-10,1008.211,14.164
4797,18327,90445,44327.0,173,4432.7,53204.78799999999,2017-02-21,2017-02-26,2017-02-24,919.42,12.388
36095,46763,23264,31382.0,288,3138.2,43307.517,2017-06-11,2017-06-19,2017-06-12,317.856,0.357
38736,38925,11937,28188.0,309,2818.8,38935.598000000005,2017-06-13,2017-06-16,2017-06-20,2107.88,36.158
23236,31753,38333,21227.0,253,2122.7,28799.953,2017-02-02,2017-02-05,2017-02-07,7475.136,143.503
41469,22770,22900,26209.0,127,2620.9,32644.79,2017-05-24,2017-05-31,2017-05-30,7581.502,145.63
3791,45702,19844,49288.0,468,4928.8,63620.14200000001,2017-05-27,2017-05-31,2017-05-27,2231.085,38.622
27343,33069,68828,28034.0,486,2803.4,36163.86,2017-10-10,2017-10-13,2017-10-15,277.355,0.0
13368,37388,28012,29454.0,355,2945.4,33884.488,2017-05-25,2017-05-28,2017-05-30,919.42,12.388
5967,39452,95315,41774.0,138,4177.4,50983.592,2017-03-14,2017-03-23,2017-03-15,1265.614,19.312
18151,38344,76377,7041.0,142,704.1,9413.176,2017-02-13,2017-02-19,2017-02-20,2732.324,48.646
45101,31686,76377,11963.0,147,1196.3,14853.326,2017-03-01,2017-03-10,2017-03-09,1260.306,19.206
29239,24470,30361,24560.0,212,2456.0,32917.966,2017-12-27,2017-12-31,2017-12-29,678.277,7.566
50308,52840,68828,12803.0,434,1280.3,14979.509999999998,2017-06-13,2017-06-18,2017-06-15,277.355,0.0
