Order_ID,Product_ID,Customer_ID,Product_Values,General_Price,Tax,Total_Cost,Date_Order,Date_Ship,Date_due,Ship_Distance,Ship_Cost
55405,27831,61163,19383.0,269,1938.3,23269.901,2017-03-04,2017-03-08,2017-03-10,815.038,10.301
16429,24013,19844,13988.0,433,1398.8,18530.799,2017-02-15,2017-02-22,2017-02-20,3631.975,66.639
43621,12492,90987,48527.0,92,4852.7,59707.551,2017-03-09,2017-03-09,2017-03-14,1267.073,19.341
44648,11624,69180,17807.0,75,1780.7,24399.483,2017-06-09,2017-06-15,2017-06-15,494.628,3.893
20410,12462,16193,5366.0,463,536.6,7300.898,2017-09-10,2017-09-14,2017-09-14,456.907,3.138
54896,27831,31726,19383.0,269,1938.3,23456.032,2017-09-13,2017-09-16,2017-09-14,430.078,2.602
36739,22414,67257,28542.0,360,2854.2,36267.681,2017-09-26,2017-09-26,2017-10-01,1267.073,19.341
48599,48740,11937,44418.0,163,4441.8,58648.246,2017-01-31,2017-02-04,2017-02-08,1124.296,16.486
2994,44983,24683,15572.0,229,1557.2,18378.026,2017-07-31,2017-08-03,2017-08-01,453.285,3.066
15737,4821,92961,10879.0,250,1087.9,15158.128,2017-10-23,2017-10-28,2017-10-27,2115.904,36.318
39985,53212,30306,1337.0,212,133.7,1896.769,2017-04-22,2017-04-30,2017-04-26,2885.464,51.709
38684,25530,72655,42308.0,201,4230.8,56291.602,2017-12-13,2017-12-20,2017-12-20,1398.076,21.962
8673,43890,52069,30339.0,225,3033.9,41264.933,2017-10-05,2017-10-08,2017-10-09,494.628,3.893
49052,30398,90445,32610.0,387,3261.0,40448.979,2017-06-10,2017-06-17,2017-06-10,928.938,12.579
99,12462,25608,5366.0,463,536.6,7365.584,2017-08-19,2017-08-21,2017-08-27,1008.211,14.164
21915,11558,22940,21915.0,5,2191.5,27434.932,2017-03-04,2017-03-06,2017-03-06,2359.118,41.182
41772,50581,44635,40709.0,135,4070.9,53346.609,2017-06-24,2017-06-28,2017-07-02,1190.954,17.819
44156,37615,88163,27166.0,390,2716.6,37245.76,2017-08-09,2017-08-14,2017-08-09,1717.006,28.34
26362,54037,95806,33353.0,91,3335.3,39702.68,2017-12-05,2017-12-13,2017-12-11,930.489,12.61
27408,19279,49036,4127.0,436,412.7,4780.863,2017-10-27,2017-11-04,2017-11-04,2040.659,34.813
3065,25070,14209,30512.0,69,3051.2,35404.152,2017-03-06,2017-03-11,2017-03-06,811.606,10.232
16988,47657,75489,42739.0,286,4273.9,55154.403000000006,2017-09-30,2017-10-01,2017-10-05,1354.652,21.093
34575,23790,11937,43027.0,302,4302.7,55106.423,2017-12-10,2017-12-15,2017-12-16,1893.167,31.863
39582,12595,67181,32941.0,441,3294.1,37882.15,2017-10-21,2017-10-21,2017-10-21,134.245,0.0
32412,39081,35741,9531.0,356,953.1,12869.177,2017-05-07,2017-05-10,2017-05-12,416.339,2.327
3267,11624,94307,17807.0,75,1780.7,21212.118,2017-11-11,2017-11-20,2017-11-20,1389.41,21.788
27206,12357,40613,32338.0,21,3233.8,38537.454,2017-03-15,2017-03-21,2017-03-22,3061.684,55.234
5470,12543,37978,34378.0,475,3437.8,42347.453,2017-11-22,2017-11-30,2017-11-23,3425.663,62.513
965,168,20374,43516.0,33,4351.6,59616.92,2017-06-06,2017-06-14,2017-06-11,0.0,0.0
20720,31782,18722,16043.0,474,1604.3,19252.978,2017-01-02,2017-01-04,2017-01-02,368.896,1.378
47010,48643,95315,12302.0,300,1230.2,15873.245,2017-10-21,2017-10-21,2017-10-30,483.255,3.665
44286,52326,36892,17960.0,117,1796.0,24630.052,2017-07-25,2017-08-01,2017-07-26,1542.59,24.852
12481,18484,56073,13044.0,369,1304.4,16834.658000000003,2017-02-16,2017-02-23,2017-02-23,694.895,7.898
13009,12543,63745,34378.0,475,3437.8,46756.839,2017-12-06,2017-12-09,2017-12-09,437.971,2.759
45124,22716,30361,27860.0,408,2786.0,34609.778,2017-03-12,2017-03-13,2017-03-17,3468.89,63.378
55963,30108,54714,25814.0,57,2581.4,33575.032,2017-12-25,2017-12-29,2018-01-01,1141.607,16.832
5331,18484,88298,13044.0,369,1304.4,16605.563000000002,2017-01-09,2017-01-12,2017-01-14,2284.17,39.683
52417,12641,90562,30018.0,5,3001.8,34824.018000000004,2017-11-04,2017-11-05,2017-11-07,456.907,3.138
8743,46090,78130,10306.0,80,1030.6,12375.098,2017-09-11,2017-09-17,2017-09-20,694.895,7.898
42649,39254,56240,43496.0,291,4349.6,60024.48,2017-09-08,2017-09-12,2017-09-09,40.215,0.0
10121,409,36892,1474.0,146,147.4,1749.4320000000002,2017-04-19,2017-04-19,2017-04-19,1542.59,24.852
2664,12460,76377,45989.0,84,4598.9,64397.179,2017-03-21,2017-03-29,2017-03-24,928.938,12.579
36592,16567,55116,26851.0,22,2685.1,37054.38,2017-05-03,2017-05-07,2017-05-09,104.168,0.0
55668,38925,94307,28188.0,309,2818.8,35807.699,2017-01-17,2017-01-26,2017-01-25,746.945,8.939
39819,12492,30288,48527.0,92,4852.7,55806.05,2017-09-12,2017-09-18,2017-09-20,259.997,0.0
42214,33069,37978,28034.0,486,2803.4,38469.093,2017-12-17,2017-12-22,2017-12-24,3425.663,62.513
28537,50713,48713,36438.0,400,3643.8,49930.27300000001,2017-05-25,2017-05-31,2017-05-27,810.637,10.213
13621,36963,14209,38428.0,413,3842.8,53809.43200000001,2017-05-26,2017-06-02,2017-05-29,811.606,10.232
583,18327,57726,44327.0,173,4432.7,55006.662,2017-02-23,2017-02-24,2017-02-26,2359.118,41.182
21850,56503,75971,629.0,356,62.9,893.7230000000001,2017-05-12,2017-05-21,2017-05-16,956.175,13.123
47087,18085,11787,5075.0,274,507.5,6043.514,2017-02-06,2017-02-10,2017-02-15,513.194,4.264
40667,15480,30288,6546.0,337,654.6,7544.699,2017-01-14,2017-01-14,2017-01-17,1139.948,16.799
10738,13709,20374,30001.0,35,3000.1,37256.474,2017-02-28,2017-03-07,2017-03-03,3061.684,55.234
23652,15056,75489,27413.0,392,2741.3,38130.098,2017-06-03,2017-06-09,2017-06-04,1601.389,26.028
19228,2595,68965,22574.0,376,2257.4,30044.513000000003,2017-02-14,2017-02-19,2017-02-22,1354.652,21.093
15709,13568,37978,37925.0,489,3792.5,45906.102,2017-12-29,2017-12-29,2018-01-01,1142.58,16.852
11769,54519,42763,7344.0,100,734.4,9844.909,2017-11-29,2017-12-05,2017-12-07,497.465,3.949
4644,14841,56073,1560.0,36,156.0,2090.389,2017-04-28,2017-05-02,2017-05-01,1859.459,31.189
19610,12574,94307,27533.0,368,2753.3,33317.055,2017-06-11,2017-06-12,2017-06-12,406.262,2.125
36754,18488,87471,5211.0,395,521.1,6835.349000000001,2017-12-19,2017-12-24,2017-12-24,746.945,8.939
22090,13920,15773,1840.0,249,184.0,2364.004,2017-11-23,2017-12-02,2017-12-02,740.188,8.804
22521,1163,17735,7047.0,121,704.7,9379.891,2017-02-18,2017-02-23,2017-02-19,7716.035,148.321
45848,6298,62446,17154.0,433,1715.4,21482.036,2017-07-13,2017-07-18,2017-07-13,2276.823,39.536
19785,18599,75971,6524.0,378,652.4,8195.423,2017-05-11,2017-05-19,2017-05-19,2321.151,40.423
10201,24470,94329,24560.0,212,2456.0,30502.164,2017-12-24,2017-12-26,2017-12-31,2688.211,47.764
36994,23946,41528,2721.0,167,272.1,3360.75,2017-05-26,2017-06-04,2017-06-02,996.022,13.92
5696,55206,67257,8594.0,171,859.4,10675.901,2017-01-26,2017-02-04,2017-01-27,1267.073,19.341
12978,30398,69180,32610.0,387,3261.0,42066.9,2017-10-19,2017-10-21,2017-10-19,0.0,0.0
25219,473,23091,13920.0,205,1392.0,19070.4,2017-01-04,2017-01-05,2017-01-08,0.0,0.0
36469,12316,62153,8322.0,479,832.2,11633.035,2017-07-21,2017-07-24,2017-07-26,3572.734,65.455
32022,6879,38333,17479.0,85,1747.9,20169.784000000003,2017-11-03,2017-11-10,2017-11-11,3746.714,68.934
44518,23945,22942,23662.0,453,2366.2,28930.184,2017-03-26,2017-03-31,2017-03-27,3427.198,62.544
24138,7497,78687,31944.0,467,3194.4,40591.50200000001,2017-03-27,2017-03-30,2017-04-03,1431.118,22.622
50928,39254,78027,43496.0,291,4349.6,50038.219000000005,2017-03-06,2017-03-11,2017-03-08,1190.954,17.819
23495,25409,89794,46083.0,34,4608.3,62679.509000000005,2017-02-14,2017-02-14,2017-02-23,631.452,6.629
56595,46763,19844,31382.0,288,3138.2,42746.159,2017-11-28,2017-12-06,2017-11-28,3631.975,66.639
34459,30108,30361,25814.0,57,2581.4,33041.920999999995,2017-06-25,2017-07-04,2017-07-03,300.046,0.001
13217,26458,90562,46292.0,199,4629.2,53715.38,2017-02-16,2017-02-22,2017-02-20,1133.023,16.66
16808,12460,78027,45989.0,84,4598.9,63487.442,2017-03-22,2017-03-29,2017-03-22,1431.118,22.622
52260,28683,78687,32781.0,67,3278.1,39340.16499999999,2017-03-25,2017-04-01,2017-03-26,448.271,2.965
6857,45125,46732,39428.0,3,3942.8,51257.778,2017-03-18,2017-03-23,2017-03-22,368.896,1.378
23700,33413,67257,6797.0,412,679.7,8991.381000000001,2017-08-01,2017-08-02,2017-08-02,1267.073,19.341
39075,6949,98496,2164.0,190,216.4,2986.3210000000004,2017-07-09,2017-07-10,2017-07-15,300.046,0.001
26601,42456,54678,37473.0,122,3747.3,48364.838,2017-09-05,2017-09-13,2017-09-10,1533.415,24.668
34159,20462,62153,24181.0,411,2418.1,33671.377,2017-07-12,2017-07-20,2017-07-15,3289.364,59.787
54626,13568,54714,37925.0,489,3792.5,49688.379,2017-07-13,2017-07-19,2017-07-20,631.452,6.629
43913,47657,62446,42739.0,286,4273.9,51714.19,2017-12-06,2017-12-08,2017-12-12,72.734,0.0
39961,34806,54738,35748.0,69,3574.8,43972.165,2017-12-28,2017-12-30,2017-12-28,406.262,2.125
22296,39128,31726,19858.0,31,1985.8,24623.92,2017-10-02,2017-10-11,2017-10-05,72.734,0.0
53616,14841,59783,1560.0,36,156.0,1889.337,2017-05-05,2017-05-05,2017-05-11,1166.847,17.337
9723,15501,19844,44126.0,446,4412.6,51699.123,2017-12-06,2017-12-09,2017-12-13,3885.158,71.703
51391,47637,63597,21087.0,157,2108.7,24895.915,2017-03-02,2017-03-06,2017-03-09,962.775,13.255
19292,1163,61163,7047.0,121,704.7,9016.329,2017-10-06,2017-10-14,2017-10-15,3631.975,66.639
30830,26784,10243,27516.0,129,2751.6,36871.44,2017-01-26,2017-02-04,2017-01-27,0.0,0.0
33851,38925,21225,28188.0,309,2818.8,35297.674,2017-12-04,2017-12-04,2017-12-04,3433.724,62.674
14751,54894,30306,20245.0,2,2024.5,24503.371,2017-02-20,2017-02-20,2017-02-23,646.032,6.921
1001,2595,21225,22574.0,376,2257.4,26195.014,2017-10-22,2017-10-27,2017-10-26,758.677,9.174
56485,24915,37425,35891.0,22,3589.1,49174.563,2017-03-04,2017-03-13,2017-03-05,494.628,3.893
42997,28819,23264,22596.0,360,2259.6,26455.139,2017-06-28,2017-07-02,2017-07-04,1190.954,17.819
25049,25989,28012,22243.0,193,2224.3,26694.565,2017-12-16,2017-12-22,2017-12-22,448.271,2.965
2203,39081,37978,9531.0,356,953.1,12025.912,2017-08-11,2017-08-12,2017-08-19,1142.58,16.852
52045,5477,30306,25559.0,355,2555.9,34782.437,2017-11-09,2017-11-15,2017-11-18,1409.861,22.197
39330,473,98262,13920.0,205,1392.0,18849.779,2017-01-30,2017-02-08,2017-02-04,3188.96,57.779
49454,1163,40613,7047.0,121,704.7,8303.134,2017-03-22,2017-03-25,2017-03-28,3207.189,58.144
39230,8779,25608,31420.0,334,3142.0,39284.766,2017-06-12,2017-06-17,2017-06-21,788.312,9.766
25465,13920,90987,1840.0,249,184.0,2338.846,2017-08-24,2017-08-31,2017-08-26,402.292,2.046
55791,50713,17735,36438.0,400,3643.8,50063.564000000006,2017-12-02,2017-12-11,2017-12-02,7475.204,143.504
43056,50581,11787,40709.0,135,4070.9,54205.083,2017-12-10,2017-12-10,2017-12-18,3405.665,62.113
11925,25530,16193,42308.0,201,4230.8,50772.738000000005,2017-04-28,2017-05-04,2017-05-04,456.907,3.138
16676,55441,30933,31875.0,285,3187.5,39843.75,2017-05-10,2017-05-10,2017-05-15,75.322,0.0
56353,26583,14209,25000.0,308,2500.0,34566.845,2017-04-12,2017-04-15,2017-04-21,3642.263,66.845
26743,12529,51568,20744.0,65,2074.4,26981.657,2017-05-30,2017-06-08,2017-06-03,1022.83,14.457
4080,25588,38333,6868.0,70,686.8,8445.598999999998,2017-03-05,2017-03-12,2017-03-06,3631.975,66.639
15659,55109,21225,35399.0,192,3539.9,40725.98,2017-04-22,2017-04-30,2017-04-26,1156.487,17.13
3639,28683,19844,32781.0,67,3278.1,45304.419,2017-01-14,2017-01-19,2017-01-19,3631.975,66.639
9234,24915,78130,35891.0,22,3589.1,49919.679,2017-07-11,2017-07-18,2017-07-19,1859.459,31.189
5349,20642,51568,9998.0,477,999.8,13552.534,2017-09-19,2017-09-27,2017-09-20,3061.684,55.234
53103,8885,30933,7732.0,304,773.2,9834.665,2017-05-18,2017-05-22,2017-05-18,1051.254,15.025
40093,18599,21238,6524.0,378,652.4,7582.135999999999,2017-07-01,2017-07-05,2017-07-06,1014.819,14.296
3082,29324,23264,44970.0,188,4497.0,56212.501,2017-02-09,2017-02-14,2017-02-18,300.046,0.001
9920,31782,54678,16043.0,474,1604.3,22004.884,2017-01-08,2017-01-08,2017-01-15,1598.69,25.974
40461,4821,23091,10879.0,250,1087.9,13718.802,2017-02-21,2017-02-28,2017-02-24,863.079,11.262
6900,54037,78130,33353.0,91,3335.3,46386.698,2017-09-29,2017-10-05,2017-10-06,1601.389,26.028
22719,26458,93085,46292.0,199,4629.2,64836.921,2017-03-17,2017-03-21,2017-03-26,1706.073,28.121
50883,18599,37425,6524.0,378,652.4,8474.104000000001,2017-10-29,2017-11-03,2017-10-30,3207.189,58.144
3942,45125,62446,39428.0,3,3942.8,52833.52,2017-08-25,2017-09-02,2017-08-30,72.734,0.0
40260,43890,90562,30339.0,225,3033.9,37986.294,2017-09-03,2017-09-07,2017-09-10,3427.198,62.544
8147,28819,28012,22596.0,360,2259.6,28925.845,2017-09-23,2017-10-01,2017-09-30,448.271,2.965
19423,46857,42763,1845.0,185,184.5,2535.012,2017-11-03,2017-11-04,2017-11-07,2513.123,44.262
52385,6879,90445,17479.0,85,1747.9,20113.384,2017-04-25,2017-05-04,2017-05-03,926.718,12.534
53100,18085,21225,5075.0,274,507.5,6614.63,2017-02-17,2017-02-23,2017-02-26,1156.487,17.13
12394,12492,49036,48527.0,92,4852.7,57261.86,2017-01-15,2017-01-24,2017-01-19,0.0,0.0
29135,28823,56073,15290.0,33,1529.0,18221.128,2017-05-25,2017-06-03,2017-05-27,1601.389,26.028
29849,45125,19844,39428.0,3,3942.8,52093.54200000001,2017-05-19,2017-05-28,2017-05-26,2729.115,48.582
4937,13549,93085,513.0,223,51.3,669.445,2017-01-18,2017-01-18,2017-01-23,1453.269,23.065
16736,18599,60901,6524.0,378,652.4,8408.864,2017-12-16,2017-12-16,2017-12-22,3207.189,58.144
43680,15124,22900,47956.0,197,4795.6,59478.061,2017-08-10,2017-08-16,2017-08-12,931.057,12.621
15050,16034,48713,27231.0,147,2723.1,36781.191,2017-02-06,2017-02-15,2017-02-15,1267.073,19.341
41119,31753,89712,21227.0,253,2122.7,28375.414,2017-10-30,2017-11-05,2017-11-07,7475.204,143.504
34321,52825,36892,10272.0,348,1027.2,12144.025,2017-06-13,2017-06-19,2017-06-16,1453.269,23.065
7434,5477,28838,25559.0,355,2555.9,30172.230000000003,2017-02-26,2017-03-03,2017-03-04,930.489,12.61
27659,38925,17735,28188.0,309,2818.8,39326.95,2017-12-25,2017-12-26,2017-12-26,7581.502,145.63
27239,31481,44635,38472.0,166,3847.2,50786.00499999999,2017-01-25,2017-01-26,2017-01-30,448.271,2.965
50712,20462,48713,24181.0,411,2418.1,29032.316,2017-03-02,2017-03-10,2017-03-02,1055.815,15.116
51861,11558,54678,21915.0,5,2191.5,26981.424,2017-06-23,2017-06-28,2017-07-01,1598.69,25.974
27329,23945,46732,23662.0,453,2366.2,32180.837,2017-01-12,2017-01-18,2017-01-15,325.869,0.517
47352,56503,17735,629.0,356,62.9,917.174,2017-04-09,2017-04-09,2017-04-13,7475.204,143.504
4609,12462,72655,5366.0,463,536.6,6514.822000000001,2017-02-17,2017-02-21,2017-02-25,1398.076,21.962
1925,31986,14599,6250.0,293,625.0,8687.947,2017-05-15,2017-05-19,2017-05-17,322.363,0.447
653,39254,98262,43496.0,291,4349.6,57037.539,2017-11-19,2017-11-21,2017-11-28,3188.96,57.779
23973,28705,36892,16813.0,272,1681.3,23233.089,2017-01-28,2017-02-04,2017-01-29,1857.452,31.149
13630,55045,44635,9630.0,452,963.0,13403.519,2017-01-02,2017-01-04,2017-01-09,1190.954,17.819
44155,46090,63745,10306.0,80,1030.6,11954.96,2017-10-12,2017-10-13,2017-10-21,56.966,0.0
470,25409,69062,46083.0,34,4608.3,55765.989,2017-04-24,2017-04-28,2017-05-02,577.926,5.559
1615,39081,76377,9531.0,356,953.1,11913.75,2017-12-29,2018-01-05,2017-12-31,0.0,0.0
56306,20642,15773,9998.0,477,999.8,12614.221,2017-02-25,2017-02-27,2017-03-02,1137.033,16.741
7365,18085,55116,5075.0,274,507.5,6092.759,2017-07-05,2017-07-09,2017-07-13,437.971,2.759
16922,37859,38333,25319.0,212,2531.9,34735.612,2017-02-20,2017-02-20,2017-02-22,2729.115,48.582
23739,39452,91711,41774.0,138,4177.4,50976.859,2017-05-11,2017-05-16,2017-05-14,928.938,12.579
19421,52825,75489,10272.0,348,1027.2,13279.22,2017-12-30,2018-01-05,2018-01-06,1717.006,28.34
21429,49215,56240,33558.0,235,3355.8,44969.461,2017-03-13,2017-03-20,2017-03-13,387.058,1.741
6722,168,69180,43516.0,33,4351.6,52671.697,2017-07-27,2017-08-03,2017-07-30,1166.847,17.337
10250,11558,41528,21915.0,5,2191.5,30031.302,2017-05-27,2017-05-28,2017-05-28,687.581,7.752
52716,35925,51568,13499.0,404,1349.9,16615.032,2017-03-28,2017-03-31,2017-04-03,863.079,11.262
15914,3368,57726,38678.0,426,3867.8,54209.976,2017-04-02,2017-04-11,2017-04-04,3338.8,60.776
19074,43762,30306,34654.0,32,3465.4,46443.281,2017-05-25,2017-05-30,2017-06-02,646.032,6.921
3031,39128,61163,19858.0,31,1985.8,25863.982,2017-12-01,2017-12-02,2017-12-08,2729.115,48.582
1346,3848,69062,779.0,64,77.9,1066.187,2017-06-02,2017-06-02,2017-06-10,1416.341,22.327
4797,53926,69062,50451.0,491,5045.1,62060.289,2017-02-21,2017-02-26,2017-02-24,577.926,5.559
36095,37388,44635,29454.0,355,2945.4,37764.498,2017-06-11,2017-06-19,2017-06-12,3468.89,63.378
38736,8856,22940,11581.0,354,1158.1,15692.479,2017-06-13,2017-06-16,2017-06-20,3206.466,58.129
23236,31672,78687,4472.0,219,447.2,5965.579000000001,2017-02-02,2017-02-05,2017-02-07,1190.954,17.819
41469,48643,35741,12302.0,300,1230.2,14538.28,2017-05-24,2017-05-31,2017-05-30,1396.015,21.92
3791,33069,67181,28034.0,486,2803.4,34201.48,2017-05-27,2017-05-31,2017-05-27,134.245,0.0
27343,473,95315,13920.0,205,1392.0,18792.0,2017-10-10,2017-10-13,2017-10-15,18.239,0.0
13368,39008,42763,15257.0,155,1525.7,18824.296,2017-05-25,2017-05-28,2017-05-30,3209.29,58.186
5967,168,21225,43516.0,33,4351.6,52221.527,2017-03-14,2017-03-23,2017-03-15,416.339,2.327
18151,4896,87471,23920.0,235,2392.0,29962.553,2017-02-13,2017-02-19,2017-02-20,3427.643,62.553
45101,21126,76377,1018.0,365,101.8,1335.108,2017-03-01,2017-03-10,2017-03-09,376.411,1.528
29239,53728,56240,25665.0,394,2566.5,35687.473,2017-12-27,2017-12-31,2017-12-29,956.175,13.123
50308,37615,63745,27166.0,390,2716.6,32656.516,2017-06-13,2017-06-18,2017-06-15,3165.789,57.316
16250,15501,54714,44126.0,446,4412.6,53850.552,2017-06-26,2017-06-30,2017-07-02,1141.607,16.832
