Order_ID,Product_ID,Customer_ID,Quantity,Date_Order,Date_Ship,Date_due,Ship_Distance,Ship_Cost
38,38701,112,4,2017-10-26,2017-10-29,2017-11-01,816.452,0.409
39,38701,535,13,2017-07-08,2017-07-11,2017-07-10,1303.205,2.58
40,38701,609,1,2017-05-28,2017-06-06,2017-05-30,989.105,0.136
41,47256,286,3646,2017-01-26,2017-02-02,2017-02-02,1004.886,4208.656
42,47256,25,402,2017-07-21,2017-07-26,2017-07-21,1713.058,930.238
43,47256,309,43,2017-03-11,2017-03-19,2017-03-20,1169.393,61.22
44,47256,130,747,2017-04-12,2017-04-13,2017-04-12,1324.715,1253.521
45,47256,212,17,2018-10-17,2018-10-17,2018-10-25,1927.395,45.305
46,47256,493,170,2018-12-18,2018-12-24,2018-12-26,2339.792,567.862
47,47256,976,13,2017-10-31,2017-11-08,2017-11-06,2634.423,49.697
48,47256,611,4,2017-08-03,2017-08-09,2017-08-12,2634.423,15.291
49,19572,172,97,2017-07-02,2017-07-04,2017-07-10,1264.137,88.565
50,19572,76,14,2018-04-04,2018-04-09,2018-04-11,1244.547,12.523
51,19572,902,5,2017-08-02,2017-08-07,2017-08-07,3770.588,16.433
52,19572,102,3,2018-05-28,2018-06-04,2018-06-05,357.606,0.164
53,19572,152,3,2018-12-14,2018-12-23,2018-12-18,994.897,1.974
54,19572,261,4,2017-03-05,2017-03-08,2017-03-12,1679.17,5.224
55,36539,385,783,2017-03-31,2017-04-05,2017-04-07,1403.628,1529.011
56,36539,259,593,2018-05-05,2018-05-09,2018-05-07,1702.685,1471.773
57,36539,919,14,2017-07-08,2017-07-08,2017-07-16,231.846,0
58,36539,801,1,2017-07-30,2017-07-31,2017-08-07,183.028,0
59,16999,483,470,2017-06-21,2017-06-25,2017-06-30,2463.93,926.733
60,16999,686,5,2017-05-13,2017-05-17,2017-05-18,1733.814,6.532
61,16999,106,22,2018-09-26,2018-09-26,2018-09-27,3673.438,67.625
62,16999,429,26,2018-09-01,2018-09-02,2018-09-09,1194.487,21.191
63,16999,583,5,2017-06-19,2017-06-19,2017-06-28,277.543,0
64,16999,601,4,2018-03-22,2018-03-29,2018-03-28,187.966,0
65,25785,52,2517,2018-04-13,2018-04-21,2018-04-13,937.077,667.386
66,25785,741,871,2017-01-21,2017-01-22,2017-01-28,1764.777,530.997
67,25785,250,188,2017-05-27,2017-06-03,2017-06-02,1130.957,65.019
68,25785,984,15,2017-04-03,2017-04-07,2017-04-04,1111.114,5.064
69,25785,371,4,2017-10-15,2017-10-16,2017-10-15,3123.851,4.701
70,25785,191,1,2018-04-16,2018-04-16,2018-04-18,3231.427,1.22
71,25785,106,4,2017-05-24,2017-06-01,2017-05-25,3227.734,4.874
72,25785,724,3,2018-01-08,2018-01-10,2018-01-16,3391.649,3.86
73,17491,83,667,2018-09-14,2018-09-14,2018-09-22,999.337,530.549
74,17491,991,186,2017-01-18,2017-01-24,2017-01-23,882.351,123.2
75,17491,756,321,2018-04-28,2018-04-29,2018-05-01,1057.674,276.631
76,17491,200,9,2017-02-24,2017-02-26,2017-02-24,1204.703,9.261
77,17491,391,4,2018-05-18,2018-05-21,2018-05-22,1324.715,4.662
78,17491,6,11,2017-12-05,2017-12-07,2017-12-05,946.0,8.082
79,17491,356,1,2018-01-27,2018-02-01,2018-01-27,1175.344,0.996
80,59023,596,2,2018-04-09,2018-04-10,2018-04-17,365.675,0.056
81,18943,700,2,2017-10-31,2017-11-02,2017-11-03,1586.607,4.149
82,18943,804,92,2017-10-06,2017-10-14,2017-10-11,3298.272,444.711
83,18943,786,22,2018-10-14,2018-10-20,2018-10-16,1647.912,47.808
84,18943,639,12,2018-06-26,2018-07-04,2018-06-28,173.43,0
85,18943,379,4,2018-08-20,2018-08-20,2018-08-29,734.588,2.803
86,18943,285,5,2018-06-10,2018-06-11,2018-06-11,1586.607,10.371
87,18943,937,4,2017-09-23,2017-09-29,2017-09-26,1703.328,9.05
88,12024,465,2190,2017-04-02,2017-04-09,2017-04-07,705.537,1541.609
89,12024,606,1208,2018-06-01,2018-06-03,2018-06-01,3316.494,6325.125
90,12024,72,414,2018-01-02,2018-01-10,2018-01-06,1050.644,539.429
91,12024,525,17,2018-12-01,2018-12-07,2018-12-07,1066.063,22.605
92,12024,981,35,2018-12-14,2018-12-17,2018-12-21,868.862,34.56
93,12024,779,143,2017-10-05,2017-10-09,2017-10-12,3390.999,767.246
94,12024,770,2,2017-07-14,2017-07-15,2017-07-20,1320.587,3.543
95,12024,119,2,2018-06-21,2018-06-21,2018-06-26,1303.205,3.483
96,12024,366,4,2018-07-30,2018-07-30,2018-08-03,1569.981,8.818
97,12024,582,1,2018-07-29,2018-07-29,2018-08-04,774.061,0.823
98,54051,65,5,2017-08-07,2017-08-08,2017-08-09,2203.02,6.145
99,54051,559,17,2018-08-15,2018-08-20,2018-08-19,1942.101,18.028
100,54051,619,12,2018-04-19,2018-04-22,2018-04-27,931.996,4.898
101,54051,554,3,2017-10-06,2017-10-13,2017-10-13,365.675,0.127
102,54051,541,2,2018-10-26,2018-11-02,2018-10-27,1623.255,1.709
103,54051,125,1,2018-07-10,2018-07-13,2018-07-14,736.434,0.282
104,54051,768,1,2018-08-05,2018-08-10,2018-08-12,2003.172,1.1
105,42014,789,201,2017-03-04,2017-03-04,2017-03-11,3094.626,691.477
106,42014,167,553,2017-05-30,2017-06-07,2017-06-03,1401.911,750.118
107,42014,34,137,2017-05-05,2017-05-07,2017-05-07,1609.683,220.874
108,42014,288,16,2018-05-11,2018-05-16,2018-05-15,2181.245,37.053
109,42014,457,7,2018-07-06,2018-07-14,2018-07-12,1777.238,12.729
110,42014,191,4,2018-11-11,2018-11-16,2018-11-11,3474.277,15.63
111,42014,382,7,2017-11-09,2017-11-17,2017-11-15,1703.954,12.098
112,42014,630,2,2017-11-21,2017-11-30,2017-11-29,1413.338,2.741
113,42014,342,2,2018-07-05,2018-07-05,2018-07-07,1299.657,2.461
114,57850,771,302,2017-12-12,2017-12-12,2017-12-15,627.934,193.675
115,57850,884,507,2018-06-29,2018-06-30,2018-07-04,1959.365,1645.242
116,57850,487,1,2018-02-14,2018-02-19,2018-02-20,1720.108,2.777
117,33517,727,15,2018-04-15,2018-04-24,2018-04-15,975.574,18.463
118,33517,487,50,2018-11-18,2018-11-18,2018-11-24,1810.247,137.584
119,33517,555,20,2017-09-11,2017-09-14,2017-09-16,847.36,19.946
120,33517,339,1,2017-02-08,2017-02-17,2017-02-17,977.606,1.235
121,33517,877,2,2018-11-11,2018-11-20,2018-11-16,2769.362,8.998
122,50608,164,1784,2017-05-27,2017-06-02,2017-06-03,3509.227,7802.386
123,50608,62,135,2017-03-06,2017-03-14,2017-03-07,3272.306,546.839
124,50608,447,1258,2017-01-12,2017-01-16,2017-01-20,699.803,685.423
125,50608,273,250,2017-11-21,2017-11-24,2017-11-21,299.336,0
126,50608,727,10,2017-06-15,2017-06-15,2017-06-23,145.953,0
127,50608,669,1,2018-08-10,2018-08-10,2018-08-19,342.924,0.058
128,34387,167,78,2018-06-09,2018-06-15,2018-06-16,627.934,43.929
129,34387,524,53,2017-03-17,2017-03-19,2017-03-18,2073.623,161.439
130,34387,394,141,2018-04-18,2018-04-25,2018-04-20,1720.108,343.884
131,34387,23,505,2018-11-10,2018-11-13,2018-11-13,1929.02,1412.828
132,34387,342,58,2018-06-19,2018-06-21,2018-06-20,690.447,38.892
133,34387,641,31,2018-01-05,2018-01-09,2018-01-12,774.306,25.252
134,25687,597,4,2017-03-05,2017-03-05,2017-03-08,1417.688,8.747
135,59830,317,2232,2018-12-11,2018-12-16,2018-12-20,561.899,358.568
136,59830,517,71,2018-09-08,2018-09-09,2018-09-11,4184.062,169.156
137,59830,288,33,2017-04-14,2017-04-21,2017-04-20,1373.806,21.736
138,59830,897,14,2018-09-27,2018-10-04,2018-10-04,4211.175,33.588
139,59830,547,2,2017-09-27,2017-09-28,2017-09-28,1841.744,1.891
140,59830,561,19,2017-08-05,2017-08-05,2017-08-05,7976.507,89.467
141,59830,315,2,2017-02-01,2017-02-03,2017-02-09,4085.602,4.644
142,59830,37,2,2017-07-21,2017-07-27,2017-07-24,3964.332,4.495
143,59830,731,4,2017-10-12,2017-10-18,2017-10-12,1699.99,3.435
144,59830,269,1,2018-10-20,2018-10-29,2018-10-28,1284.074,0.604
145,59830,762,1,2018-04-17,2018-04-24,2018-04-23,1518.787,0.748
146,58741,592,2366,2018-07-08,2018-07-15,2018-07-13,3445.819,251.574
147,58741,856,608,2018-05-13,2018-05-18,2018-05-17,1973.313,34.387
148,58741,9,86,2018-11-08,2018-11-14,2018-11-10,1299.657,2.906
149,58741,751,41,2017-06-11,2017-06-15,2017-06-18,3778.854,4.821
150,58741,818,43,2017-08-15,2017-08-15,2017-08-16,1995.372,2.464
151,58741,506,18,2017-04-28,2017-05-01,2017-05-02,1726.107,0.868
152,58741,47,6,2017-09-20,2017-09-29,2017-09-24,807.719,0.103
153,58741,690,1,2018-07-13,2018-07-14,2018-07-17,1992.238,0.057
154,58741,872,12,2018-08-29,2018-09-05,2018-08-29,284.05,0
155,58741,386,2,2017-02-02,2017-02-05,2017-02-03,1700.863,0.095
156,58741,796,1,2017-04-27,2017-05-04,2017-04-30,1555.276,0.042
157,51814,467,220,2017-10-08,2017-10-12,2017-10-14,1052.682,94.718
158,51814,973,388,2017-04-11,2017-04-14,2017-04-12,1253.054,211.517
159,51814,881,239,2018-01-07,2018-01-15,2018-01-09,863.718,77.065
160,51814,378,137,2017-02-07,2017-02-10,2017-02-09,1596.495,101.599
161,51814,344,22,2018-10-28,2018-11-03,2018-11-05,3081.674,35.005
162,51814,244,2,2017-02-25,2017-02-28,2017-03-01,1230.049,1.064
163,51814,519,1,2018-10-11,2018-10-14,2018-10-14,893.172,0.339
164,51814,73,1,2017-11-19,2017-11-20,2017-11-20,331.714,0.018
165,51814,931,1,2018-03-12,2018-03-17,2018-03-17,1589.96,0.738
166,15922,90,384,2017-09-19,2017-09-28,2017-09-28,2038.33,1165.488
167,15922,424,6,2017-09-24,2017-09-25,2017-09-29,4245.672,41.335
168,15922,834,34,2017-04-01,2017-04-09,2017-04-07,563.53,15.644
169,43620,398,743,2017-11-28,2017-11-28,2017-12-01,2763.066,2995.805
170,43620,794,9,2017-09-18,2017-09-26,2017-09-26,3317.127,44.451
171,18817,56,2246,2018-11-26,2018-11-27,2018-11-28,3873.652,11535.574
172,18817,298,8,2018-05-02,2018-05-08,2018-05-06,814.402,5.914
173,18817,826,3,2018-09-19,2018-09-26,2018-09-20,3554.845,14.034
174,18817,886,2,2017-02-21,2017-03-02,2017-02-22,98.554,0
175,55795,882,923,2017-06-03,2017-06-12,2017-06-05,861.393,284.369
176,55795,889,155,2017-02-17,2017-02-21,2017-02-17,155.606,0
177,55795,258,31,2017-03-18,2017-03-22,2017-03-24,51.124,0
178,55795,439,4,2018-02-08,2018-02-11,2018-02-13,552.527,0.554
179,55795,754,23,2018-12-16,2018-12-21,2018-12-25,1428.986,14.251
180,55795,701,5,2018-03-31,2018-04-08,2018-04-08,1203.72,2.48
181,25618,521,2673,2017-06-18,2017-06-23,2017-06-19,3739.124,11299.763
182,25618,689,477,2017-10-14,2017-10-16,2017-10-17,676.993,221.042
183,25618,944,39,2018-03-31,2018-04-09,2018-04-02,1014.178,34.237
184,25618,268,14,2017-12-01,2017-12-03,2017-12-05,311.187,0.193
185,25618,894,2,2017-03-31,2017-03-31,2017-04-09,1139.998,2.065
186,25618,802,4,2018-11-02,2018-11-10,2018-11-02,311.187,0.055
187,25618,55,20,2018-12-03,2018-12-09,2018-12-08,111.221,0
188,25618,216,1,2018-08-08,2018-08-16,2018-08-10,1079.467,0.958
189,17867,502,1147,2017-04-03,2017-04-09,2017-04-07,1028.241,1562.498
190,17867,527,778,2017-07-19,2017-07-21,2017-07-26,2901.093,3785.44
191,17867,395,86,2017-02-02,2017-02-11,2017-02-04,331.714,5.102
192,17867,200,2,2018-04-30,2018-05-01,2018-05-01,1091.815,2.962
193,17867,867,1,2017-06-03,2017-06-08,2017-06-07,2899.02,4.862
194,17867,44,1,2017-10-08,2017-10-14,2017-10-09,721.605,0.789
195,49861,654,254,2017-03-23,2017-03-30,2017-03-28,0.0,0
196,49861,935,599,2017-04-26,2017-05-02,2017-04-30,2045.266,1131.138
197,49861,291,26,2018-05-11,2018-05-19,2018-05-16,613.179,8.81
198,49861,7,19,2018-11-13,2018-11-19,2018-11-19,365.675,1.35
199,49861,540,2,2018-06-12,2018-06-15,2018-06-18,592.216,0.632
200,49861,129,1,2018-01-23,2018-01-30,2018-01-31,663.928,0.394
201,49861,850,1,2018-11-11,2018-11-13,2018-11-17,774.306,0.513
202,53127,983,807,2018-04-19,2018-04-21,2018-04-19,1087.923,1080.061
203,53127,430,130,2017-09-22,2017-09-30,2017-10-01,271.722,0
204,53127,317,81,2018-11-30,2018-12-03,2018-12-09,1013.939,98.228
205,53127,308,151,2017-09-07,2017-09-07,2017-09-13,1243.332,241.954
206,53127,699,133,2017-04-26,2017-04-29,2017-05-03,977.606,153.081
207,53127,889,105,2018-09-02,2018-09-03,2018-09-06,78.172,0
208,53127,503,2,2018-03-29,2018-04-01,2018-04-06,1145.33,2.872
209,59247,256,17,2018-07-03,2018-07-12,2018-07-08,2395.973,38.853
210,59247,20,11,2017-02-21,2017-03-02,2017-02-22,733.252,5.197
211,59247,646,1,2018-02-06,2018-02-06,2018-02-06,1257.698,1.044
212,23635,546,211,2017-06-24,2017-06-25,2017-06-24,549.379,4.01
213,23635,283,11,2017-08-22,2017-08-22,2017-08-31,753.341,0.38
214,23635,635,53,2018-10-18,2018-10-23,2018-10-22,1382.137,4.37
215,23635,717,1,2018-11-01,2018-11-02,2018-11-10,4071.811,0.287
216,23635,0,1,2017-04-26,2017-05-03,2017-05-01,3383.714,0.235
217,23635,600,1,2017-10-16,2017-10-22,2017-10-20,65.801,0
218,25411,489,127,2018-12-01,2018-12-07,2018-12-07,3349.219,570.498
219,25411,348,47,2017-01-27,2017-02-02,2017-01-28,813.213,35.535
220,25411,520,53,2018-06-12,2018-06-21,2018-06-21,671.34,28.994
221,25411,937,14,2018-02-07,2018-02-16,2018-02-14,1365.623,21.978
222,25411,274,8,2017-03-01,2017-03-10,2017-03-06,658.773,4.228
223,25411,625,5,2018-12-05,2018-12-14,2018-12-07,3703.855,25.073
224,25411,940,2,2017-08-13,2017-08-19,2017-08-20,715.156,1.223
225,19229,911,334,2017-11-21,2017-11-26,2017-11-30,3660.254,1424.455
226,19229,704,174,2017-10-29,2017-11-05,2017-11-05,3692.449,749.191
227,19229,217,279,2017-07-01,2017-07-10,2017-07-01,257.082,0
228,19229,271,71,2018-05-26,2018-05-26,2018-06-03,1308.451,90.875
229,19229,632,85,2017-05-22,2017-05-25,2017-05-28,987.381,74.156
230,19229,830,34,2018-03-19,2018-03-22,2018-03-23,975.646,29.156
231,19229,652,5,2017-02-20,2017-02-25,2017-02-23,235.821,0
232,19229,841,1,2018-10-03,2018-10-06,2018-10-12,3181.353,3.657
233,21031,953,329,2017-11-13,2017-11-17,2017-11-22,583.962,132.568
234,21031,313,85,2017-10-26,2017-10-26,2017-10-27,977.606,81.729
235,21031,324,7,2018-05-13,2018-05-14,2018-05-15,2013.266,17.018
236,21031,823,144,2017-08-11,2017-08-19,2017-08-15,1489.428,243.043
237,21031,915,308,2017-02-13,2017-02-13,2017-02-18,2936.357,1152.225
238,21031,480,19,2017-11-21,2017-11-22,2017-11-26,946.0,17.417
239,21031,842,1,2018-11-23,2018-11-30,2018-12-01,290.482,0
240,21031,118,1,2017-03-05,2017-03-13,2017-03-13,2764.709,3.497
241,42338,13,1666,2017-04-28,2017-05-07,2017-05-02,54.49,0
242,42338,95,429,2017-11-16,2017-11-16,2017-11-23,1097.92,614.99
243,42338,581,6,2017-12-29,2018-01-02,2018-01-03,1385.756,11.704
244,42338,594,107,2017-02-06,2017-02-07,2017-02-11,1223.002,177.434
245,42338,214,9,2018-08-28,2018-08-29,2018-08-28,2634.423,37.746
246,42338,242,4,2017-01-26,2017-02-02,2017-02-02,999.337,5.026
247,42338,564,5,2017-04-14,2017-04-21,2017-04-17,882.351,5.231
248,42338,23,1,2017-03-23,2017-03-31,2017-03-29,2647.34,4.217
249,19775,528,375,2018-05-20,2018-05-24,2018-05-22,1264.035,415.885
250,19775,463,1783,2017-10-25,2017-11-03,2017-11-03,1557.877,2580.111
251,19775,453,374,2018-08-27,2018-09-01,2018-08-28,4152.605,1657.582
252,19775,815,318,2018-11-16,2018-11-16,2018-11-23,1457.747,423.535
253,19775,325,9,2018-06-29,2018-07-04,2018-07-06,4124.299,39.595
254,19775,967,95,2018-05-07,2018-05-11,2018-05-14,50.987,0
255,19775,660,6,2017-04-07,2017-04-15,2017-04-15,2214.882,13.217
256,19775,831,5,2018-04-29,2018-05-02,2018-05-08,1694.178,8.019
257,19775,740,1,2018-10-22,2018-10-23,2018-10-26,1034.275,0.845
258,19775,447,1,2018-09-13,2018-09-16,2018-09-22,1110.501,0.932
259,46963,484,1956,2018-11-09,2018-11-17,2018-11-18,2943.08,2665.582
260,46963,962,690,2017-04-05,2017-04-11,2017-04-14,946.0,229.824
261,46963,394,880,2017-05-27,2017-05-27,2017-06-05,1810.247,685.241
262,46963,328,262,2017-11-01,2017-11-06,2017-11-05,1057.674,102.352
263,46963,586,22,2018-08-11,2018-08-13,2018-08-16,1471.467,13.288
264,46963,456,7,2017-10-04,2017-10-13,2017-10-11,1169.393,3.138
265,16882,664,50,2017-02-28,2017-02-28,2017-02-28,711.402,35.446
266,16882,24,93,2018-01-13,2018-01-16,2018-01-13,2950.958,424.836
267,16882,133,4,2018-02-08,2018-02-16,2018-02-14,734.588,2.996
268,16882,576,26,2018-03-21,2018-03-23,2018-03-23,1817.89,68.006
269,16882,604,3,2017-03-14,2017-03-23,2017-03-23,744.646,2.299
270,16882,634,4,2018-11-19,2018-11-26,2018-11-28,726.096,2.937
271,16882,143,1,2018-01-26,2018-02-03,2018-02-01,492.433,0.332
272,16882,211,2,2017-11-23,2017-11-29,2017-11-26,1174.211,3.013
273,40302,584,22,2017-03-30,2017-03-31,2017-04-04,1093.129,17.923
274,34648,655,2751,2018-11-24,2018-11-30,2018-11-29,1103.95,635.191
275,34648,815,159,2018-12-18,2018-12-19,2018-12-19,552.527,11.532
276,34648,614,29,2017-11-19,2017-11-19,2017-11-20,1440.335,9.498
277,34648,18,18,2017-11-19,2017-11-28,2017-11-20,2488.45,11.313
278,34648,80,57,2018-07-25,2018-07-25,2018-08-03,365.741,1.076
279,34648,14,5,2017-12-13,2017-12-18,2017-12-21,2624.581,3.338
280,29598,771,34,2017-11-20,2017-11-20,2017-11-26,1506.332,38.751
281,29598,976,13,2018-12-16,2018-12-19,2018-12-24,2634.423,28.672
282,29598,865,24,2017-07-16,2017-07-16,2017-07-20,1151.495,19.308
283,29598,416,1,2017-02-24,2017-02-25,2017-02-28,2837.212,2.397
284,29598,523,3,2018-06-22,2018-06-22,2018-06-26,631.939,0.941
285,29598,523,15,2017-09-28,2017-09-30,2017-09-28,631.939,4.704
286,29598,619,3,2018-10-07,2018-10-09,2018-10-16,57.249,0
287,29598,416,14,2017-10-12,2017-10-12,2017-10-19,2837.212,33.56
288,26884,359,2057,2018-11-25,2018-11-26,2018-11-27,863.718,30.845
289,26884,138,22,2017-01-03,2017-01-05,2017-01-10,904.656,0.354
290,26884,111,1,2018-06-08,2018-06-16,2018-06-09,1611.876,0.035
291,26884,646,1,2018-08-04,2018-08-04,2018-08-07,225.758,0
292,26884,917,1,2017-10-14,2017-10-22,2017-10-14,481.976,0.005
293,26884,359,1,2018-04-15,2018-04-17,2018-04-16,863.718,0.015
294,29709,682,949,2017-05-26,2017-05-31,2017-05-27,1076.435,924.583
295,29709,693,177,2018-01-06,2018-01-10,2018-01-14,1022.257,160.413
296,29709,755,31,2017-07-20,2017-07-21,2017-07-20,872.634,22.275
297,29709,856,122,2017-06-11,2017-06-15,2017-06-15,1181.471,134.941
298,29709,462,27,2018-01-03,2018-01-06,2018-01-06,2777.224,83.927
299,29709,732,35,2018-11-14,2018-11-20,2018-11-21,1091.815,34.775
300,29709,506,10,2017-09-11,2017-09-13,2017-09-18,1022.713,9.069
301,29709,482,2,2017-03-04,2017-03-05,2017-03-10,832.115,1.335
302,29709,668,4,2018-03-28,2018-03-31,2018-03-29,2901.695,13.058
303,29709,974,7,2017-10-20,2017-10-21,2017-10-21,1242.104,8.275
304,13567,959,14,2018-09-17,2018-09-19,2018-09-20,1022.311,16.92
305,13567,770,20,2018-01-30,2018-02-01,2018-02-01,1324.21,34.274
306,13567,239,48,2018-08-10,2018-08-12,2018-08-13,835.503,43.008
307,13567,675,1,2017-10-17,2017-10-22,2017-10-25,359.76,0.1
308,27085,398,1,2017-02-05,2017-02-06,2017-02-12,1525.204,0.775
309,20231,180,142,2017-01-16,2017-01-20,2017-01-16,3734.346,543.858
310,20231,291,70,2018-06-30,2018-06-30,2018-07-01,1578.708,99.821
311,20231,332,39,2017-11-23,2017-11-26,2017-11-29,638.127,14.706
312,20231,852,38,2017-11-20,2017-11-28,2017-11-21,1106.793,34.19
313,20231,989,2,2018-04-05,2018-04-10,2018-04-08,3703.855,7.592
314,24695,157,363,2018-05-10,2018-05-14,2018-05-11,1906.875,551.681
315,24695,129,160,2017-07-12,2017-07-17,2017-07-19,631.411,50.152
316,24695,738,423,2017-10-14,2017-10-21,2017-10-20,2901.695,1040.869
317,24695,247,30,2017-02-14,2017-02-18,2017-02-18,1242.104,26.731
318,24695,963,1,2017-01-07,2017-01-12,2017-01-15,2915.335,2.474
319,24695,398,2,2018-12-02,2018-12-05,2018-12-07,2436.949,4.042
320,24695,485,1,2017-06-08,2017-06-12,2017-06-11,997.175,0.659
321,38194,790,323,2018-01-01,2018-01-02,2018-01-03,1611.474,651.421
322,38194,807,31,2018-09-11,2018-09-12,2018-09-14,608.234,14.694
323,38194,667,5,2017-03-29,2017-04-04,2017-04-05,740.118,3.384
324,38194,600,21,2018-06-19,2018-06-20,2018-06-28,867.515,18.327
325,38194,916,1,2018-06-30,2018-07-05,2018-07-04,499.516,0.307
326,38194,271,5,2017-05-24,2017-06-02,2017-05-29,966.915,5.128
327,44561,459,426,2017-12-02,2017-12-04,2017-12-05,1239.99,752.098
328,44561,780,57,2017-12-19,2017-12-23,2017-12-25,987.381,73.589
329,44561,329,36,2017-04-21,2017-04-25,2017-04-26,2064.298,119.293
330,44561,907,21,2018-05-06,2018-05-13,2018-05-07,3663.024,132.645
331,44561,413,1,2018-01-11,2018-01-20,2018-01-13,3667.875,6.326
332,53618,420,3501,2017-08-17,2017-08-17,2017-08-25,1243.332,3006.692
333,53618,611,49,2017-12-15,2017-12-22,2017-12-20,2634.423,104.138
334,53618,662,329,2017-01-07,2017-01-09,2017-01-10,1169.382,260.399
335,53618,714,332,2017-03-30,2017-04-08,2017-04-06,1558.703,380.447
336,53618,719,11,2017-08-22,2017-08-28,2017-08-29,1175.344,8.766
337,53618,151,9,2017-05-02,2017-05-07,2017-05-10,654.79,2.907
338,35285,118,2,2018-08-07,2018-08-12,2018-08-08,3665.38,3.264
339,35285,431,50,2018-06-11,2018-06-17,2018-06-20,174.488,0
340,35285,105,14,2017-06-30,2017-07-06,2017-07-09,148.517,0
341,35285,976,5,2017-11-11,2017-11-14,2017-11-18,3538.14,7.852
342,35285,120,2,2017-01-17,2017-01-18,2017-01-20,1139.998,0.815
343,31284,418,788,2018-11-18,2018-11-26,2018-11-18,1401.911,319.71
344,31284,619,2,2017-01-01,2017-01-04,2017-01-05,1761.163,1.076
345,31284,739,30,2018-02-13,2018-02-20,2018-02-21,3898.782,39.752
346,31284,778,2,2017-11-04,2017-11-09,2017-11-05,900.246,0.442
347,31284,518,2,2018-08-03,2018-08-06,2018-08-07,1979.7,1.237
348,31284,667,1,2017-08-09,2017-08-18,2017-08-17,1711.753,0.52
349,10834,464,1513,2018-12-07,2018-12-09,2018-12-14,1155.394,2110.341
350,10834,311,877,2017-03-08,2017-03-08,2017-03-08,2769.003,3530.764
351,10834,56,113,2018-09-08,2018-09-11,2018-09-11,2620.516,427.573
352,10834,672,41,2018-02-19,2018-02-23,2018-02-20,1373.953,71.799
353,10834,841,2,2018-02-16,2018-02-19,2018-02-25,2277.427,6.449
354,10834,550,2,2017-05-08,2017-05-08,2017-05-13,1169.799,2.837
355,47370,847,57,2018-10-31,2018-11-03,2018-11-03,1590.179,21.194
356,47370,847,106,2018-02-08,2018-02-09,2018-02-14,1590.179,39.414
357,47370,987,9,2018-02-11,2018-02-18,2018-02-13,819.293,1.347
358,47370,417,4,2018-02-17,2018-02-18,2018-02-21,2181.245,2.169
