Import_ID,Product,Warehouse,Suppiler,Quantity,Ship_Distance,Ship_Cost,ImportDate,ModifiedDate
41,4,0,8,60,910.907,3.625,2017-03-17,2017-03-17
42,4,0,7,227,3697.589,76.277,2017-08-06,2017-08-06
43,4,0,1,57,223.068,0.0,2018-06-25,2018-06-25
44,4,0,6,14,1286.069,1.3655,2017-05-10,2017-05-10
45,4,0,0,1,983.71,0.0675,2017-07-15,2017-07-15
46,4,0,7,2,3697.589,0.672,2017-07-29,2017-07-29
47,5,9,5,1168,1578.713,1222.908,2018-11-25,2018-11-25
48,5,9,7,2136,2782.34,4341.5055,2017-11-06,2017-11-06
49,5,9,2,103,2595.052,193.5565,2017-04-09,2017-04-09
50,5,9,5,36,1578.713,37.6925,2018-04-18,2018-04-18
51,5,9,4,51,1388.085,45.437,2018-06-17,2018-06-17
52,5,9,5,110,1578.713,115.171,2017-08-09,2017-08-09
53,5,9,6,53,1386.663,47.1575,2017-07-29,2017-07-29
54,5,9,6,105,1386.663,93.425,2018-12-23,2018-12-23
55,5,9,7,52,2782.34,105.692,2018-02-19,2018-02-19
56,5,9,0,2,1150.106,1.392,2018-02-04,2018-02-04
57,5,9,0,12,1150.106,8.353,2017-12-05,2017-12-05
58,5,9,8,19,979.276,10.5675,2018-02-19,2018-02-19
59,5,9,0,7,1150.106,4.8725,2017-06-02,2017-06-02
60,5,9,9,1,1386.663,0.89,2017-10-18,2017-10-18
61,5,9,4,1,1388.085,0.891,2017-08-11,2017-08-11
62,6,4,0,2,1704.785,1.3305,2018-01-04,2018-01-04
63,6,4,9,633,1986.411,505.4605,2018-01-02,2018-01-02
64,6,4,1,127,606.454,18.4285,2018-08-29,2018-08-29
65,6,4,2,43,3917.426,73.6525,2017-02-26,2017-02-26
66,6,4,4,46,1943.444,35.796,2018-01-24,2018-01-24
67,6,4,4,21,1943.444,16.3415,2017-08-27,2017-08-27
68,6,4,1,32,606.454,4.6435,2017-06-03,2017-06-03
69,6,4,2,2,3917.426,3.4255,2018-11-08,2018-11-08
70,6,4,3,5,1726.107,3.3765,2017-11-15,2017-11-15
71,6,4,2,5,3917.426,8.5645,2018-05-18,2018-05-18
72,6,4,9,1,1986.411,0.7985,2017-12-09,2017-12-09
73,7,4,0,226,1704.785,280.876,2017-10-14,2017-10-14
74,7,4,4,537,1943.444,780.774,2017-03-05,2017-03-05
75,7,4,5,468,174.483,0.0,2017-03-04,2017-03-04
76,7,4,1,790,606.454,214.1845,2017-06-30,2017-06-30
77,7,4,0,353,1704.785,438.713,2018-12-28,2018-12-28
78,7,4,6,33,1986.411,49.235,2017-03-27,2017-03-27
79,7,4,2,4,3917.426,12.8015,2017-10-11,2017-10-11
80,7,4,7,18,4065.09,59.9575,2017-08-05,2017-08-05
81,7,4,7,2,4065.09,6.662,2017-10-17,2017-10-17
82,7,4,4,1,1943.444,1.454,2017-07-31,2017-07-31
83,8,3,6,1317,538.616,143.1755,2018-07-21,2018-07-21
84,8,3,3,199,262.365,0.0,2018-09-04,2018-09-04
85,8,3,0,507,238.076,0.0,2017-05-02,2017-05-02
86,8,3,0,186,238.076,0.0,2018-12-09,2018-12-09
87,8,3,9,14,538.616,1.522,2017-09-11,2017-09-11
88,8,3,5,5,1378.117,2.456,2017-01-27,2017-01-27
89,8,3,5,1,1378.117,0.491,2017-12-03,2017-12-03
90,8,3,1,1,1014.178,0.3255,2018-06-23,2018-06-23
91,9,8,7,103,3162.44,61.3545,2018-08-04,2018-08-04
92,9,8,9,288,931.046,37.8205,2017-02-15,2017-02-15
93,9,8,6,3,931.046,0.394,2018-07-12,2018-07-12
94,9,8,2,16,2968.23,8.884,2017-05-30,2017-05-30
95,9,8,1,57,1160.633,10.2085,2018-01-14,2018-01-14
96,9,8,8,30,1302.238,6.257,2017-04-16,2017-04-16
97,9,8,6,4,931.046,0.5255,2018-07-27,2018-07-27
98,9,8,0,16,724.235,1.4125,2018-10-26,2018-10-26
99,9,8,4,1,937.077,0.1325,2017-08-27,2017-08-27
100,9,8,1,1,1160.633,0.179,2018-03-15,2018-03-15
101,10,9,7,4272,2782.34,6030.8115,2017-08-22,2017-08-22
102,10,9,6,1660,1386.663,1025.8555,2017-05-12,2017-05-12
103,10,9,2,258,2595.052,336.7405,2017-12-24,2017-12-24
104,10,9,3,229,1169.634,113.2545,2017-07-30,2017-07-30
105,10,9,0,152,1150.106,73.485,2017-11-29,2017-11-29
106,10,9,4,38,1388.085,23.514,2017-04-02,2017-04-02
107,10,9,3,11,1169.634,5.44,2018-06-15,2018-06-15
108,10,9,9,2,1386.663,1.236,2018-03-27,2018-03-27
109,10,9,7,1,2782.34,1.4115,2017-11-29,2017-11-29
110,11,5,4,397,2203.02,161.828,2018-03-01,2018-03-01
111,11,5,9,5,2214.882,2.051,2017-01-07,2017-01-07
112,11,5,5,142,1507.493,36.7275,2017-11-10,2017-11-10
113,11,5,2,107,2363.331,47.2905,2017-03-28,2017-03-28
114,11,5,5,1,1507.493,0.2585,2018-01-02,2018-01-02
115,11,5,1,1,1200.378,0.193,2018-08-06,2018-08-06
116,11,5,8,2,472.298,0.074,2017-09-24,2017-09-24
117,11,5,0,1,1929.724,0.349,2018-11-19,2018-11-19
118,12,8,2,414,2968.23,890.456,2018-06-21,2018-06-21
119,12,8,8,374,1302.238,302.156,2017-04-23,2017-04-23
120,12,8,0,173,724.235,59.162,2018-06-29,2018-06-29
121,12,8,8,174,1302.238,140.5755,2017-01-09,2017-01-09
122,12,8,8,420,1302.238,339.3195,2017-03-09,2017-03-09
123,12,8,6,3,931.046,1.526,2017-07-31,2017-07-31
124,12,8,7,28,3162.44,64.6075,2017-07-05,2017-07-05
125,12,8,3,19,740.271,6.743,2017-09-21,2017-09-21
126,12,8,9,93,931.046,47.308,2018-07-09,2018-07-09
127,12,8,9,12,931.046,6.104,2018-01-21,2018-01-21
128,12,8,0,1,724.235,0.342,2018-01-25,2018-01-25
129,12,8,6,1,931.046,0.5085,2017-10-14,2017-10-14
130,12,8,1,1,1160.633,0.694,2018-05-20,2018-05-20
131,13,0,2,130,3526.241,364.007,2018-01-14,2018-01-14
132,13,0,8,18,910.907,9.5435,2018-07-12,2018-07-12
133,13,0,9,13,1286.069,11.1255,2017-04-04,2017-04-04
134,13,0,6,5,1286.069,4.279,2017-03-23,2017-03-23
135,13,0,6,2,1286.069,1.7115,2018-11-15,2018-11-15
136,13,0,6,1,1286.069,0.856,2018-03-01,2018-03-01
137,13,0,6,1,1286.069,0.856,2018-09-03,2018-09-03
138,13,0,9,1,1286.069,0.856,2017-03-21,2017-03-21
139,14,5,5,970,1507.493,378.2025,2018-09-08,2018-09-08
140,14,5,1,88,1200.378,25.5845,2018-05-28,2018-05-28
141,14,5,0,493,1929.724,259.4355,2018-03-12,2018-03-12
142,14,5,1,55,1200.378,15.9905,2018-10-24,2018-10-24
143,14,5,5,44,1507.493,17.1555,2018-04-04,2018-04-04
144,14,5,1,91,1200.378,26.4565,2017-12-26,2017-12-26
145,14,5,0,14,1929.724,7.3675,2018-09-26,2018-09-26
146,14,5,6,67,2214.882,41.427,2017-08-21,2017-08-21
147,14,5,1,41,1200.378,11.92,2018-04-07,2018-04-07
148,14,5,9,58,2214.882,35.8625,2018-05-09,2018-05-09
149,14,5,3,1,1953.463,0.534,2017-06-27,2017-06-27
150,15,4,0,185,1704.785,159.9595,2018-05-31,2018-05-31
151,15,4,4,347,1943.444,351.0045,2018-05-12,2018-05-12
152,15,4,4,74,1943.444,74.854,2018-12-10,2018-12-10
153,15,4,4,417,1943.444,421.812,2017-04-23,2017-04-23
154,15,4,6,146,1986.411,151.546,2018-04-01,2018-04-01
155,15,4,4,170,1943.444,171.962,2018-07-20,2018-07-20
156,15,4,2,63,3917.426,140.271,2017-04-24,2017-04-24
157,15,4,4,85,1943.444,85.981,2017-07-06,2017-07-06
158,15,4,7,2,4065.09,4.635,2017-10-03,2017-10-03
159,15,4,8,2,1083.586,0.9645,2018-07-11,2018-07-11
160,15,4,1,3,606.454,0.566,2017-02-10,2017-02-10
161,15,4,4,1,1943.444,1.0115,2017-04-25,2017-04-25
162,16,5,1,647,1200.378,569.612,2017-06-09,2017-06-09
163,16,5,7,399,2509.864,862.161,2017-05-25,2017-05-25
164,16,5,6,78,2214.882,146.045,2018-06-23,2018-06-23
165,16,5,9,52,2214.882,97.3635,2018-03-12,2018-03-12
166,16,5,6,3,2214.882,5.617,2017-02-22,2017-02-22
167,16,5,9,6,2214.882,11.234,2018-09-14,2018-09-14
168,16,5,4,19,2203.02,35.3545,2017-11-13,2017-11-13
169,16,5,8,2,472.298,0.337,2017-03-25,2017-03-25
170,16,5,3,1,1953.463,1.617,2018-06-10,2018-06-10
171,16,5,2,1,2363.331,2.0175,2017-08-19,2017-08-19
172,17,9,3,2399,1169.634,1900.5755,2017-02-12,2017-02-12
173,17,9,3,1706,1169.634,1351.5555,2017-11-29,2017-11-29
174,17,9,9,294,1386.663,291.0455,2018-02-12,2018-02-12
175,17,9,2,54,2595.052,112.903,2017-12-09,2017-12-09
176,17,9,9,6,1386.663,5.9395,2017-11-06,2017-11-06
177,17,9,0,6,1150.106,4.6465,2018-04-19,2018-04-19
178,17,9,5,2,1578.713,2.33,2017-04-26,2017-04-26
179,18,3,4,293,518.023,43.5285,2018-05-22,2018-05-22
180,18,3,8,249,1471.843,198.825,2018-08-04,2018-08-04
181,18,3,2,49,3509.227,107.1515,2018-01-07,2018-01-07
182,18,3,9,52,538.616,8.455,2017-02-03,2017-02-03
183,18,3,0,6,238.076,0.0,2017-10-09,2017-10-09
184,18,3,0,1,238.076,0.0,2018-05-19,2018-05-19
185,18,3,6,61,538.616,9.918,2017-11-08,2017-11-08
186,18,3,5,2,1378.117,1.4695,2017-07-21,2017-07-21
187,19,5,4,2045,2203.02,3341.782,2017-09-13,2017-09-13
188,19,5,5,747,1507.493,774.545,2018-10-12,2018-10-12
189,19,5,7,92,2509.864,174.58,2017-03-30,2017-03-30
190,19,5,7,95,2509.864,180.273,2017-11-19,2017-11-19
191,19,5,9,150,2214.882,246.6465,2018-11-04,2018-11-04
192,19,5,3,9,1953.463,12.7785,2018-06-04,2018-06-04
193,19,5,8,3,472.298,0.444,2018-10-14,2018-10-14
194,19,5,7,27,2509.864,51.2355,2017-12-16,2017-12-16
195,19,5,0,13,1929.724,18.193,2017-01-18,2017-01-18
196,19,5,4,7,2203.02,11.439,2018-05-27,2018-05-27
197,20,3,6,4245,538.616,990.843,2018-04-26,2018-04-26
198,20,3,9,226,538.616,52.7515,2018-04-28,2018-04-28
199,20,3,6,220,538.616,51.351,2018-06-15,2018-06-15
200,20,3,8,142,1471.843,162.774,2018-08-02,2018-08-02
201,20,3,1,3,1014.178,2.096,2018-02-06,2018-02-06
202,20,3,8,3,1471.843,3.439,2018-09-05,2018-09-05
203,20,3,1,3,1014.178,2.096,2018-09-05,2018-09-05
204,21,7,3,371,94.52,0.0,2018-03-24,2018-03-24
205,21,7,6,353,192.15,0.0,2018-07-19,2018-07-19
206,21,7,4,425,163.336,0.0,2018-10-16,2018-10-16
207,21,7,9,944,192.15,0.0,2017-05-13,2017-05-13
208,21,7,1,240,1317.175,74.872,2018-06-09,2018-06-09
209,21,7,7,27,3964.332,30.344,2017-04-12,2017-04-12
210,21,7,1,7,1317.175,2.184,2018-01-29,2018-01-29
211,21,7,6,1,192.15,0.0,2018-09-04,2018-09-04
212,21,7,4,1,163.336,0.0,2018-09-10,2018-09-10
213,21,7,2,1,3768.006,1.0635,2017-01-18,2017-01-18
214,22,4,3,5257,1726.107,126.7,2017-12-16,2017-12-16
215,22,4,6,837,1986.411,23.855,2017-02-11,2017-02-11
216,22,4,5,64,174.483,0.0,2018-02-15,2018-02-15
217,22,4,6,10,1986.411,0.285,2018-04-18,2018-04-18
218,22,4,1,6,606.454,0.031,2017-07-23,2017-07-23
219,22,4,3,6,1726.107,0.1445,2017-10-21,2017-10-21
220,22,4,1,2,606.454,0.0105,2018-02-25,2018-02-25
221,23,1,4,943,1243.139,254.3625,2018-09-25,2018-09-25
222,23,1,9,3,1242.832,0.809,2017-05-29,2017-05-29
223,23,1,6,27,1242.832,7.2805,2018-08-17,2018-08-17
224,23,1,5,21,1519.695,7.3255,2017-10-13,2017-10-13
225,23,1,4,1,1243.139,0.2695,2018-08-28,2018-08-28
226,24,6,8,104,2010.436,155.294,2017-05-18,2017-05-18
227,24,6,4,247,50.987,0.0,2018-06-03,2018-06-03
228,24,6,2,453,3855.221,1405.9795,2017-06-27,2017-06-27
229,24,6,1,189,1508.701,199.432,2018-01-11,2018-01-11
230,24,6,6,16,0.0,0.0,2018-01-17,2018-01-17
231,24,6,7,20,4053.836,65.542,2018-01-06,2018-01-06
232,24,6,7,2,4053.836,6.554,2017-12-14,2017-12-14
233,24,6,2,2,3855.221,6.2075,2017-01-16,2017-01-16
234,24,6,8,1,2010.436,1.493,2017-04-30,2017-04-30
235,25,8,4,258,937.077,134.5335,2017-12-06,2017-12-06
236,25,8,5,28,1604.717,29.9015,2017-11-15,2017-11-15
237,25,8,9,9,931.046,4.6485,2018-04-12,2018-04-12
238,25,8,5,6,1604.717,6.4075,2017-12-02,2017-12-02
239,25,8,0,1,724.235,0.347,2018-12-09,2018-12-09
240,25,8,7,1,3162.44,2.343,2017-03-05,2017-03-05
241,26,7,8,673,1825.573,737.7945,2018-02-15,2018-02-15
242,26,7,5,24,1629.392,22.927,2018-09-24,2018-09-24
243,26,7,8,357,1825.573,391.371,2017-07-19,2017-07-19
244,26,7,5,56,1629.392,53.497,2018-05-15,2018-05-15
245,26,7,1,191,1317.175,139.61,2018-04-25,2018-04-25
246,26,7,1,40,1317.175,29.2375,2018-10-04,2018-10-04
247,26,7,4,223,163.336,0.0,2018-05-21,2018-05-21
248,26,7,1,10,1317.175,7.3095,2017-04-10,2017-04-10
249,26,7,3,5,94.52,0.0,2018-04-02,2018-04-02
250,27,2,2,4949,2624.581,3156.794,2017-11-10,2017-11-10
251,27,2,8,48,905.54,7.9755,2017-09-09,2017-09-09
252,27,2,2,20,2624.581,12.7575,2018-10-27,2018-10-27
253,27,2,9,69,1399.977,20.8265,2018-05-16,2018-05-16
254,27,2,8,8,905.54,1.3295,2017-09-27,2017-09-27
255,27,2,3,2,1172.198,0.4785,2017-09-25,2017-09-25
256,28,3,0,572,238.076,0.0,2018-04-05,2018-04-05
257,28,3,7,2066,3701.391,4318.9625,2017-03-24,2017-03-24
258,28,3,1,2530,1014.178,1110.5025,2017-06-23,2017-06-23
259,28,3,4,198,518.023,26.5315,2018-06-04,2018-06-04
260,28,3,0,105,238.076,0.0,2017-01-03,2017-01-03
261,28,3,7,158,3701.391,330.298,2017-01-06,2017-01-06
262,28,3,5,96,1378.117,63.6105,2017-09-05,2017-09-05
263,28,3,4,4,518.023,0.536,2017-10-13,2017-10-13
264,28,3,6,27,538.616,3.9595,2018-07-29,2018-07-29
265,28,3,8,5,1471.843,3.601,2017-12-24,2017-12-24
266,28,3,0,6,238.076,0.0,2017-09-29,2017-09-29
267,28,3,7,3,3701.391,6.2715,2018-02-04,2018-02-04
268,28,3,6,1,538.616,0.1465,2018-03-22,2018-03-22
269,28,3,3,2,262.365,0.0,2018-02-20,2018-02-20
270,29,1,6,352,1242.832,310.4045,2017-02-12,2017-02-12
271,29,1,2,397,2735.125,904.196,2018-09-22,2018-09-22
272,29,1,3,274,1022.713,185.2115,2018-02-19,2018-02-19
273,29,1,2,137,2735.125,312.0275,2018-11-26,2018-11-26
274,29,1,4,14,1243.139,12.3495,2018-05-19,2018-05-19
275,29,1,9,1,1242.832,0.882,2018-06-24,2018-06-24
276,29,1,5,6,1519.695,6.8445,2018-04-27,2018-04-27
277,29,1,8,17,1024.691,11.5225,2017-10-13,2017-10-13
278,29,1,7,2,2923.677,4.908,2018-06-12,2018-06-12
279,29,1,0,1,1003.069,0.6575,2018-02-11,2018-02-11
280,30,5,8,886,472.298,82.587,2018-11-28,2018-11-28
281,30,5,2,442,2363.331,493.388,2018-02-17,2018-02-17
282,30,5,8,80,472.298,7.457,2017-06-27,2017-06-27
283,30,5,2,775,2363.331,865.103,2018-04-27,2018-04-27
284,30,5,0,9,1929.724,7.935,2017-03-07,2017-03-07
285,30,5,1,22,1200.378,10.7165,2018-08-23,2018-08-23
286,30,5,5,4,1507.493,2.613,2017-12-25,2017-12-25
287,30,5,8,3,472.298,0.2795,2017-05-23,2017-05-23
288,30,5,8,1,472.298,0.093,2018-05-02,2018-05-02
289,30,5,6,1,2214.882,1.036,2017-06-12,2017-06-12
290,31,9,8,235,979.276,135.5735,2018-09-04,2018-09-04
291,31,9,2,229,2595.052,446.364,2018-01-08,2018-01-08
292,31,9,2,1,2595.052,1.949,2017-12-27,2017-12-27
293,31,9,6,5,1386.663,4.6145,2018-02-18,2018-02-18
294,31,9,6,6,1386.663,5.5375,2017-04-14,2017-04-14
295,32,5,3,2195,1953.463,1978.7225,2017-12-09,2017-12-09
296,32,5,9,63,2214.882,65.7715,2018-06-23,2018-06-23
297,32,5,9,11,2214.882,11.484,2018-10-14,2018-10-14
298,32,5,6,21,2214.882,21.924,2018-10-17,2018-10-17
299,32,5,2,7,2363.331,7.8745,2018-06-26,2018-06-26
300,33,6,6,698,0.0,0.0,2017-06-05,2017-06-05
301,33,6,5,11,1812.974,0.634,2018-09-05,2018-09-05
302,33,6,5,10,1812.974,0.5765,2017-04-17,2017-04-17
303,33,6,7,2,4053.836,0.286,2018-09-10,2018-09-10
304,33,6,0,1,309.219,0.0005,2017-11-17,2017-11-17
305,34,0,1,1709,223.068,0.0,2018-12-22,2018-12-22
306,34,0,9,84,1286.069,61.0125,2017-12-11,2017-12-11
307,34,0,2,9,3526.241,21.388,2017-11-17,2017-11-17
308,34,0,2,2,3526.241,4.753,2018-01-31,2018-01-31
309,35,3,0,91,238.076,0.0,2017-07-30,2017-07-30
310,35,3,5,250,1378.117,171.0435,2018-06-07,2018-06-07
311,35,3,9,90,538.616,13.6285,2018-05-08,2018-05-08
312,35,3,7,9,3701.391,19.4265,2018-04-14,2018-04-14
313,35,3,0,6,238.076,0.0,2017-08-17,2017-08-17
314,35,3,7,4,3701.391,8.634,2017-07-21,2017-07-21
315,35,3,4,6,518.023,0.83,2017-06-07,2017-06-07
316,35,3,6,1,538.616,0.1515,2018-04-25,2018-04-25
317,36,9,6,4036,1386.663,3111.705,2017-01-09,2017-01-09
318,36,9,3,11,1169.634,6.787,2017-06-21,2017-06-21
319,36,9,6,32,1386.663,24.6715,2018-08-08,2018-08-08
320,36,9,4,9,1388.085,6.948,2018-12-03,2018-12-03
321,36,9,6,2,1386.663,1.542,2018-10-01,2018-10-01
322,36,9,5,2,1578.713,1.8145,2017-11-29,2017-11-29
323,36,9,2,1,2595.052,1.6285,2017-10-12,2017-10-12
324,37,9,4,5,1388.085,4.887,2018-07-02,2018-07-02
325,37,9,5,553,1578.713,635.2135,2018-09-30,2018-09-30
326,37,9,3,1099,1169.634,858.5305,2018-01-29,2018-01-29
327,37,9,2,63,2595.052,129.8835,2018-01-26,2018-01-26
328,37,9,5,4,1578.713,4.5945,2017-06-19,2017-06-19
329,37,9,3,78,1169.634,60.933,2017-10-02,2017-10-02
330,37,9,7,17,2782.34,37.908,2017-01-07,2017-01-07
331,37,9,3,1,1169.634,0.781,2017-10-29,2017-10-29
332,37,9,1,1,1124.778,0.741,2018-03-15,2018-03-15
333,37,9,6,1,1386.663,0.976,2017-06-15,2017-06-15
334,37,9,8,1,979.276,0.61,2018-11-03,2018-11-03
335,38,6,7,678,4053.836,1463.942,2018-03-28,2018-03-28
336,38,6,2,9,3855.221,18.4045,2018-11-02,2018-11-02
337,38,6,5,62,1812.974,53.9565,2018-06-11,2018-06-11
338,38,6,5,3,1812.974,2.611,2018-06-09,2018-06-09
339,38,6,6,3,0.0,0.0,2018-09-24,2018-09-24
340,39,9,7,902,2782.34,577.2325,2018-03-10,2018-03-10
341,39,9,3,432,1169.634,96.851,2018-04-26,2018-04-26
342,39,9,8,110,979.276,19.263,2018-07-23,2018-07-23
343,39,9,3,159,1169.634,35.6465,2018-11-22,2018-11-22
344,39,9,8,2,979.276,0.35,2018-02-02,2018-02-02
345,39,9,2,1,2595.052,0.5915,2018-08-16,2018-08-16
346,40,8,6,2642,931.046,1436.48,2018-03-04,2018-03-04
347,40,8,3,4,740.271,1.5175,2017-12-30,2017-12-30
348,40,8,6,14,931.046,7.612,2017-05-23,2017-05-23
349,41,8,1,3998,1160.633,1767.2005,2017-03-27,2017-03-27
350,41,8,8,285,1302.238,146.7035,2017-05-22,2017-05-22
351,41,8,1,35,1160.633,15.4705,2017-04-24,2017-04-24
352,41,8,1,18,1160.633,7.9565,2018-03-24,2018-03-24
353,41,8,1,19,1160.633,8.3985,2017-12-27,2017-12-27
354,41,8,1,8,1160.633,3.536,2017-05-27,2017-05-27
355,41,8,8,15,1302.238,7.721,2018-02-26,2018-02-26
356,41,8,8,7,1302.238,3.603,2017-02-10,2017-02-10
357,41,8,1,1,1160.633,0.442,2018-10-27,2018-10-27
358,41,8,0,2,724.235,0.436,2018-06-16,2018-06-16
359,41,8,7,1,3162.44,1.47,2018-09-28,2018-09-28
360,42,2,2,193,2624.581,64.4255,2018-03-17,2018-03-17
361,42,2,1,317,1055.029,34.37,2017-11-23,2017-11-23
362,42,2,0,73,1151.659,8.928,2018-07-17,2018-07-17
363,42,2,7,136,2809.603,49.0115,2018-08-27,2018-08-27
364,42,2,6,114,1399.977,18.007,2018-11-04,2018-11-04
365,42,2,3,1,1172.198,0.125,2018-01-22,2018-01-22
366,42,2,6,8,1399.977,1.2635,2017-09-10,2017-09-10
367,42,2,9,11,1399.977,1.7375,2018-09-18,2018-09-18
368,42,2,8,1,905.54,0.087,2017-03-20,2017-03-20
369,43,9,0,783,1150.106,314.445,2017-02-11,2017-02-11
370,43,9,7,320,2782.34,375.2505,2018-04-17,2018-04-17
371,43,9,2,448,2595.052,485.714,2017-09-16,2017-09-16
372,43,9,6,325,1386.663,166.8355,2017-05-21,2017-05-21
373,43,9,6,239,1386.663,122.688,2017-01-02,2017-01-02
374,43,9,5,2,1578.713,1.208,2018-10-22,2018-10-22
375,43,9,1,53,1124.778,20.65,2017-10-31,2017-10-31
376,43,9,8,1,979.276,0.321,2018-05-24,2018-05-24
377,43,9,1,1,1124.778,0.3895,2017-02-21,2017-02-21
378,43,9,2,6,2595.052,6.505,2017-03-01,2017-03-01
379,43,9,5,9,1578.713,5.4365,2017-06-12,2017-06-12
380,43,9,3,4,1169.634,1.6435,2018-09-08,2018-09-08
381,44,1,2,625,2735.125,20.242,2018-01-03,2018-01-03
382,44,1,1,923,1062.915,9.3655,2018-03-24,2018-03-24
383,44,1,0,90,1003.069,0.8415,2018-02-16,2018-02-16
384,44,1,6,6,1242.832,0.075,2018-10-17,2018-10-17
385,44,1,9,4,1242.832,0.05,2018-08-21,2018-08-21
386,44,1,1,15,1062.915,0.152,2018-12-02,2018-12-02
387,44,1,4,1,1243.139,0.0125,2017-08-17,2017-08-17
388,45,1,7,104,2923.677,171.194,2017-09-16,2017-09-16
389,45,1,9,156,1242.832,92.279,2017-02-19,2017-02-19
390,45,1,7,4,2923.677,6.5845,2018-02-04,2018-02-04
391,45,1,2,12,2735.125,18.3335,2018-01-29,2018-01-29
392,45,1,1,2,1062.915,0.9575,2018-05-29,2018-05-29
393,45,1,4,3,1243.139,1.775,2018-02-15,2018-02-15
394,45,1,7,33,2923.677,54.321,2017-11-16,2017-11-16
395,46,1,4,770,1243.139,607.553,2018-11-08,2018-11-08
396,46,1,7,65,2923.677,142.673,2018-07-12,2018-07-12
397,46,1,0,164,1003.069,96.463,2018-03-08,2018-03-08
398,46,1,2,6,2735.125,12.2235,2017-07-23,2017-07-23
399,46,1,3,12,1022.713,7.2555,2017-01-11,2017-01-11
400,46,1,5,16,1519.695,16.3265,2018-03-10,2018-03-10
401,46,1,9,4,1242.832,3.155,2017-01-03,2017-01-03
402,46,1,6,2,1242.832,1.5775,2017-04-26,2017-04-26
403,47,5,0,714,1929.724,368.054,2017-06-30,2017-06-30
404,47,5,8,364,472.298,19.837,2017-04-15,2017-04-15
405,47,5,1,1176,1200.378,334.9125,2018-04-26,2018-04-26
406,47,5,4,792,2203.02,476.725,2018-09-29,2018-09-29
407,47,5,9,9,2214.882,5.451,2017-12-19,2017-12-19
408,47,5,5,5,1507.493,1.9095,2017-02-26,2017-02-26
409,47,5,7,21,2509.864,14.6785,2018-11-03,2018-11-03
410,47,5,0,44,1929.724,22.681,2018-01-17,2018-01-17
411,47,5,1,4,1200.378,1.139,2017-02-14,2017-02-14
412,47,5,9,1,2214.882,0.6055,2018-03-14,2018-03-14
413,47,5,0,1,1929.724,0.5155,2017-02-13,2017-02-13
414,48,0,5,310,606.271,52.941,2017-04-10,2017-04-10
415,48,0,9,55,1286.069,30.241,2017-05-01,2017-05-01
416,48,0,4,17,1249.985,9.005,2017-12-15,2017-12-15
